SID:020,2,BELE2A,RW01,TS,DT,D,B,E   , ,   ,CF, ,TUC,DT,D, ,      ,0073,0054,0090,0050,+,02500,     ,06000, ,   ,    ,   ,TUC,DT,D, ,B, , , ;
SID:030,2,BELE2A,RW01, , , , ,    ,L,   ,VR,Y,TUC,DT,D, ,      ,3270,    ,1900,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,BELE2A,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BELE2A,RW01,D228U,DT,P,C,E   , ,   ,CF, ,TUC,DT,D, ,      ,2281,0207,2200,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BELE2A,RW01,BELED,DT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BELE2D,RW29, , , , ,    , ,   ,CD, ,TUC,DT,D, ,      ,    ,    ,2890,0030,+,01500,     ,06000, ,   ,    ,   ,TUC,DT,D, ,B, , , ;
SID:030,2,BELE2D,RW29,TUC,DT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,BELE2D,RW29,BELED,DT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BELE4B,RW19, , , , ,    , ,   ,CD, ,TUC,DT,D, ,      ,    ,    ,1890,0045, ,     ,     ,06000, ,   ,    ,   ,TUC,DT,D, ,B, , , ;
SID:030,2,BELE4B,RW19, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2610,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BELE4B,RW19,BELED,DT,E,A,EE  , ,   ,CF, ,TUC,DT,D, ,      ,2281,0360,2280,0270, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BELE4C,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,00500,     ,06000, ,   ,    ,   ,TUC,DT,D, ,B, , , ;
SID:030,2,BELE4C,RW11, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2780,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BELE4C,RW11,BELED,DT,E,A,EE  , ,   ,CF, ,TUC,DT,D, ,      ,2281,0360,2280,0310, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CBN2C,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,00500,     ,06000, ,   ,    ,   ,TUC,DT,D, ,B, , , ;
SID:020,2,CBN2C,RW11,D115H,DT,P,C,E   , ,   ,CF, ,TUC,DT,D, ,      ,1150,0080,1150,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CBN2C,RW11, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CBN2C,RW11,CBN,DT,D, ,VEC , ,   ,CF, ,TUC,DT,D, ,      ,0831,0414,0830,0260, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CBN2D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,00500,     ,06000, ,   ,    ,   ,TUC,DT,D, ,B, , , ;
SID:020,2,CBN2D,RW29,TS,DT,D,B,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CBN2D,RW29,JAMOR,DT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CBN2D,RW29,CBN,DT,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CBN3A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0090,    ,+,00500,     ,06000, ,   ,    ,   ,TUC,DT,D, ,B, , , ;
SID:020,2,CBN3A,RW01,D038H,DT,P,C,E   , ,   ,CF, ,TUC,DT,D, ,      ,0380,0080,0380,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CBN3A,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1210,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CBN3A,RW01,JAMOR,DT,P,C,E   , ,   ,CF, ,TUC,DT,D, ,      ,0770,0215,0910,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
