RWY:RW13 ,     ,      ,00015,D,KL  ,I,   ;N22191835,E114114721,1829;
RWY:RW31 ,     ,      ,00015,D,IHK ,1,   ;N22181893,E114125351,1623;
SID:080,1,BEK2C,RW31,BEKOL,ZG,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,11800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DOT1A,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,DOT1A,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,DOT1A,RW13,DOM14,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,DOT1A,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,DOT1A,RW13,DOTFL,VH,P,C,E   , ,   ,CF, ,CH,VH,D, ,      ,1040,1000,1040,0071, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,DOT1A,RW13,DOTMI,ZG,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DOT2C,RW31,RW,VH,D,B,N   , ,   ,IF, ,RW,VH,D,B,      ,0000,0000,3161,0001, ,     ,     ,09000,-,210,    ,   , , , , , , , , ;
SID:020,1,DOT2C,RW31,R288,VH,P,C,E   ,L,   ,RF, , , , , ,001381,    ,    ,    ,0016, ,     ,     ,     ,-,210,    ,   ,RVH02,VH,P,C, , , , ;
SID:030,1,DOT2C,RW31,SC,VH,D,B,N   , ,   ,TF, ,SC,VH,D,B,      ,0000,0000,2513,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,DOT2C,RW31, , , , ,    ,L,   ,CR, ,CH,VH,D, ,      ,0310,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,DOT2C,RW31,CH,VH,D, ,V   , ,   ,CF, ,CH,VH,D, ,      ,2110,0000,2110,0056,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,DOT2C,RW31,OSCAR,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,DOT2C,RW31,DOM25,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,DOT2C,RW31, , , , ,    , ,   ,CR, ,CH,VH,D, ,      ,1040,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,1,DOT2C,RW31,DOTFL,VH,P,C,E   , ,   ,CF, ,CH,VH,D, ,      ,1040,1000,1040,0071, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,1,DOT2C,RW31,DOTMI,ZG,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ELA1A,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ELA1A,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ELA1A,RW13,DOM14,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ELA1A,RW13, , , , ,    , ,   ,CR, ,CH,VH,D, ,      ,1040,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,ELA1A,RW13,DOTFL,VH,P,C,E   , ,   ,CF, ,CH,VH,D, ,      ,1040,1000,1040,0071, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,ELA1A,RW13,ELATO,RC,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ELA2C,RW31,RW,VH,D,B,N   , ,   ,IF, ,RW,VH,D,B,      ,0000,0000,3161,0001, ,     ,     ,09000,-,210,    ,   , , , , , , , , ;
SID:020,1,ELA2C,RW31,R288,VH,P,C,E   ,L,   ,RF, , , , , ,001381,    ,    ,    ,0016, ,     ,     ,     ,-,210,    ,   ,RVH02,VH,P,C, , , , ;
SID:030,1,ELA2C,RW31,SC,VH,D,B,N   , ,   ,TF, ,SC,VH,D,B,      ,0000,0000,2513,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ELA2C,RW31, , , , ,    ,L,   ,CR, ,CH,VH,D, ,      ,0310,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,ELA2C,RW31,CH,VH,D, ,V   , ,   ,CF, ,CH,VH,D, ,      ,2110,0000,2110,0056,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,ELA2C,RW31,OSCAR,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,ELA2C,RW31,DOM25,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,ELA2C,RW31, , , , ,    , ,   ,CR, ,CH,VH,D, ,      ,1040,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,1,ELA2C,RW31,DOTFL,VH,P,C,E   , ,   ,CF, ,CH,VH,D, ,      ,1040,1000,1040,0071, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,1,ELA2C,RW31,ELATO,RC,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ENV1A,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ENV1A,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ENV1A,RW13,KILOG,VH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ENV1A,RW13,ENVAR,RC,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ENV2C,RW31,RW,VH,D,B,N   , ,   ,IF, ,RW,VH,D,B,      ,0000,0000,3161,0001, ,     ,     ,09000,-,210,    ,   , , , , , , , , ;
SID:020,1,ENV2C,RW31,R288,VH,P,C,E   ,L,   ,RF, , , , , ,001381,    ,    ,    ,0016, ,     ,     ,     ,-,210,    ,   ,RVH02,VH,P,C, , , , ;
SID:030,1,ENV2C,RW31,SC,VH,D,B,N   , ,   ,TF, ,SC,VH,D,B,      ,0000,0000,2513,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ENV2C,RW31, , , , ,    ,L,   ,CR, ,CH,VH,D, ,      ,0310,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,ENV2C,RW31,CH,VH,D, ,V   , ,   ,CF, ,CH,VH,D, ,      ,2110,0000,2110,0056,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,ENV2C,RW31,OSCAR,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,ENV2C,RW31,KILOG,VH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,ENV2C,RW31,CH50,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,1,ENV2C,RW31,ENVAR,RC,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,EPD1A,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,EPD1A,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,EPD1A,RW13, , , , ,    ,R,   ,CR, ,CH,VH,D, ,      ,1900,    ,2350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,EPD1A,RW13,EPD14,VH,P,C,E   ,L,   ,CF, ,CH,VH,D, ,      ,1900,0400,1900,0054,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,EPD1A,RW13,EPDOS,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,EPD2C,RW31,RW,VH,D,B,N   , ,   ,IF, ,RW,VH,D,B,      ,0000,0000,3161,0001, ,     ,     ,09000,-,210,    ,   , , , , , , , , ;
SID:020,1,EPD2C,RW31,R288,VH,P,C,E   ,L,   ,RF, , , , , ,001381,    ,    ,    ,0016, ,     ,     ,     ,-,210,    ,   ,RVH02,VH,P,C, , , , ;
SID:030,1,EPD2C,RW31,SC,VH,D,B,N   , ,   ,TF, ,SC,VH,D,B,      ,0000,0000,2513,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,EPD2C,RW31, , , , ,    ,L,   ,CR, ,CH,VH,D, ,      ,0310,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,EPD2C,RW31,CH,VH,D, ,V   , ,   ,CF, ,CH,VH,D, ,      ,2110,0000,2110,0056,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,EPD2C,RW31,EPD25,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,EPD2C,RW31,EPD50,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,EPD2C,RW31,EPDOS,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IDO1A,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IDO1A,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,IDO1A,RW13, , , , ,    ,R,   ,CR, ,CH,VH,D, ,      ,1900,    ,2350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,IDO1A,RW13,EPD14,VH,P,C,E   ,L,   ,CF, ,CH,VH,D, ,      ,1900,0400,1900,0054,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,IDO1A,RW13,ID1FL,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,IDO1A,RW13,IDOSI,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IDO1B,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,IDO1B,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,IDO1B,RW13,IOD14,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,IDO1B,RW13, , , , ,    , ,   ,CR, ,CH,VH,D, ,      ,2050,    ,2350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,IDO1B,RW13,IDOSI,VH,E,A,EE  , ,   ,CF, ,CH,VH,D, ,      ,2043,2116,2050,1627, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IDO2C,RW31,RW,VH,D,B,N   , ,   ,IF, ,RW,VH,D,B,      ,0000,0000,3161,0001, ,     ,     ,09000,-,210,    ,   , , , , , , , , ;
SID:020,1,IDO2C,RW31,R288,VH,P,C,E   ,L,   ,RF, , , , , ,001381,    ,    ,    ,0016, ,     ,     ,     ,-,210,    ,   ,RVH02,VH,P,C, , , , ;
SID:030,1,IDO2C,RW31,SC,VH,D,B,N   , ,   ,TF, ,SC,VH,D,B,      ,0000,0000,2513,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,IDO2C,RW31, , , , ,    ,L,   ,CR, ,CH,VH,D, ,      ,0310,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,IDO2C,RW31,CH,VH,D, ,V   , ,   ,CF, ,CH,VH,D, ,      ,2110,0000,2110,0056,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,IDO2C,RW31,EPD25,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,IDO2C,RW31,EPD50,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,IDO2C,RW31,ID2FL,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,1,IDO2C,RW31,IDOSI,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,IDO2D,RW31,RW,VH,D,B,N   , ,   ,IF, ,RW,VH,D,B,      ,0000,0000,3161,0001, ,     ,     ,09000,-,210,    ,   , , , , , , , , ;
SID:020,1,IDO2D,RW31,R288,VH,P,C,E   ,L,   ,RF, , , , , ,001381,    ,    ,    ,0016, ,     ,     ,     ,-,210,    ,   ,RVH02,VH,P,C, , , , ;
SID:030,1,IDO2D,RW31,SC,VH,D,B,N   , ,   ,TF, ,SC,VH,D,B,      ,0000,0000,2513,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,IDO2D,RW31, , , , ,    ,L,   ,CR, ,CH,VH,D, ,      ,0310,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,IDO2D,RW31,CH,VH,D, ,V   , ,   ,CF, ,CH,VH,D, ,      ,2110,0000,2110,0056,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,IDO2D,RW31,IDO25,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,IDO2D,RW31,IDO50,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,IDO2D,RW31,IDOSI,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NOM1A,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,NOM1A,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NOM1A,RW13, , , , ,    , ,   ,CR, ,CH,VH,D, ,      ,1170,    ,1360,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NOM1A,RW13,NOM14,VH,P,C,V   , ,   ,CF, ,CH,VH,D, ,      ,1170,0400,1170,0067,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,NOM1A,RW13,NOMFL,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,NOM1A,RW13,NOMAN,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NOM1B,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,NOM1B,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NOM1B,RW13, , , , ,    , ,   ,CR, ,CH,VH,D, ,      ,1320,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NOM1B,RW13,NOM24,VH,P,C,V   ,L,   ,CF, ,CH,VH,D, ,      ,1320,0400,1320,0048,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,NOM1B,RW13,NOMAN,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NOM2C,RW31,RW,VH,D,B,N   , ,   ,IF, ,RW,VH,D,B,      ,0000,0000,3161,0001, ,     ,     ,09000,-,210,    ,   , , , , , , , , ;
SID:020,1,NOM2C,RW31,R288,VH,P,C,E   ,L,   ,RF, , , , , ,001381,    ,    ,    ,0016, ,     ,     ,     ,-,210,    ,   ,RVH02,VH,P,C, , , , ;
SID:030,1,NOM2C,RW31,SC,VH,D,B,N   , ,   ,TF, ,SC,VH,D,B,      ,0000,0000,2513,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NOM2C,RW31, , , , ,    ,L,   ,CR, ,CH,VH,D, ,      ,0310,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,NOM2C,RW31,CH,VH,D, ,V   , ,   ,CF, ,CH,VH,D, ,      ,2110,0000,2110,0056,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,NOM2C,RW31,OSCAR,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,NOM2C,RW31,KILOG,VH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,NOM2C,RW31, , , , ,    , ,   ,CR, ,CH,VH,D, ,      ,1170,    ,0890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,1,NOM2C,RW31,NOM15,VH,P,C,V   , ,   ,CF, ,CH,VH,D, ,      ,1170,0500,0890,0000,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,1,NOM2C,RW31,NOMFL,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,1,NOM2C,RW31,NOMAN,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NOM2D,RW31,RW,VH,D,B,N   , ,   ,IF, ,RW,VH,D,B,      ,0000,0000,3161,0001, ,     ,     ,09000,-,210,    ,   , , , , , , , , ;
SID:020,1,NOM2D,RW31,R288,VH,P,C,E   ,L,   ,RF, , , , , ,001381,    ,    ,    ,0016, ,     ,     ,     ,-,210,    ,   ,RVH02,VH,P,C, , , , ;
SID:030,1,NOM2D,RW31,SC,VH,D,B,N   , ,   ,TF, ,SC,VH,D,B,      ,0000,0000,2513,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NOM2D,RW31, , , , ,    ,L,   ,CR, ,CH,VH,D, ,      ,0310,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,NOM2D,RW31,CH,VH,D, ,V   , ,   ,CF, ,CH,VH,D, ,      ,2110,0000,2110,0056,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,NOM2D,RW31,OSCAR,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,NOM2D,RW31, , , , ,    , ,   ,CR, ,CH,VH,D, ,      ,1320,    ,0900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,NOM2D,RW31,NOM25,VH,P,C,V   ,R,   ,CF, ,CH,VH,D, ,      ,1320,0500,1320,0164,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,1,NOM2D,RW31,NOMAN,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SAB1A,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SAB1A,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,SAB1A,RW13, , , , ,    ,R,   ,CR, ,CH,VH,D, ,      ,1320,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,SAB1A,RW13,NOM24,VH,P,C,V   ,L,   ,CF, ,CH,VH,D, ,      ,1320,0400,1320,0048,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,SAB1A,RW13,NOMAN,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SAB1B,RW13,TH,VH,D, ,V   , ,   ,IF, ,TH,VH,D, ,      ,0000,0000,1350,0054, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SAB1B,RW13,WISKY,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,SAB1B,RW13,SAB14,VH,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,SAB1B,RW13, , , , ,    , ,   ,CR, ,CH,VH,D, ,      ,1540,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,SAB1B,RW13,SABNO,VH,E,A,EE  ,L,   ,CF, ,CH,VH,D, ,      ,1540,2194,1540,1597, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SAB2C,RW31,RW,VH,D,B,N   , ,   ,IF, ,RW,VH,D,B,      ,0000,0000,3161,0001, ,     ,     ,09000,-,210,    ,   , , , , , , , , ;
SID:020,1,SAB2C,RW31,R288,VH,P,C,E   ,L,   ,RF, , , , , ,001381,    ,    ,    ,0016, ,     ,     ,     ,-,210,    ,   ,RVH02,VH,P,C, , , , ;
SID:030,1,SAB2C,RW31,SC,VH,D,B,N   , ,   ,TF, ,SC,VH,D,B,      ,0000,0000,2513,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,SAB2C,RW31, , , , ,    ,L,   ,CR, ,CH,VH,D, ,      ,0310,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,SAB2C,RW31,CH,VH,D, ,V   , ,   ,CF, ,CH,VH,D, ,      ,2110,0000,2110,0056,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,1,SAB2C,RW31,SBC25,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,1,SAB2C,RW31,SBC50,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,1,SAB2C,RW31,SB2FL,VH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,1,SAB2C,RW31,SABNO,VH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
