SID:010,5,ELSO3B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,ELSO3B,RW23,DH111,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,ELSO3B,RW23,ELSOB,ED,E,A,EE  , ,   ,CF, ,HAM,ED,D, ,      ,2612,0224,2960,0100,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ELSO3C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0460,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,ELSO3C,RW05,DH150,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,ELSO3C,RW05,DH153,ED,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ELSO3C,RW05,ELSOB,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ELSO3D,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1490,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,ELSO3D,RW15,DH202,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,ELSO3D,RW15,DH216,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,ELSO3D,RW15,DH217,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ELSO3D,RW15,ELSOB,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ELSO3G,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3290,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,ELSO3G,RW33,DH254,ED,P,C,E   , ,   ,CF, ,HAM,ED,D, ,      ,2775,0104,3290,0050, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:025,5,ELSO3G,RW33,DH260,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ELSO3G,RW33,ELSOB,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HABF1B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,HABF1B,RW23,DH100,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,HABF1B,RW23,DH105,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HABF1B,RW23,DH167,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HABF1B,RW23,DH117,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,HABF1B,RW23,HABFU,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HABF1C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0460,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,HABF1C,RW05,DH150,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,HABF1C,RW05,DH153,ED,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HABF1C,RW05,ELSOB,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HABF1C,RW05,DH164,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,HABF1C,RW05,DH117,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,HABF1C,RW05,HABFU,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HABF1D,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1490,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,HABF1D,RW15,DH202,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,HABF1D,RW15,DH216,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,HABF1D,RW15,DH221,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HABF1D,RW15,DH117,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,HABF1D,RW15,HABFU,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HABF1G,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3290,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,HABF1G,RW33,DH254,ED,P,C,E   , ,   ,CF, ,HAM,ED,D, ,      ,2775,0104,3290,0050, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,HABF1G,RW33,DH260,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HABF1G,RW33,ELSOB,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HABF1G,RW33,DH164,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,HABF1G,RW33,DH117,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,HABF1G,RW33,HABFU,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDEK7G,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3290,    ,+,00500,     ,05000,-,210,    ,   ,HAM,ED,D, , , , , ;
SID:020,5,IDEK7G,RW33,DH254,ED,P,C,E   , ,   ,CF, ,HAM,ED,D, ,      ,2775,0104,3290,0050, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:025,5,IDEK7G,RW33,DH260,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IDEK7G,RW33,ELSOB,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,IDEK7G,RW33,DH163,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IDEK7G,RW33,IDEKO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDEK8B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,IDEK8B,RW23,DH100,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,IDEK8B,RW23,DH116,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IDEK8B,RW23,DH163,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IDEK8B,RW23,IDEKO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDEK8C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0460,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,IDEK8C,RW05,DH150,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,IDEK8C,RW05,DH153,ED,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IDEK8C,RW05,ELSOB,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,5,IDEK8C,RW05,DH163,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IDEK8C,RW05,IDEKO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDEK9D,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1490,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,IDEK9D,RW15,DH202,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,IDEK9D,RW15,DH216,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,IDEK9D,RW15,DH220,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,5,IDEK9D,RW15,DH163,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IDEK9D,RW15,IDEKO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LUGE3B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,LUGE3B,RW23,DH111,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,LUGE3B,RW23,DH102,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,LUGE3B,RW23,DH106,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LUGE3B,RW23,DH112,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LUGE3B,RW23,DH104,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LUGE3B,RW23,DH166,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,LUGE3B,RW23,LUGEG,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LUGE3C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0460,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,LUGE3C,RW05,DH154,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,LUGE3C,RW05,DH161,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LUGE3C,RW05,LUGEG,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LUGE3D,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1490,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,LUGE3D,RW15,DH200,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,LUGE3D,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1490,    ,+,01500,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,LUGE3D,RW15,DH201,ED,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,5,LUGE3D,RW15,HAM,ED,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LUGE3D,RW15,DH162,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LUGE3D,RW15,LUGEG,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LUGE3G,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3290,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,LUGE3G,RW33,DH250,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00670,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,LUGE3G,RW33,DH253,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:035,5,LUGE3G,RW33,DH169,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LUGE3G,RW33,LUGEG,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RAMA6B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,RAMA6B,RW23,DH111,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,RAMA6B,RW23,DH102,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,RAMA6B,RW23,DH106,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,RAMA6B,RW23,DH112,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,RAMA6B,RW23,DH104,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,RAMA6B,RW23,DH110,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,RAMA6B,RW23,DH155,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,RAMA6B,RW23,RAMAR,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RAMA6C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0460,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,RAMA6C,RW05,DH154,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,RAMA6C,RW05,DH155,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,RAMA6C,RW05,RAMAR,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RAMA6D,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1490,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,RAMA6D,RW15,DH208,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,RAMA6D,RW15,DH209,ED,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,RAMA6D,RW15,DH212,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,RAMA6D,RW15,DH155,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,RAMA6D,RW15,RAMAR,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RAMA6G,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3290,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,RAMA6G,RW33,DH250,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00670,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,RAMA6G,RW33,DH253,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,RAMA6G,RW33,DH259,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,RAMA6G,RW33,DH155,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,RAMA6G,RW33,RAMAR,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOKW1B,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2260,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,SOKW1B,RW23,DH111,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,SOKW1B,RW23,DH102,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,SOKW1B,RW23,DH106,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SOKW1B,RW23,DH112,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,SOKW1B,RW23,DH103,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SOKW1B,RW23,DH160,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,SOKW1B,RW23,SOKWO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOKW1C,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0460,    ,+,00500,     ,05000,-,210,    ,   ,EDDH,ED,P,A, , , , ;
SID:020,5,SOKW1C,RW05,DH152,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,SOKW1C,RW05,DH160,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
