APPCH:010,A,I31,LGC,LGC,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I31,LGC,WIBUB,K7,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I31,LGC,WAGUS,K7,P,C,EE B,L,   ,AF, ,LGC,K7,D, ,      ,1198,0200,1400,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I31, ,WAGUS,K7,P,C,E  I, ,   ,IF, ,IGNK,K7,P,I,      ,1307,0136,    ,    ,J,03000,02400,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I31, ,ARIVE,K7,P,C,E  F, ,   ,CF, ,IGNK,K7,P,I,      ,1307,0064,3110,0072,H,02400,02400,     , ,   ,-300,   ,LGC,K7,D, , ,0,N,S;
APPCH:030,I,I31, ,RW31,K7,P,G,G  M, ,   ,CF, ,IGNK,K7,P,I,      ,1307,0011,3110,0053, ,00716,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I31, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3110,    ,+,01200,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I31, ,LGC,K7,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I31, ,LGC,K7,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1080,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R03,SUMDE,SUMDE,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0280,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R03, ,SUMDE,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R03, ,TOGBE,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0280,0066,+,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R03, ,HUNOG,K7,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,0280,0030,+,01460,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R03, ,RW03,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0280,0023, ,00736,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R03, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0280,    ,+,01300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R03, ,WERTU,K7,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R03, ,WERTU,K7,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1310,0040,+,03500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13,WERTU,WERTU,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1310,0040,+,03500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R13, ,WERTU,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R13, ,OSDOW,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1310,0068,+,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R13, ,JEPNU,K7,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1310,0033,+,01360,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R13, ,RW13,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1310,0020, ,00722,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R13, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1310,    ,+,01094,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R13, ,WAGUS,K7,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R13, ,WAGUS,K7,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,3110,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,WAGUS,WAGUS,K7,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,3110,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R31, ,WAGUS,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R31, ,ARIVE,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3110,0072,+,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
