SID:010,5,MOBA1A,RW14,MK201,OO,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,OOMK,OO,P,A, , , , ;
SID:020,5,MOBA1A,RW14,MK466,OO,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MOBA1A,RW14,MOBAB,OO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MOBA1B,RW32,MK311,OO,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,OOMK,OO,P,A, , , , ;
SID:020,5,MOBA1B,RW32,GIVNO,OO,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MOBA1B,RW32,MOBAB,OO,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ORSI1A,RW14,ORSIT,OO,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,15000, ,   ,    ,   ,OOMK,OO,P,A, , , , ;
STAR:020,5,ORSI1A,RW14,MK462,OO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ORSI1A,RW14,MK313,OO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,ORSI1B,RW32,ORSIT,OO,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,15000, ,   ,    ,   ,OOMK,OO,P,A, , , , ;
STAR:020,5,ORSI1B,RW32,MK461,OO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ORSI1B,RW32,MK464,OO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ORSI1B,RW32,MK203,OO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,ORSI1C,RW32,ORSIT,OO,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,15000, ,   ,    ,   ,OOMK,OO,P,A, , , , ;
STAR:020,5,ORSI1C,RW32,MK462,OO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ORSI1C,RW32,MK463,OO,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ORSI1C,RW32,MK203,OO,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
APPCH:010,A,R14,MK313,MK313,OO,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,15000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R14,MK313,MK312,OO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R14,MK314,MK314,OO,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,15000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R14,MK314,MK312,OO,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R14, ,MK312,OO,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,15000, ,   ,    ,   , , , , , ,B,J,S;
