APPCH:010,A,D14,WOGET,WOGET,OR,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14,WOGET,HOKEM,OR,P,C,E   ,R,   ,AF, ,BSR,OR,D, ,      ,3150,0150,2440,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D14,WOGET,CEPKI,OR,P,C,EE  , ,   ,CF, ,BSR,OR,D, ,      ,3150,0087,1350,0063,+,01900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D14, ,CEPKI,OR,P,C,E  F, ,   ,IF, ,BSR,OR,D, ,      ,3150,0087,    ,    ,+,01900,     ,     , ,   ,    ,   ,BSR,OR,D, , ,0, ,S;
APPCH:030,D,D14, ,ZEGIP,OR,P,C,E  M, ,   ,CF, ,BSR,OR,D, ,      ,3151,0033,1350,0054, ,00175,     ,     , ,   ,-302,   , , , , , ,0, ,S;
APPCH:040,D,D14, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1350,    ,+,00420,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D14, ,BSR,OR,D, ,V   , ,   ,CF, ,BSR,OR,D, ,      ,0000,0000,1350,0025, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D14, ,WOGET,OR,P,C,E   ,R,   ,CF, ,BSR,OR,D, ,      ,2440,0150,2440,0150, ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D14, ,WOGET,OR,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0640,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32,WOGET,WOGET,OR,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32,WOGET,METNE,OR,P,C,E   ,L,   ,AF, ,BSR,OR,D, ,      ,1400,0150,2440,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32,WOGET,CEPOK,OR,P,C,EE  , ,   ,CF, ,BSR,OR,D, ,      ,1400,0050,3200,0100,+,01800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D32, ,CEPOK,OR,P,C,E  F, ,   ,IF, ,BSR,OR,D, ,      ,1400,0050,    ,    ,+,01800,     ,     , ,   ,    ,   ,BSR,OR,D, , ,0, ,S;
APPCH:030,D,D32, ,BSR,OR,D, ,V  M, ,   ,CF, ,BSR,OR,D, ,      ,0000,0000,3200,0050, ,00305,     ,     , ,   ,-283,   , , , , , ,0, ,S;
APPCH:040,D,D32, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3200,    ,+,00420,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D32, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2140,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D32, ,WOGET,OR,P,C,E   , ,   ,CF, ,BSR,OR,D, ,      ,2440,0150,2440,0120, ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D32, ,WOGET,OR,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0640,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I32,WOGET,WOGET,OR,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I32,WOGET,D143O,OR,P,C,E   ,L,   ,AF, ,BSR,OR,D, ,      ,1430,0150,2440,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I32,WOGET, , , , , E  , ,   ,VI, ,IBIA,OR,P,I,      ,    ,    ,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I32, ,JOKOM,OR,P,C,E  I, ,   ,IF, ,IBIA,OR,P,I,      ,1347,0182,    ,    ,J,03000,01900,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I32, ,CIKER,OR,P,C,E  F, ,   ,CF, ,IBIA,OR,P,I,      ,1347,0080,3150,0101,H,01900,01900,     , ,   ,-300,   ,BSR,OR,D, , ,0,D,S;
APPCH:030,I,I32, ,RW32,OR,P,G,G  M, ,   ,CF, ,IBIA,OR,P,I,      ,1347,0024,3150,0057, ,00065,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I32, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3150,    ,+,00500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:045,I,I32, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2140,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I32, ,WOGET,OR,P,C,E   , ,   ,CF, ,BSR,OR,D, ,      ,2440,0150,2440,0120, ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I32, ,WOGET,OR,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0640,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW14 ,     ,      ,00010, ,    , ,   ;N30334316,E047385478,0000;
RWY:RW32 ,     ,      ,00010, ,IBIA,2,   ;N30320791,E047403486,0000;
