SID:010,5,GEST1L,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2660,    ,+,00500,     ,05000, ,   ,    ,   ,BMN,ED,D, , , , , ;
SID:020,5,GEST1L,RW27,DW271,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GEST1L,RW27,DW273,ED,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GEST1L,RW27,DW278,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GEST1L,RW27,DW284,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GEST1L,RW27,GESTO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GEST1Z,RW27,DW270,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00500,     ,05000, ,   ,    ,   ,BMN,ED,D, , , , , ;
SID:020,5,GEST1Z,RW27,DW275,ED,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GEST1Z,RW27,DW284,ED,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GEST1Z,RW27,GESTO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GEST8M,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0860,    ,+,00500,     ,05000, ,   ,    ,   ,BMN,ED,D, , , , , ;
SID:020,5,GEST8M,RW09,HIG,ED,D,B,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GEST8M,RW09,DW098,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GEST8M,RW09,UDADO,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GEST8M,RW09,GESTO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIE2L,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2660,    ,+,00500,     ,05000, ,   ,    ,   ,BMN,ED,D, , , , , ;
SID:020,5,NIE2L,RW27,DW271,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIE2L,RW27,DW273,ED,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NIE2L,RW27,IBDAG,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
