SID:010,2,AKBU1A,RW28B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2820,    ,+,00430,     ,10000, ,   ,    ,   ,BDR,LT,D, , , , , ;
SID:020,2,AKBU1A,RW28B,D279G,LT,P,C,EY  , ,   ,CF, ,BDR,LT,D, ,      ,2790,0070,2790,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AKBU1A,RW28B,BDR,LT,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AKBU1A,RW28B, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,2940,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,AKBU1A,RW28B,AKBUK,LT,E,A,EEC , ,   ,CF, ,BDR,LT,D, ,      ,3248,0168,3240,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,AKBU1B,RW10B,FD282,LT,P,C,EY  , ,   ,CF, ,BDR,LT,D, ,      ,1020,0090,1020,0080, ,     ,     ,10000, ,   ,    ,   ,BDR,LT,D, , , , , ;
SID:030,2,AKBU1B,RW10B,BDR,LT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,204,    ,   , , , , , , , , ;
SID:050,2,AKBU1B,RW10B,AKBUK,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKBU1D,RW10L,FE090,LT,P,C,E   , ,   ,CF, ,BDR,LT,D, ,      ,1016,0087,1020,0066,+,02200,     ,10000, ,   ,    ,   ,BDR,LT,D, , , , , ;
SID:020,5,AKBU1D,RW10L,FE091,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKBU1D,RW10L,FE092,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKBU1D,RW10L,FE093,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKBU1D,RW10L,AKBUK,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AKBU1E,RW28B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2820,    ,+,00430,     ,10000, ,   ,    ,   ,BDR,LT,D, , , , , ;
SID:020,2,AKBU1E,RW28B,D279L,LT,P,C,E   , ,   ,CF, ,BDR,LT,D, ,      ,2790,0120,2790,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AKBU1E,RW28B,D324L,LT,P,C,E   ,R,   ,AF, ,BDR,LT,D, ,      ,3240,0120,2790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,AKBU1E,RW28B,AKBUK,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
