SID:010,2,BL05A,RW05L,D044A,EB,P,C,E   , ,   ,CF, ,BBL,EB,D, ,      ,0444,0013,0470,0010, ,     ,     ,04500, ,   ,    ,   ,BBL,EB,D, , , , , ;
SID:020,2,BL05A,RW05L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BL05A,RW05L, , , , ,    ,L,   ,CR,Y,BBL,EB,D, ,      ,3270,    ,2440,    ,+,03600,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,BL05A,RW05L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BL05A,RW05L,ERPUD,EB,E,A,EE  , ,   ,CF, ,BBL,EB,D, ,      ,2435,0175,1950,0070,B,FL230,FL160,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BL05B,RW05L,D044A,EB,P,C,E   , ,   ,CF, ,BBL,EB,D, ,      ,0444,0013,0470,0010, ,     ,     ,04500, ,   ,    ,   ,BBL,EB,D, , , , , ;
SID:020,2,BL05B,RW05L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BL05B,RW05L, , , , ,    ,L,   ,CR,Y,BBL,EB,D, ,      ,3270,    ,2440,    ,+,03600,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,BL05B,RW05L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BL05B,RW05L,D288J,EB,P,C,E  H, ,   ,CF, ,BBL,EB,D, ,      ,2880,0100,2880,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BL05B,RW05L,D288T,EB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BL23F,RW23R,D227F,EB,P,C,E   , ,   ,CF, ,BBL,EB,D, ,      ,2270,0063,2270,0060, ,     ,     ,04500, ,   ,    ,   ,BBL,EB,D, , , , , ;
SID:020,2,BL23F,RW23R,D227I,EB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BL23F,RW23R,D240I,EB,P,C,E   ,R,   ,AF, ,BBL,EB,D, ,      ,2400,0090,2270,    ,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BL23F,RW23R,D270I,EB,P,C,E   ,R,   ,AF, ,BBL,EB,D, ,      ,2700,0090,2400,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BL23F,RW23R,D288T,EB,P,C,EE  , ,   ,CF, ,BBL,EB,D, ,      ,2880,0200,2880,0130, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HPM05A,RW05L,D044A,EB,P,C,E   , ,   ,CF, ,BBL,EB,D, ,      ,0444,0013,0470,0010, ,     ,     ,04500, ,   ,    ,   ,BBL,EB,D, , , , , ;
SID:020,2,HPM05A,RW05L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HPM05A,RW05L, , , , ,    ,L,   ,CR,Y,BBL,EB,D, ,      ,3270,    ,2440,    ,+,04500,     ,     ,-,300,    ,   , , , , , , , , ;
SID:040,2,HPM05A,RW05L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,HPM05A,RW05L,ERPUD,EB,E,A,EE  , ,   ,CF, ,BBL,EB,D, ,      ,2435,0175,1950,0070,B,FL230,FL160,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HPM05B,RW05L,D044A,EB,P,C,E   , ,   ,CF, ,BBL,EB,D, ,      ,0444,0013,0470,0010, ,     ,     ,04500, ,   ,    ,   ,BBL,EB,D, , , , , ;
SID:020,2,HPM05B,RW05L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HPM05B,RW05L, , , , ,    ,L,   ,CR,Y,BBL,EB,D, ,      ,3270,    ,2440,    ,+,04500,     ,     ,-,300,    ,   , , , , , , , , ;
SID:040,2,HPM05B,RW05L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,HPM05B,RW05L,D288J,EB,P,C,E  H, ,   ,CF, ,BBL,EB,D, ,      ,2880,0100,2880,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,HPM05B,RW05L,D288T,EB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HPM05C,RW05L,D044A,EB,P,C,EY  , ,   ,CF, ,BBL,EB,D, ,      ,0444,0013,0470,0010, ,     ,     ,04500, ,   ,    ,   ,BBL,EB,D, , , , , ;
SID:020,2,HPM05C,RW05L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HPM05C,RW05L, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,HPM05C,RW05L,D176L,EB,P,C,E   , ,   ,CF, ,BBL,EB,D, ,      ,1765,0120,1760,0050,B,FL080,FL070,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,HPM05C,RW05L,ULTAV,EB,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HPM05E,RW05L,D044A,EB,P,C,E   , ,   ,CF, ,BBL,EB,D, ,      ,0444,0013,0470,0010, ,     ,     ,04500, ,   ,    ,   ,BBL,EB,D, , , , , ;
SID:020,2,HPM05E,RW05L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HPM05E,RW05L, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2440,    , ,     ,     ,     ,-,300,    ,   , , , , , , , , ;
SID:040,2,HPM05E,RW05L,D288J,EB,P,C,E  H, ,   ,CF, ,BBL,EB,D, ,      ,2880,0100,2880,0040,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,HPM05E,RW05L,D288T,EB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
