SID:010,5,AKDI1S,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2090,    ,+,01600,     ,03500, ,   ,    ,   ,POT,DN,D, , , , , ;
SID:015,5,AKDI1S,RW21,PO420,DN,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AKDI1S,RW21,PO433,DN,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,AKDI1S,RW21,AKDIT,DN,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKDI2S,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0290,    ,+,03200,     ,03500, ,   ,    ,   ,POT,DN,D, , , , , ;
SID:015,5,AKDI2S,RW03,PITVU,DN,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AKDI2S,RW03,AKDIT,DN,P,C,EE  ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ETVU1S,RW21,PO420,DN,P,C,E   , ,   ,CF, ,POT,DN,D, ,      ,2093,0127,2090,0120,+,04800,     ,03500, ,   ,    ,   ,POT,DN,D, , , , , ;
SID:020,5,ETVU1S,RW21,PO424,DN,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL065,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,ETVU1S,RW21,PO426,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ETVU1S,RW21,PO428,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ETVU1S,RW21,ETVUN,DN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ETVU2S,RW03,PITVU,DN,P,C,E   , ,   ,CF, ,POT,DN,D, ,      ,0293,0147,0290,0160,+,FL070,     ,03500, ,   ,    ,   ,POT,DN,D, , , , , ;
SID:020,5,ETVU2S,RW03,PO428,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ETVU2S,RW03,ETVUN,DN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ARAG1R,RW21,ARAGU,DN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,POT,DN,D, , , , , ;
STAR:030,5,ARAG1R,RW21,PO431,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL117,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ARAG1R,RW21,PO422,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ARAG1R,RW21,GAMEP,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,ARAG1R,RW21,BINIM,DN,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,ARAG2R,RW03,ARAGU,DN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,POT,DN,D, , , , , ;
STAR:040,5,ARAG2R,RW03,PO435,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ARAG2R,RW03,AMKIX,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04600,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,ARAG2R,RW03,RUMKU,DN,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,BORM1R,RW21,BORMO,DN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,POT,DN,D, , , , , ;
STAR:020,5,BORM1R,RW21,PO440,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BORM1R,RW21,PITVU,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,BORM1R,RW21,BINIM,DN,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,ODRE1R,RW21,ODRED,DN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,POT,DN,D, , , , , ;
STAR:020,5,ODRE1R,RW21,PO437,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:025,5,ODRE1R,RW21,PO439,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ODRE1R,RW21,IPUKA,DN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ODRE1R,RW21,BINIM,DN,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,210,    ,   , , , , , , , , ;
APPCH:010,A,D03,GAMGO,GAMGO,DN,P,C,E CH, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,05000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D03,GAMGO,POT,DN,D, ,V   , ,   ,CF, ,POT,DN,D, ,      ,0000,0000,2090,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D03,GAMGO,D209L,DN,P,C,E   , ,   ,CF, ,POT,DN,D, ,      ,2090,0120,2090,0120,+,01720,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D03,GAMGO,D209L,DN,P,C,EY  , ,   ,FC, ,POT,DN,D, ,      ,2090,0120,2540,0035, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D03,GAMGO,FD03,DN,P,C,EE  ,L,   ,CF,Y,POT,DN,D, ,      ,2090,0072,0290,0090,+,01720,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D03, ,FD03,DN,P,C,E  F, ,   ,IF, ,POT,DN,D, ,      ,2090,0072,    ,    ,+,01720,     ,05000, ,   ,    ,   ,POT,DN,D, , ,0, ,S;
APPCH:030,D,D03, ,RW03,DN,P,G,G  M, ,   ,CF, ,POT,DN,D, ,      ,2093,0022,0290,0050, ,00136,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D03, ,POT,DN,D, ,V M , ,   ,CF, ,POT,DN,D, ,      ,0000,0000,0290,0022,-,01000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D03, ,D342M,DN,P,C,EYC , ,   ,CF, ,POT,DN,D, ,      ,3420,0130,3420,0130, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D03, , , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1490,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D03, ,GAMGO,DN,P,C,E C , ,   ,CF, ,POT,DN,D, ,      ,0292,0050,2090,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:080,D,D03, ,GAMGO,DN,P,C,EECH,R,   ,HM, , , , , ,      ,    ,    ,2090,T010,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D21,GAMGO,GAMGO,DN,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,05000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21,GAMGO,GAMGO,DN,P,C,EE H,R,   ,HF, , , , , ,      ,    ,    ,2090,0090,+,01730,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D21, ,GAMGO,DN,P,C,E  F, ,   ,IF, ,POT,DN,D, ,      ,0292,0050,    ,    ,+,01730,     ,05000, ,   ,    ,   ,POT,DN,D, , ,0, ,S;
APPCH:030,D,D21, ,POT,DN,D, ,V  M, ,   ,CF, ,POT,DN,D, ,      ,0000,0000,2090,0050, ,00331,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D21, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2090,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D21, ,GAMGO,DN,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D21, ,GAMGO,DN,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2090,T010,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I21,GAMGO,GAMGO,DN,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,05000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I21,GAMGO,GAMGO,DN,P,C,EE H,R,   ,HF, , , , , ,      ,    ,    ,2090,0090,+,01730,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I21, ,CI21,DN,P,C,E  I, ,   ,IF, ,IPC,DN,P,I,      ,0292,0094,    ,    ,J,01730,01730,05000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I21, ,GAMGO,DN,P,C,E  F, ,   ,CF, ,IPC,DN,P,I,      ,0292,0074,2090,0020,H,01730,01730,     , ,   ,-300,   ,POT,DN,D, , ,0,D,S;
APPCH:030,I,I21, ,RW21,DN,P,G,G  M, ,   ,CF, ,IPC,DN,P,I,      ,0293,0018,2090,0056, ,00141,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I21, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2090,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I21, ,GAMGO,DN,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I21, ,GAMGO,DN,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2090,T010,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R03,AMKIX,AMKIX,DN,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,05000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R03,AMKIX,RUMKU,DN,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R03, ,RUMKU,DN,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,05000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,R,R03, ,PO300,DN,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0590,0060, ,01780,     ,     ,-,200,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R03, ,RW03,DN,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0290,0050, ,00136,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R03, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,0290,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R03, ,AMKIX,DN,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R03, ,AMKIX,DN,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,1290,T010,+,02500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R21,GAMEP,GAMEP,DN,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,05000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R21,GAMEP,BINIM,DN,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R21,IPUKA,IPUKA,DN,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,05000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R21,IPUKA,BINIM,DN,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R21,PITVU,PITVU,DN,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,05000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R21,PITVU,BINIM,DN,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R21, ,BINIM,DN,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,05000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,R,R21, ,PO400,DN,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2090,0050, ,01500,     ,     ,-,200,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R21, ,RW21,DN,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2090,0043, ,00141,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R21, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,2090,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R21, ,GAMEP,DN,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R21, ,GAMEP,DN,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,1190,T010,+,02500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
RWY:RW03 ,+0051,      ,00086, ,    , ,   ;N05001265,E006563527,0000;
RWY:RW21 ,-0051,      ,00091, ,IPC ,1,   ;N05013866,E006572137,0000;
