APPCH:010,A,R12-Y,OBNIP,OBNIP,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,W,S;
APPCH:020,A,R12-Y,OBNIP,UDLUT,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,200,    ,   , , , , , ,A,W,S;
APPCH:010,A,R12-Y,OMPEB,OMPEB,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,W,S;
APPCH:020,A,R12-Y,OMPEB,UDLUT,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,200,    ,   , , , , , ,A,W,S;
APPCH:010,R,R12-Y, ,UDLUT,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000,-,200,    ,   , , , , , ,A,W,S;
APPCH:020,R,R12-Y, ,AGBIG,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,123T,0050,+,02300,     ,     , ,   ,    ,   ,RW12,CY,P,G, ,A,W,S;
PRDAT:A,       LPV, ,          , ,          , ,   , ,   , ,   , ,   ,W,S;
APPCH:030,R,R12-Y, ,RW12,CY,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,124T,0051, ,00613,     ,     , ,   ,-310,   , , , , , ,A,W,S;
APPCH:040,R,R12-Y, , , , , ,  M , ,010,VA, , , , , ,      ,    ,    ,124T,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,A,W,S;
APPCH:050,R,R12-Y, ,USBIK,CY,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,04200,     ,     ,-,200,    ,   , , , , , ,A,W,S;
APPCH:060,R,R12-Y, ,USBIK,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,163T,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,A,W,S;
APPCH:010,A,R12-Z,OBNIP,OBNIP,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12-Z,OBNIP,UDLUT,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,200,    ,   , , , , , ,B,J,S;
APPCH:010,A,R12-Z,OMPEB,OMPEB,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12-Z,OMPEB,UDLUT,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,200,    ,   , , , , , ,B,J,S;
APPCH:010,R,R12-Z, ,UDLUT,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,18000,-,200,    ,   , , , , , ,B,J,S;
APPCH:020,R,R12-Z, ,AGBIG,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,123T,0050,+,02300,     ,     , ,   ,    ,   ,KEKLI,CY,P,C, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R12-Z, ,KEKLI,CY,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,124T,0036, ,01107,     ,     , ,   ,-310,   , , , , , ,B,J,S;
APPCH:040,R,R12-Z, ,USBIK,CY,P,C,EYM , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,04200,     ,     ,-,200,    ,   , , , , , ,B,J,S;
