SID:010,5,CUGL1A,RW01,PA101,EY,P,C,EY  , ,   ,CF, ,KLP,EY,D, ,      ,3401,0186,0070,0020, ,     ,     ,05000, ,   ,    ,   ,EYPA,EY,P,A, , , , ;
SID:020,5,CUGL1A,RW01,PA104,EY,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,CUGL1A,RW01,PA105,EY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CUGL1A,RW01,CUGLA,EY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CUGL1D,RW19,PA201,EY,P,C,EY  , ,   ,CF, ,KLP,EY,D, ,      ,3251,0126,1870,0040, ,     ,     ,05000,-,230,    ,   ,EYPA,EY,P,A, , , , ;
SID:020,5,CUGL1D,RW19,PA205,EY,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CUGL1D,RW19,CUGLA,EY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MANU1A,RW01,D007D,EY,P,C,EY  , ,   ,CF, ,KLP,EY,D, ,      ,3406,0189,0070,0030,+,01000,     ,05000, ,   ,    ,   ,PN,EY,P,N, , , , ;
SID:020,2,MANU1A,RW01, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1610,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,MANU1A,RW01,MANUX,EY,E,A,EE  , ,   ,CF, ,KLP,EY,D, ,      ,0887,0270,1120,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MANU1B,RW19,D187D,EY,P,C,EY  , ,   ,CF, ,KLP,EY,D, ,      ,3237,0123,1870,0050,+,01800,     ,05000, ,   ,    ,   ,PN,EY,P,N, , , , ;
SID:020,2,MANU1B,RW19, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0710,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,MANU1B,RW19,MANUX,EY,E,A,EE  , ,   ,CF, ,KLP,EY,D, ,      ,0887,0270,1120,0280, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TIRI1A,RW01,D007C,EY,P,C,EY  , ,   ,CF, ,KLP,EY,D, ,      ,3392,0180,0070,0020,+,00600,     ,05000, ,   ,    ,   ,PN,EY,P,N, , , , ;
SID:020,2,TIRI1A,RW01, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2490,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,TIRI1A,RW01,TIRIN,EY,E,A,EEC , ,   ,CF, ,KLP,EY,D, ,      ,3158,0270,2940,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TIRI1B,RW19,D187D,EY,P,C,EY  , ,   ,CF, ,KLP,EY,D, ,      ,3237,0123,1870,0050,+,01800,     ,05000, ,   ,    ,   ,PN,EY,P,N, , , , ;
SID:030,2,TIRI1B,RW19, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3390,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,TIRI1B,RW19,TIRIN,EY,E,A,EEC , ,   ,CF, ,KLP,EY,D, ,      ,3158,0270,2940,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TIRI1C,RW01,PA101,EY,P,C,EY  , ,   ,CF, ,KLP,EY,D, ,      ,3401,0186,0070,0020, ,     ,     ,05000, ,   ,    ,   ,EYPA,EY,P,A, , , , ;
SID:020,5,TIRI1C,RW01,PA104,EY,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,TIRI1C,RW01,PA105,EY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TIRI1C,RW01,TIRIN,EY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TIRI1D,RW19,PA201,EY,P,C,EY  , ,   ,CF, ,KLP,EY,D, ,      ,3251,0126,1870,0040, ,     ,     ,05000,-,230,    ,   ,EYPA,EY,P,A, , , , ;
SID:020,5,TIRI1D,RW19,PA205,EY,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TIRI1D,RW19,TIRIN,EY,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
