SID:020,5,OKTI1B,RW02,BL001,FA,P,C,E   , ,   ,CF, ,MZV,FX,D, ,      ,3157,0715,0230,0050, ,     ,     ,08000, ,   ,    ,   ,FABL,FA,P,A, , , , ;
SID:030,5,OKTI1B,RW02,OKTIG,FA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,UTON1A,RW02,UTONU,FA,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   ,FABL,FA,P,A, , , , ;
STAR:015,5,UTON1A,RW02,D112O,FA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,250,    ,   , , , , , , , , ;
STAR:020,5,UTON1A,RW02,IBMAD,FA,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,230,    ,   , , , , , , , , ;
APPCH:010,A,D02,BLV,BLV,FA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02,BLV,BLV,FA,D, ,V   ,R,   ,PI, ,BLV,FA,D, ,      ,0000,0000,1510,0100,+,06500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D02,BLV,CD02,FA,P,C,EE  , ,   ,CF, ,BLV,FA,D, ,      ,1960,0080,0160,0020,+,06500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D02, ,CD02,FA,P,C,E  I, ,   ,IF, ,BLV,FA,D, ,      ,1960,0080,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D02, ,FD02,FA,P,C,E  F, ,   ,CF, ,BLV,FA,D, ,      ,1960,0043,0160,0037,+,05560,     ,     , ,   ,    ,   ,BLV,FA,D, , ,0, ,S;
APPCH:030,D,D02, ,RW02,FA,P,G,G  M, ,   ,CF, ,BLV,FA,D, ,      ,1835,0003,0160,0040, ,04463,     ,     , ,   ,-250,   , , , , , ,0, ,S;
APPCH:040,D,D02, ,BLV,FA,D, ,VYM , ,   ,CF, ,BLV,FA,D, ,      ,0000,0000,0160,0003, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D02, ,BLV,FA,D, ,V   , ,   ,FA, ,BLV,FA,D, ,      ,0000,0000,0160,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D02, ,BLV,FA,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D20,BLV1,BLV,FA,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D20,BLV1,BLV,FA,D, ,VE H,L,   ,HF, , , , , ,      ,    ,    ,2060,0080,+,06500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D20,BLV2,BLV,FA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D20,BLV2,BLV,FA,D, ,V   ,L,   ,PI, ,BLV,FA,D, ,      ,0000,0000,0710,0100,+,06500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D20,BLV2,FD20,FA,P,C,EE  , ,   ,CF, ,BLV,FA,D, ,      ,0260,0080,2060,0020,+,06500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D20, ,FD20,FA,P,C,E  F, ,   ,IF, ,BLV,FA,D, ,      ,0260,0080,    ,    ,+,06500,     ,     , ,   ,    ,   ,BLV,FA,D, , ,0, ,S;
APPCH:030,D,D20, ,MD20,FA,P,C,E  M, ,   ,CF, ,BLV,FA,D, ,      ,0260,0029,2060,0051, ,05000,     ,     , ,   ,-280,   , , , , , ,0, ,S;
APPCH:040,D,D20, ,BLV,FA,D, ,V M , ,   ,CF, ,BLV,FA,D, ,      ,0000,0000,2060,0029, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:045,D,D20, ,BLV,FA,D, ,V   , ,   ,FD, ,BLV,FA,D, ,      ,0000,0000,2060,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D20, ,BLV,FA,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R02,EGPID,EGPID,FA,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R02,EGPID,BL1T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R02,IBMAD,IBMAD,FA,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL095,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R02,IBMAD,BL1T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R02,UNRIM,UNRIM,FA,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R02,UNRIM,BL1T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R02, ,BL1T1,FA,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07200,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,R,R02, ,BL1F1,FA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0240,0050,+,06100,     ,     ,-,185,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R02, ,RW02,FA,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0240,0051, ,04463,     ,     ,-,185,-300,   , , , , , ,B,J,S;
APPCH:040,R,R02, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,0240,    ,+,06500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:050,R,R02, ,IBMAD,FA,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL085,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:060,R,R02, ,IBMAD,FA,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,2940,T010, ,FL085,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R20,DUGSO,DUGSO,FA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R20,DUGSO,BL2T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R20,IMGUR,IMGUR,FA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R20,IMGUR,BL2T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R20,UNLOD,UNLOD,FA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R20,UNLOD,BL2T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,R,R20, ,BL2T1,FA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R20, ,BL2F1,FA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2020,0050,+,06000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R20, ,BL2MP,FA,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2030,0048, ,04471,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R20, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,2030,    ,+,06500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R20, ,UNLOD,FA,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:060,R,R20, ,UNLOD,FA,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,2920,T010,+,08000,     ,     ,-,230,    ,   , , , , , ,B,J,S;
RWY:RW02 ,     ,      ,04413, ,    , ,   ;S29061828,E026180838,0000;
RWY:RW12 ,     ,      ,04457, ,    , ,   ;S29052242,E026170749,0000;
RWY:RW20 ,     ,      ,04421, ,    , ,   ;S29045504,E026180897,0000;
RWY:RW30 ,     ,      ,04413, ,    , ,   ;S29053706,E026182689,0000;
