SID:010,2,ELOK2A,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,01980,     ,05000, ,   ,    ,   ,ZAL,OI,D,B, , , , ;
SID:020,2,ELOK2A,RW34, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ELOK2A,RW34,ZAL,OI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ELOK2A,RW34,ELOKA,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ELOK2B,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,01980,     ,05000, ,   ,    ,   ,ZAL,OI,D,B, , , , ;
SID:020,2,ELOK2B,RW16, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ELOK2B,RW16,ZAL,OI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ELOK2B,RW16,ELOKA,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ELOK2C,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,01980,     ,05000, ,   ,    ,   ,ZAL,OI,D, , , , , ;
SID:020,2,ELOK2C,RW34, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ELOK2C,RW34,ZAL,OI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ELOK2C,RW34,ELOKA,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ELOK2D,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,01980,     ,05000, ,   ,    ,   ,ZAL,OI,D, , , , , ;
SID:020,2,ELOK2D,RW16, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ELOK2D,RW16,ZAL,OI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ELOK2D,RW16,ELOKA,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ELOK1N,ALL,ELOKA,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,ZAL,OI,D, , , , , ;
STAR:020,2,ELOK1N,ALL,ZAL35,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ELOK1N,ALL,ZAL,OI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ELOK1P,RW34,ELOKA,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,ZAL,OI,D, , , , , ;
STAR:020,2,ELOK1P,RW34,ZA35A,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ELOK1P,RW34,D200L,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ELOK1Q,RW16,ELOKA,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,ZAL,OI,D, , , , , ;
STAR:020,2,ELOK1Q,RW16,ZA35B,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ELOK1Q,RW16,D310L,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D16-Z,D310L,D310L,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D16-Z,D310L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1300,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D16-Z,D310L,CF16Z,OI,P,C,EE B,R,   ,AF, ,ZAL,OI,D, ,      ,3500,0110,3100,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D16-Z, ,CF16Z,OI,P,C,E  I, ,   ,IF, ,ZAL,OI,D, ,      ,3500,0110,    ,    ,+,02900,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D16-Z, ,FF16Z,OI,P,C,E  F, ,   ,CF, ,ZAL,OI,D, ,      ,3500,0060,1700,0050,+,02900,     ,     , ,   ,    ,   ,ZAL,OI,D, , ,0, ,S;
APPCH:030,D,D16-Z, ,MA16Z,OI,P,C,E  M, ,   ,CF, ,ZAL,OI,D, ,      ,3500,0015,1700,0045, ,01817,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D16-Z, ,ZAL,OI,D, ,V M , ,   ,CF, ,ZAL,OI,D, ,      ,0000,0000,1700,0015, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D16-Z, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3400,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D16-Z, ,D310L,OI,P,C,E   , ,   ,CF, ,ZAL,OI,D, ,      ,3100,0120,3100,0050, ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D16-Z, ,D310L,OI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1300,T010,+,04000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,D34-Z,D200L,D200L,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D34-Z,D200L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0200,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D34-Z,D200L,CF34Z,OI,P,C,EE B,L,   ,AF, ,ZAL,OI,D, ,      ,1600,0110,2000,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D34-Z, ,CF34Z,OI,P,C,E  I, ,   ,IF, ,ZAL,OI,D, ,      ,1600,0110,    ,    ,+,02900,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D34-Z, ,FF34Z,OI,P,C,E  F, ,   ,CF, ,ZAL,OI,D, ,      ,1600,0060,3400,0050,+,02900,     ,     , ,   ,    ,   ,ZAL,OI,D, , ,0, ,S;
APPCH:030,D,D34-Z, ,MA34Z,OI,P,C,E  M, ,   ,CF, ,ZAL,OI,D, ,      ,1600,0015,3400,0045, ,01867,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D34-Z, ,ZAL,OI,D, ,V M , ,   ,CF, ,ZAL,OI,D, ,      ,0000,0000,3400,0015, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D34-Z, , , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D34-Z, ,D200L,OI,P,C,E   , ,   ,CF, ,ZAL,OI,D, ,      ,2000,0120,2000,0050, ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D34-Z, ,D200L,OI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0200,T010,+,04000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,N34,ZAL1,ZAL,OI,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N34,ZAL1,ZAL,OI,D,B,EY  , ,   ,FC, ,ZAL,OI,D, ,      ,3193,0002,1300,0046, ,02500,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:030,A,N34,ZAL1,FN34,OI,P,C,EE  ,R,   ,CF,Y,ZAL,OI,D, ,      ,1586,0048,3380,0010, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N34,ZAL2,ZAL,OI,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N34,ZAL2,ZAL,OI,D,B,EY  , ,   ,FC, ,ZAL,OI,D, ,      ,3193,0002,1400,0047, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N34,ZAL2,FN34,OI,P,C,EE  ,R,   ,CF,Y,ZAL,OI,D, ,      ,1586,0048,3380,0010, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N34, ,FN34,OI,P,C,E  F, ,   ,IF, ,ZAL,OI,D,B,      ,    ,    ,    ,    , ,02500,     ,07000, ,   ,    ,   ,ZAL,OI,D, , ,0, ,S;
APPCH:030,N,N34, ,RW34,OI,P,G,G  M, ,   ,CF, ,ZAL,OI,D,B,      ,    ,    ,3380,0040, ,01627,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N34, ,ZAL,OI,D,B,EYM , ,   ,CF, ,ZAL,OI,D, ,      ,3193,0002,3380,0009, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N34, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3380,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N34, ,ZAL,OI,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N34, ,ZAL,OI,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,1300,T010,+,03500,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,S16-Y,ZAL1,ZAL,OI,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S16-Y,ZAL1,ZAL,OI,D, ,VY  , ,   ,FC, ,ZAL,OI,D, ,      ,0000,0000,3170,0053, ,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S16-Y,ZAL1,FF16Y,OI,P,C,EE  ,R,   ,CF,Y,ZAL,OI,D, ,      ,3500,0049,1700,0010, ,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S16-Y,ZAL2,ZAL,OI,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S16-Y,ZAL2,ZAL,OI,D, ,VY  , ,   ,FC, ,ZAL,OI,D, ,      ,0000,0000,3350,0058, ,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S16-Y,ZAL2,FF16Y,OI,P,C,EE  ,R,   ,CF,Y,ZAL,OI,D, ,      ,3500,0049,1700,0020, ,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S16-Y, ,FF16Y,OI,P,C,E  F, ,   ,IF, ,ZAL,OI,D, ,      ,3500,0049,    ,    , ,02600,     ,07000, ,   ,    ,   ,ZAL,OI,D, , ,0, ,S;
APPCH:030,S,S16-Y, ,RW16,OI,P,G,G  M, ,   ,CF, ,ZAL,OI,D, ,      ,3526,0009,1700,0040, ,01621,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S16-Y, ,ZAL,OI,D, ,VYM , ,   ,CF, ,ZAL,OI,D, ,      ,0000,0000,1700,0009, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S16-Y, ,ZAL,OI,D, ,V   , ,   ,FA, ,ZAL,OI,D, ,      ,0000,0000,1400,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S16-Y, ,ZAL,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S16-Y, ,ZAL,OI,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,3330,T010,+,04000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,S34-Y,ZAL1,ZAL,OI,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S34-Y,ZAL1,ZAL,OI,D, ,VY  , ,   ,FC, ,ZAL,OI,D, ,      ,0000,0000,1270,0053, ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S34-Y,ZAL1,FF34Y,OI,P,C,EE  ,R,   ,CF,Y,ZAL,OI,D, ,      ,1600,0051,3400,0010, ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S34-Y,ZAL2,ZAL,OI,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S34-Y,ZAL2,ZAL,OI,D, ,VY  , ,   ,FC, ,ZAL,OI,D, ,      ,0000,0000,1450,0058, ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S34-Y,ZAL2,FF34Y,OI,P,C,EE  ,R,   ,CF,Y,ZAL,OI,D, ,      ,1600,0051,3400,0020, ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S34-Y, ,FF34Y,OI,P,C,E  F, ,   ,IF, ,ZAL,OI,D, ,      ,1600,0051,    ,    , ,03000,     ,07000, ,   ,    ,   ,ZAL,OI,D, , ,0, ,S;
APPCH:030,S,S34-Y, ,RW34,OI,P,G,G  M, ,   ,CF, ,ZAL,OI,D, ,      ,1534,0008,3400,0043, ,01627,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S34-Y, ,ZAL,OI,D, ,VYM , ,   ,CF, ,ZAL,OI,D, ,      ,0000,0000,3400,0008, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S34-Y, ,ZAL,OI,D, ,V   , ,   ,FA, ,ZAL,OI,D, ,      ,0000,0000,3400,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S34-Y, ,ZAL,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S34-Y, ,ZAL,OI,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1450,T010,+,04000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
RWY:RW16 ,     ,      ,01571, ,    , ,   ;N31063716,E061322587,0000;
RWY:RW34 ,     ,      ,01577, ,    , ,   ;N31050228,E061325172,0000;
