SID:010,5,EMGA3A,RW01,WW017,UU,P,C,E   , ,   ,CF, ,WNK,UU,D, ,      ,0139,0059,0120,0050, ,     ,     ,10000,-,205,    ,   ,UUWW,UU,P,A, , , , ;
SID:020,5,EMGA3A,RW01,WW018,UU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,220,    ,   , , , , , , , , ;
SID:030,5,EMGA3A,RW01,WW019,UU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,240,    ,   , , , , , , , , ;
SID:040,5,EMGA3A,RW01,WW014,UU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,240,    ,   , , , , , , , , ;
SID:050,5,EMGA3A,RW01,REMLI,UU,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,250,    ,   , , , , , , , , ;
SID:060,5,EMGA3A,RW01,SOMAG,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,250,    ,   , , , , , , , , ;
SID:070,5,EMGA3A,RW01,OFIRA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL150,FL130,     , ,270,    ,   , , , , , , , , ;
SID:080,5,EMGA3A,RW01,RIREN,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,270,    ,   , , , , , , , , ;
SID:090,5,EMGA3A,RW01,LAZIT,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL210,FL170,     , ,270,    ,   , , , , , , , , ;
SID:100,5,EMGA3A,RW01,EMGAS,UU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EMGA3B,RW06,WW063,UU,P,C,E   , ,   ,CF, ,WNK,UU,D, ,      ,0563,0054,0570,0050, ,     ,     ,10000,-,220,    ,   ,UUWW,UU,P,A, , , , ;
SID:015,5,EMGA3B,RW06,WW019,UU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,240,    ,   , , , , , , , , ;
SID:020,5,EMGA3B,RW06,WW014,UU,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,240,    ,   , , , , , , , , ;
SID:030,5,EMGA3B,RW06,REMLI,UU,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,250,    ,   , , , , , , , , ;
SID:040,5,EMGA3B,RW06,SOMAG,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,250,    ,   , , , , , , , , ;
SID:050,5,EMGA3B,RW06,OFIRA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL150,FL130,     , ,270,    ,   , , , , , , , , ;
SID:060,5,EMGA3B,RW06,RIREN,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,270,    ,   , , , , , , , , ;
SID:070,5,EMGA3B,RW06,LAZIT,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL210,FL170,     , ,270,    ,   , , , , , , , , ;
SID:080,5,EMGA3B,RW06,EMGAS,UU,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EMGA3C,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1920,    ,+,01090,     ,10000, ,   ,    ,   ,UUWW,UU,P,A, , , , ;
SID:020,5,EMGA3C,RW19,WW191,UU,P,C,E   , ,   ,CF, ,WNK,UU,D, ,      ,2041,0031,2070,0030, ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,EMGA3C,RW19,WW192,UU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,220,    ,   , , , , , , , , ;
SID:040,5,EMGA3C,RW19,WW058,UU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,09000,08000,     , ,250,    ,   , , , , , , , , ;
SID:050,5,EMGA3C,RW19,RORUK,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EMGA3C,RW19,SOMAG,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,250,    ,   , , , , , , , , ;
SID:070,5,EMGA3C,RW19,OFIRA,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL150,FL130,     , ,270,    ,   , , , , , , , , ;
SID:080,5,EMGA3C,RW19,RIREN,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,270,    ,   , , , , , , , , ;
SID:090,5,EMGA3C,RW19,LAZIT,UU,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL210,FL170,     , ,270,    ,   , , , , , , , , ;
