APPCH:010,A,R13,IMEXO,IMEXO,CY,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,1290,0060,+,02000,     ,18000,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13,TOTAS,TOTAS,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13,TOTAS,IMEXO,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13,UBVON,UBVON,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13,UBVON,IMEXO,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R13, ,IMEXO,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R13, ,OTVUK,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1290,0060,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R13, ,RW13,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1290,0043, ,00645,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R13, ,TULEL,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02300,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R13, ,TULEL,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,1290,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,ALVAK,ALVAK,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R31,ALVAK,DUTOX,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,DUTOX,DUTOX,CY,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,3090,0060,+,02400,     ,18000,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,ILARO,ILARO,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R31,ILARO,DUTOX,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R31, ,DUTOX,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R31, ,PUVUL,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3090,0060,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R31, ,RW31,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3090,0041, ,00691,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R31, ,SATAB,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R31, ,SATAB,CY,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,3090,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,S13,YGL,YGL,CY,D, ,V  A,R,   ,PI, ,YGL,CY,D, ,      ,0000,0000,2720,0100,+,02000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S13,YGL,FS13,CY,P,C,EE  , ,   ,CF, ,YGL,CY,D, ,      ,3170,0044,1370,0056,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S13, ,FS13,CY,P,C,E  F, ,   ,IF, ,YGL,CY,D, ,      ,3170,0044,    ,    ,+,02000,     ,18000, ,   ,    ,   ,YGL,CY,D, , ,0, ,S;
APPCH:030,S,S13, ,RW13,CY,P,G,GY M, ,   ,CF, ,YGL,CY,D, ,      ,0003,0002,1370,0043, ,00645,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S13, ,YGL,CY,D, ,VYM , ,   ,CF, ,YGL,CY,D, ,      ,0000,0000,1370,0002, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S13, ,YGL,CY,D, ,V   , ,   ,FA, ,YGL,CY,D, ,      ,0000,0000,1370,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S13, ,YGL,CY,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S13, ,YGL,CY,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1370,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,0, ,S;
