SID:010,1,OMNI,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1160,    ,+,04500,     ,08000, ,   ,    ,   ,SBJH,SB,P,A, , , , ;
SID:020,1,OMNI,RW12, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1160,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2960,    ,+,03500,     ,08000, ,   ,    ,   ,SBJH,SB,P,A, , , , ;
SID:020,1,OMNI,RW30, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2960,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,NURS1A,BUXUK,BUXUK,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBJH,SB,P,A, , , , ;
STAR:020,4,NURS1A,BUXUK,NURSE,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,NURS1A,IBDAL,IBDAL,SB,E,A,E CH, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBJH,SB,P,A, , , , ;
STAR:020,4,NURS1A,IBDAL,MANLO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL260,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,NURS1A,IBDAL,UKDAN,SB,E,A,E  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,NURS1A,IBDAL,JH028,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,NURS1A,IBDAL,JH029,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,NURS1A,IBDAL,NURSE,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,NURS1A,RW12,NURSE,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   ,SBJH,SB,P,A, , , , ;
STAR:020,5,NURS1A,RW12,JH032,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,NURS1A,RW12,JH003,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,05500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ORES2C,ENTIT,ENTIT,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL270,     ,     , ,   ,    ,   ,SBJH,SB,P,A, , , , ;
STAR:020,4,ORES2C,ENTIT,OTAGA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,ORES2C,ENTIT,NEKIG,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,ORES2C,ENTIT,MAVKA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,ORES2C,ENTIT,EVMOL,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,ORES2C,ENTIT,ORESU,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL170,FL130,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ORES2C,UTLOT,UTLOT,SB,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SBJH,SB,P,A, , , , ;
STAR:020,4,ORES2C,UTLOT,RUSTE,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL240,FL200,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,ORES2C,UTLOT,ORESU,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL170,FL130,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ORES2C,RW12,ORESU,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL170,FL130,     , ,   ,    ,   ,SBJH,SB,P,A, , , , ;
STAR:020,5,ORES2C,RW12,PRUMO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ORES2C,RW12,JH033,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL100,FL090,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ORES2C,RW12,JH034,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ORES2C,RW12,JH004,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,05500,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R12-X,JH003,JH003,SB,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,05500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12-X,JH003,JH036,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R12-X,JH004,JH004,SB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,05500,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R12-X,JH004,JH036,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R12-X, ,JH036,SB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R12-X, ,JH001,SB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1160,0057,+,03870,     ,     , ,   ,    ,   ,SBJH,SB,P,A, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R12-X, ,JH006,SB,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1160,0020,+,03234,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:030,R,R12-X, ,RW12,SB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1160,0020, ,02597,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R12-X, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,1160,    ,+,03200,     ,     ,-,160,    ,   , , , , , ,B,J,S;
APPCH:050,R,R12-X, ,JH004,SB,P,C,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,05500,     ,     ,-,160,    ,   , , , , , ,B,J,S;
APPCH:060,R,R12-X, ,JH004,SB,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,2060,T010, ,05500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R30-Y,JH019,JH019,SB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,05500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R30-Y,JH019,JH021,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R30-Y,JH019,JH022,SB,P,C,E   ,L,010,RF, , , , , ,003500,    ,    ,    ,0063,+,04500,     ,     , ,   ,    ,   ,JH023,SB,P,C, ,B,J,S;
APPCH:040,A,R30-Y,JH019,JH024,SB,P,C,EE B,L,010,RF, , , , , ,003500,    ,    ,    ,0019,+,04200,     ,     , ,   ,    ,   ,JH023,SB,P,C, ,B,J,S;
APPCH:010,R,R30-Y, ,JH024,SB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04200,     ,     , ,   ,    ,   ,SBJH,SB,P,A, ,B,J,S;
APPCH:020,R,R30-Y, ,JH026,SB,P,C,E  F,L,010,RF, , , , , ,002900,    ,    ,    ,0023,+,03590,     ,     , ,   ,    ,   ,JH027,SB,P,C, ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R30-Y, ,RW30,SB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2960,0030, ,02564,     ,     , ,   ,-320,   , , , , , ,B,J,S;
APPCH:040,R,R30-Y, ,JH016,SB,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R30-Y, ,JH017,SB,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R30-Y, ,JH017,SB,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,1660,T010,+,05500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R30-Z,JH011,JH011,SB,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,05500,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:020,A,R30-Z,JH011,JH012,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     ,-,190,    ,   , , , , , ,B,P,S;
APPCH:010,R,R30-Z, ,JH012,SB,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   ,SBJH,SB,P,A, ,B,P,S;
APPCH:020,R,R30-Z, ,JH013,SB,P,C,E  F,L,010,RF, , , , , ,002850,    ,    ,    ,0060,+,04160,     ,     , ,   ,    ,   ,JH018,SB,P,C, ,B,P,S;
APPCH:025,R,R30-Z, ,JH014,SB,P,C,E   ,L,302,RF, , , , , ,002850,    ,    ,    ,0030,+,03201,     ,     , ,   ,-300,   ,JH018,SB,P,C, ,B,P,S;
APPCH:030,R,R30-Z, ,RW30,SB,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2960,0020, ,02564,     ,     , ,   ,-300,   , , , , , ,B,P,S;
APPCH:040,R,R30-Z, ,JH016,SB,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:050,R,R30-Z, ,JH017,SB,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,B,P,S;
APPCH:060,R,R30-Z, ,JH017,SB,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,1660,T010,+,05500,     ,     , ,   ,    ,   , , , , , ,B,P,S;
RWY:RW12 ,     ,      ,02547, ,    , ,   ;S23253397,W047103467,0568;
RWY:RW30 ,     ,      ,02514, ,    , ,   ;S23253915,W047092004,0564;
