SID:010,4,BADO1N,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0430,    ,+,00420,     ,05000, ,   ,    ,   ,LFMD,LF,P,A, , , , ;
SID:015,4,BADO1N,RW04,ROLUP,LF,E,A,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,BADO1N,RW04,DIMAD,LF,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BADO1N,RW04,DIMAD,LF,P,C,E   , ,   ,FM, ,AZR,LF,D, ,      ,1718,0216,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BADO1N,RW04,AMIRO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:015,4,BADO1N,RW17,ROLUP,LF,E,A,E   , ,   ,CF, ,AZR,LF,D, ,      ,2251,0147,1550,0030, ,     ,     ,05000, ,   ,    ,   ,LFMD,LF,P,A, , , , ;
SID:020,4,BADO1N,RW17,DIMAD,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BADO1N,RW17,DIMAD,LF,P,C,E   , ,   ,FM, ,AZR,LF,D, ,      ,1718,0216,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BADO1N,RW17,AMIRO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BADO1N,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2230,    ,+,00420,     ,05000, ,   ,    ,   ,LFMD,LF,P,A, , , , ;
SID:015,4,BADO1N,RW22,ROLUP,LF,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,BADO1N,RW22,DIMAD,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BADO1N,RW22,DIMAD,LF,P,C,E   , ,   ,FM, ,AZR,LF,D, ,      ,1718,0216,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BADO1N,RW22,AMIRO,LF,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BADO1N,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3500,    ,+,01000,     ,05000, ,   ,    ,   ,LFMD,LF,P,A, , , , ;
SID:015,4,BADO1N,RW35,ROLUP,LF,E,A,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,4,BADO1N,RW35,DIMAD,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,02000,     ,     , ,   ,    ,   , , , , , , , , ;
