SID:010,2,CETU4B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,00800,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,CETU4B,RW36, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CETU4B,RW36,CETUL,LR,E,A,EEC , ,   ,CF, ,CND,LR,D, ,      ,0074,0255,0070,0180,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CETU7A,RW18,CND,LR,D, ,VY  , ,   ,CF, ,CND,LR,D, ,      ,0000,0000,1780,0040, ,     ,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,CETU7A,RW18, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CETU7A,RW18,CETUL,LR,E,A,EEC , ,   ,CF, ,CND,LR,D, ,      ,0074,0255,0070,0210,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DENU5B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,02000,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,DENU5B,RW36,CND,LR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,DENU5B,RW36,DENUB,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DENU7A,RW18,CND,LR,D, ,VY  , ,   ,CF, ,CND,LR,D, ,      ,0000,0000,1780,0040, ,     ,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,DENU7A,RW18, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0550,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DENU7A,RW18,DENUB,LR,E,A,EEC , ,   ,CF, ,CND,LR,D, ,      ,1002,0437,1000,0400,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DINR5B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,02000,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,DINR5B,RW36,CND,LR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,DINR5B,RW36,DINRO,LB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DINR7A,RW18,CND,LR,D, ,V   , ,   ,CF, ,CND,LR,D, ,      ,0000,0000,1780,0040, ,     ,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,DINR7A,RW18,DINRO,LB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIRA5B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,02000,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,DIRA5B,RW36,CND,LR,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,DIRA5B,RW36,TINPU,LR,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIRA5B,RW36,DIRAL,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIRA7A,RW18,CND,LR,D, ,VY  , ,   ,CF, ,CND,LR,D, ,      ,0000,0000,1780,0040, ,     ,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,DIRA7A,RW18, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3270,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIRA7A,RW18,TINPU,LR,E,A,E C , ,   ,CF, ,CND,LR,D, ,      ,2821,0140,2820,0100,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIRA7A,RW18,DIRAL,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIRA7D,RW18,CND,LR,D, ,V   , ,   ,CF, ,CND,LR,D, ,      ,0000,0000,1780,0040, ,     ,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:015,2,DIRA7D,RW18, , , , ,    , ,   ,CD, ,CND,LR,D, ,      ,    ,    ,1780,0053, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,DIRA7D,RW18,CND,LR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIRA7D,RW18,TINPU,LR,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIRA7D,RW18,DIRAL,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEMP4B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,00800,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,LEMP4B,RW36, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEMP4B,RW36,LEMPA,LR,E,A,EEC , ,   ,CF, ,CND,LR,D, ,      ,3490,0266,3490,0190,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEMP7A,RW18,CND,LR,D, ,VY  , ,   ,CF, ,CND,LR,D, ,      ,0000,0000,1780,0040, ,     ,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,LEMP7A,RW18, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LEMP7A,RW18,LEMPA,LR,E,A,EEC , ,   ,CF, ,CND,LR,D, ,      ,3490,0266,3490,0230,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MOBL5B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,02000,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,MOBL5B,RW36,CND,LR,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,MOBL5B,RW36,MOBLU,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MOBL7A,RW18,CND,LR,D, ,VY  , ,   ,CF, ,CND,LR,D, ,      ,0000,0000,1780,0040, ,     ,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:025,2,MOBL7A,RW18, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MOBL7A,RW18,MOBLU,LR,E,A,EEC , ,   ,CF, ,CND,LR,D, ,      ,0900,0421,0900,0380,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PILA4B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,00800,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,PILA4B,RW36, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2810,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PILA4B,RW36,PILAT,LR,E,A,EEC , ,   ,CF, ,CND,LR,D, ,      ,3263,0362,3260,0260,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,PILA7A,RW18,CND,LR,D, ,VY  , ,   ,CF, ,CND,LR,D, ,      ,0000,0000,1780,0040, ,     ,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:030,2,PILA7A,RW18, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,PILA7A,RW18,PILAT,LR,E,A,EEC , ,   ,CF, ,CND,LR,D, ,      ,3263,0362,3260,0310,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RIVO5B,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,02000,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:020,2,RIVO5B,RW36,CND,LR,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,RIVO5B,RW36,RIVOS,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,RIVO7A,RW18,CND,LR,D, ,VY  , ,   ,CF, ,CND,LR,D, ,      ,0000,0000,1780,0040, ,     ,     ,04000, ,   ,    ,   ,CND,LR,D, , , , , ;
SID:035,2,RIVO7A,RW18, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,RIVO7A,RW18,RIVOS,LR,E,A,EEC , ,   ,CF, ,CND,LR,D, ,      ,2954,0418,2950,0370,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DENU6C,RW18,DENUB,LR,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   ,CND,LR,D, , , , , ;
STAR:020,2,DENU6C,RW18,LERVU,LR,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DENU6D,RW36,DENUB,LR,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   ,CND,LR,D, , , , , ;
STAR:020,2,DENU6D,RW36,LERVU,LR,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DIRA6C,RW18,DIRAL,LR,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   ,CND,LR,D, , , , , ;
STAR:020,2,DIRA6C,RW18,NAMUV,LR,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DIRA6D,RW36,DIRAL,LR,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   ,CND,LR,D, , , , , ;
STAR:020,2,DIRA6D,RW36,NAMUV,LR,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,NURP6C,RW18,NURPO,LR,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   ,CND,LR,D, , , , , ;
STAR:020,2,NURP6C,RW18,VADNU,LR,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,NURP6D,RW36,NURPO,LR,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   ,CND,LR,D, , , , , ;
STAR:020,2,NURP6D,RW36,VADNU,LR,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PILA6C,RW18,PILAT,LR,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   ,CND,LR,D, , , , , ;
STAR:020,2,PILA6C,RW18,MIVNU,LR,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PILA6D,RW36,PILAT,LR,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   ,CND,LR,D, , , , , ;
STAR:020,2,PILA6D,RW36,MIVNU,LR,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,REVD6C,RW18,REVDA,LB,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL160,FL110,     , ,   ,    ,   ,CND,LR,D, , , , , ;
STAR:020,2,REVD6C,RW18,BIRLU,LR,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,REVD6D,RW36,REVDA,LB,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL160,FL110,     , ,   ,    ,   ,CND,LR,D, , , , , ;
