APPCH:010,A,D36-Y,CS36,CS36,SL,P,C,E CH, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,16000,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36-Y,CS36,CS36,SL,P,C,EECH,R,   ,HF, , , , , ,      ,    ,    ,3580,0070,+,14100,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36-Y,D059J,D059J,SL,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36-Y,D059J,D133J,SL,P,C,E   ,R,   ,AF, ,ALC,SL,D, ,      ,1330,0100,0590,    ,+,15000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36-Y,D059J,CS36,SL,P,C,EECB,R,   ,AF, ,ALC,SL,D, ,      ,1780,0100,1330,    ,+,14100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36-Y,D322J,D322J,SL,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36-Y,D322J,D215J,SL,P,C,E   ,L,   ,AF, ,ALC,SL,D, ,      ,2150,0100,3220,    ,+,15000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36-Y,D322J,CS36,SL,P,C,EECB,L,   ,AF, ,ALC,SL,D, ,      ,1780,0100,2150,    ,+,14100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36-Y,D341J,D341J,SL,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36-Y,D341J,D215J,SL,P,C,E   ,L,   ,AF, ,ALC,SL,D, ,      ,2150,0100,3410,    ,+,15000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36-Y,D341J,CS36,SL,P,C,EECB,L,   ,AF, ,ALC,SL,D, ,      ,1780,0100,2150,    ,+,14100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D36-Y, ,CS36,SL,P,C,E CI, ,   ,IF, ,ALC,SL,D, ,      ,1780,0100,    ,    ,+,14100,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:020,D,D36-Y, ,FS36,SL,P,C,E CF, ,   ,CF, ,ALC,SL,D, ,      ,1780,0050,3580,0050,+,12270,     ,     , ,   ,    ,   ,ALC,SL,D, ,A,0, ,S;
APPCH:030,D,D36-Y, ,MS36,SL,P,C,E CM, ,   ,CF, ,ALC,SL,D, ,      ,1780,0013,3580,0037, ,10960,     ,     , ,   ,-333,   , , , , , ,0, ,S;
APPCH:040,D,D36-Y, ,EGLAP,SL,P,C,E M , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:050,D,D36-Y, ,EGLAP,SL,P,C,EECH,L,   ,HM, , , , , ,      ,    ,    ,1780,T015,+,15000,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36-Z,ALC,ALC,SL,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,16000,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36-Z,ALC,ALC,SL,D, ,V   , ,   ,FD, ,ALC,SL,D, ,      ,0000,0000,2030,0100,+,14100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36-Z,ALC,CS36,SL,P,C,EECB,L,   ,CF,Y,ALC,SL,D, ,      ,1780,0100,3580,0010,+,14100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D36-Z, ,CS36,SL,P,C,E CI, ,   ,IF, ,ALC,SL,D, ,      ,1780,0100,    ,    ,+,14100,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:020,D,D36-Z, ,FS36,SL,P,C,E CF, ,   ,CF, ,ALC,SL,D, ,      ,1780,0050,3580,0050,+,12270,     ,     , ,   ,    ,   ,ALC,SL,D, ,A,0, ,S;
APPCH:030,D,D36-Z, ,MS36,SL,P,C,E CM, ,   ,CF, ,ALC,SL,D, ,      ,1780,0013,3580,0037, ,10960,     ,     , ,   ,-333,   , , , , , ,0, ,S;
APPCH:040,D,D36-Z, ,EGLAP,SL,P,C,E M , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:050,D,D36-Z, ,EGLAP,SL,P,C,EECH,L,   ,HM, , , , , ,      ,    ,    ,1780,T015,+,15000,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:010,A,I36-Y,AL427,AL427,SL,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     ,-,200,    ,   , , , , , ,0,N,S;
APPCH:020,A,I36-Y,AL427,AL426,SL,P,C,EE B, ,010,TF, ,ILCA,SL,P,I,      ,    ,    ,    ,    ,+,13600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I36-Y,AL428,AL428,SL,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     ,-,200,    ,   , , , , , ,0,N,S;
APPCH:020,A,I36-Y,AL428,AL426,SL,P,C,EE B, ,010,TF, ,ILCA,SL,P,I,      ,    ,    ,    ,    ,+,13600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
