SID:010,5,SOVO2D,RW13,BP914,LF,P,C,EY  , ,   ,CF, ,TBO,LF,D, ,      ,2724,0226,1250,0022, ,     ,     ,05000,-,205,    ,   ,LMB,LF,D, , , , , ;
SID:020,5,SOVO2D,RW13,BP915,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SOVO2D,RW13,SOVOS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SOVO2E,RW13, , , , ,    , ,   ,CD, ,PYR,LF,D, ,      ,    ,    ,1250,0020, ,     ,     ,05000, ,   ,    ,   ,LMB,LF,D, , , , , ;
SID:020,2,SOVO2E,RW13,ORTEZ,LF,E,A,E C ,L,   ,CF,Y,TBO,LF,D, ,      ,2723,0378,2590,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SOVO2E,RW13,SOVOS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,SOVO2V,RW31,BP931,LF,P,C,EY  , ,   ,CF, ,TBO,LF,D, ,      ,2801,0288,3050,0035, ,     ,     ,05000,-,205,    ,   ,LMB,LF,D, , , , , ;
SID:030,5,SOVO2V,RW31,SOVOS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,SOVO2W,RW31, , , , ,    , ,   ,CD, ,PYR,LF,D, ,      ,    ,    ,3050,0020, ,     ,     ,05000, ,   ,    ,   ,LMB,LF,D, , , , , ;
SID:010,2,SOVO2W,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3050,    ,+,01320,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,SOVO2W,RW31,ORTEZ,LF,E,A,E C , ,   ,CF, ,TBO,LF,D, ,      ,2723,0378,2590,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SOVO2W,RW31,SOVOS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,USAK2D,RW13,BP913,LF,P,C,E   , ,   ,CF, ,TBO,LF,D, ,      ,2701,0212,1250,0037, ,     ,     ,05000, ,   ,    ,   ,LMB,LF,D, , , , , ;
SID:020,5,USAK2D,RW13,LMB,LF,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,USAK2D,RW13,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,USAK2D,RW13,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,USAK2E,RW13, , , , ,    , ,   ,CD, ,PYR,LF,D, ,      ,    ,    ,1250,0030, ,     ,     ,05000, ,   ,    ,   ,LMB,LF,D, , , , , ;
SID:020,2,USAK2E,RW13,LMB,LF,D, ,V   , ,   ,CF, ,TBO,LF,D, ,      ,3174,0108,0590,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,USAK2E,RW13,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,USAK2E,RW13,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,USAK2V,RW31,D305C,LF,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,LMB,LF,D, , , , , ;
SID:020,5,USAK2V,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3050,    ,+,01320,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,USAK2V,RW31,BP935,LF,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,USAK2V,RW31,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,USAK2V,RW31,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,USAK2W,RW31, , , , ,    , ,   ,CD, ,PYR,LF,D, ,      ,    ,    ,3050,0020, ,     ,     ,05000, ,   ,    ,   ,LMB,LF,D, , , , , ;
SID:015,2,USAK2W,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3050,    ,+,01020,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,USAK2W,RW31,LMB,LF,D, ,V   ,R,   ,CF,Y,TBO,LF,D, ,      ,3174,0108,0890,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,USAK2W,RW31,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,USAK2W,RW31,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,USAK2Y,RW31,BP931,LF,P,C,EY  , ,   ,CF, ,TBO,LF,D, ,      ,2801,0288,3050,0035, ,     ,     ,05000,-,205,    ,   ,LMB,LF,D, , , , , ;
SID:020,5,USAK2Y,RW31,ARSIG,LF,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,USAK2Y,RW31,BP933,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,USAK2Y,RW31,LMB,LF,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,USAK2Y,RW31,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,USAK2Y,RW31,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,USAK2Z,RW31, , , , ,    , ,   ,CD, ,PYR,LF,D, ,      ,    ,    ,3050,0020, ,     ,     ,05000, ,   ,    ,   ,LMB,LF,D, , , , , ;
SID:010,2,USAK2Z,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3050,    ,+,01320,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,USAK2Z,RW31,LMB,LF,D, ,V   , ,   ,FA, ,TBO,LF,D, ,      ,3174,0108,2590,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,USAK2Z,RW31,PU,LF,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,USAK2Z,RW31,LMB,LF,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,USAK2Z,RW31,DISIS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,USAK2Z,RW31,USAKU,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,AGN7R,ALL,AGN,LF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   ,TEPTI,LF,E,A, , , , ;
STAR:020,5,AGN7R,ALL,D215T,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,AGN7R,ALL,TEPTI,LF,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL070,     ,-,250,    ,   , , , , , , , , ;
STAR:020,2,SOVO7C,ALL,SOVOS,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   ,PU,LF,D,B,C, , , ;
STAR:030,2,SOVO7C,ALL,ORTEZ,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     ,-,200,    ,   , , , , , , , , ;
STAR:040,2,SOVO7C,ALL,D087I,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,SOVO7C,ALL,ATWIX,LF,E,A,E CH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     ,-,200,    ,   , , , , , , , , ;
STAR:060,2,SOVO7C,ALL,ARSIG,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,200,    ,   , , , , , , , , ;
STAR:020,5,SOVO7R,ALL,SOVOS,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   ,ATWIX,LF,E,A, , , , ;
