SID:010,2,ISAV2F,RW12, , , , ,    , ,   ,CD, ,JUL,SP,D, ,      ,    ,    ,1180,0090,+,15000,     ,17000, ,   ,    ,   ,JUL,SP,D, , , , , ;
SID:020,2,ISAV2F,RW12,JUL,SP,D, ,V   ,L,   ,CF,Y,JUL,SP,D, ,      ,0000,0000,2710,0090,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ISAV2F,RW12,D244R,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ISAV2F,RW12,ISAVO,SP,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ISAV2F,RW12,TONOS,SP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KEVE2F,RW12, , , , ,    , ,   ,CD, ,JUL,SP,D, ,      ,    ,    ,1180,0090,+,15000,     ,17000, ,   ,    ,   ,JUL,SP,D, , , , , ;
SID:020,2,KEVE2F,RW12, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KEVE2F,RW12,D024R,SP,P,C,E   , ,   ,CF, ,JUL,SP,D, ,      ,0236,0180,0240,0060,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KEVE2F,RW12,KEVES,SP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUKI1F,RW12, , , , ,    , ,   ,CD, ,JUL,SP,D, ,      ,    ,    ,1180,0090,+,15000,     ,17000, ,   ,    ,   ,JUL,SP,D, , , , , ;
SID:020,2,KUKI1F,RW12,JUL,SP,D, ,V   ,L,   ,CF,Y,JUL,SP,D, ,      ,0000,0000,2710,0090,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KUKI1F,RW12,D328R,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KUKI1F,RW12,KUKIM,SP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KUKI1F,RW12,ILMOX,SP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NUXO1F,RW12, , , , ,    , ,   ,CD, ,JUL,SP,D, ,      ,    ,    ,1180,0090,+,15000,     ,17000, ,   ,    ,   ,JUL,SP,D, , , , , ;
SID:020,2,NUXO1F,RW12,JUL,SP,D, ,V   ,L,   ,CF,Y,JUL,SP,D, ,      ,0000,0000,2710,0090,+,18000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NUXO1F,RW12,D305R,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NUXO1F,RW12,D305Y,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,NUXO1F,RW12,NUXON,SP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ISAV2A,RW30,TONOS,SP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,JUL,SP,D, , , , , ;
STAR:020,2,ISAV2A,RW30,ISAVO,SP,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ISAV2A,RW30,D244O,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,ISAV2A,RW30,JUL,SP,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KEVE2A,RW30,KEVES,SP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   ,JUL,SP,D, , , , , ;
STAR:020,2,KEVE2A,RW30,D024Y,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,KEVE2A,RW30,JUL,SP,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KUKI2A,RW30,ILMOX,SP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,JUL,SP,D, , , , , ;
STAR:020,2,KUKI2A,RW30,KUKIM,SP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,KUKI2A,RW30,D328J,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,KUKI2A,RW30,JUL,SP,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,NUXO2A,RW30,NUXON,SP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   ,JUL,SP,D, , , , , ;
STAR:020,2,NUXO2A,RW30,D305Y,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,NUXO2A,RW30,D305J,SP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,NUXO2A,RW30,JUL,SP,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D30,JUL,JUL,SP,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
