SID:010,2,GKA1A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,06000,     ,10000, ,   ,    ,   ,GKA,LT,D, , , , , ;
SID:020,2,GKA1A,RW01,GKA,LT,D, ,VE  ,R,   ,CF,Y,GKA,LT,D, ,      ,0000,0000,2070,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:020,A,NDBA,GKA1,GKA,LT,D,B,EY H, ,   ,FC, ,GKA,LT,D, ,      ,0000,0000,0550,0088,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,NDBA,GKA1,FF271,LT,P,C,EE  ,R,   ,CF,Y,GKA,LT,D, ,      ,0910,0090,2710,0010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDBA,GKA2,GKA,LT,D,B,EY H,R,   ,FC, ,GKA,LT,D, ,      ,0000,0000,0730,0090,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,NDBA,GKA2,FF271,LT,P,C,EE  ,R,   ,CF,Y,GKA,LT,D, ,      ,0910,0090,2710,0010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,N,NDBA, ,FF271,LT,P,C,E  F, ,   ,IF, ,GKA,LT,D,B,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   ,GKA,LT,D, , ,0, ,C;
APPCH:030,N,NDBA, ,GKA,LT,D,B,E  M, ,   ,CF, ,GKA,LT,D,B,      ,    ,    ,2710,0090, ,01900,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,N,NDBA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,N,NDBA, ,GKA,LT,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,N,NDBA, ,GKA,LT,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,0550,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,Q,NDMB, ,FD271,LT,P,C,E  F, ,   ,IF, ,GKA,LT,D,B,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   ,GKA,LT,D,B, ,0, ,C;
APPCH:030,Q,NDMB, ,GKA,LT,D,B,E  M, ,   ,CF, ,GKA,LT,D, ,      ,    ,0000,2710,0060, ,01900,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,Q,NDMB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,Q,NDMB, ,GKA,LT,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,Q,NDMB, ,GKA,LT,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,0550,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,NDMC,GKA1,GKA,LT,D,B,E  H, ,   ,FD, ,GKA,LT,D, ,      ,0000,0000,0550,0060,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDMC,GKA1,FD271,LT,P,C,EE  ,R,   ,CF,Y,GKA,LT,D, ,      ,0910,0060,2710,0010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,NDMC,GKA2,GKA,LT,D,B,E  H, ,   ,FD, ,GKA,LT,D, ,      ,0000,0000,0730,0060,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDMC,GKA2,FD271,LT,P,C,EE  ,R,   ,CF,Y,GKA,LT,D, ,      ,0910,0060,2710,0010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,Q,NDMC, ,FD271,LT,P,C,E  F, ,   ,IF, ,GKA,LT,D,B,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   ,GKA,LT,D,B, ,0, ,C;
APPCH:030,Q,NDMC, ,GKA,LT,D,B,E  M, ,   ,CF, ,GKA,LT,D, ,      ,    ,0000,2710,0060, ,01900,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,Q,NDMC, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,Q,NDMC, ,GKA,LT,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,Q,NDMC, ,GKA,LT,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,0550,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORA,GKA1,GKA,LT,D, ,VY H, ,   ,FC, ,GKA,LT,D, ,      ,0000,0000,0550,0088,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,VORA,GKA1,FF271,LT,P,C,EE  ,R,   ,CF,Y,GKA,LT,D, ,      ,0910,0090,2710,0010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORA,GKA2,GKA,LT,D, ,VY H,R,   ,FC, ,GKA,LT,D, ,      ,0000,0000,0730,0090,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,VORA,GKA2,FF271,LT,P,C,EE  ,R,   ,CF,Y,GKA,LT,D, ,      ,0910,0090,2710,0010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORA, ,FF271,LT,P,C,E  F, ,   ,IF, ,GKA,LT,D, ,      ,0910,0090,    ,    ,+,03500,     ,     , ,   ,    ,   ,GKA,LT,D, , ,0, ,C;
APPCH:030,V,VORA, ,GKA,LT,D, ,V  M, ,   ,CF, ,GKA,LT,D, ,      ,0000,0000,2710,0090, ,01900,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,V,VORA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VORA, ,GKA,LT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VORA, ,GKA,LT,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,0550,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORB, ,FD271,LT,P,C,E  F, ,   ,IF, ,GKA,LT,D, ,      ,0910,0060,    ,    ,+,03500,     ,     , ,   ,    ,   ,GKA,LT,D, , ,0, ,C;
APPCH:030,V,VORB, ,GKA,LT,D, ,V  M, ,   ,CF, ,GKA,LT,D, ,      ,0000,0000,2710,0060, ,01900,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,V,VORB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VORB, ,GKA,LT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VORB, ,GKA,LT,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,0550,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,VORC,GKA1,GKA,LT,D, ,V  H, ,   ,FD, ,GKA,LT,D, ,      ,0000,0000,0550,0060,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORC,GKA1,FD271,LT,P,C,EE  ,R,   ,CF,Y,GKA,LT,D, ,      ,0910,0060,2710,0010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,VORC,GKA2,GKA,LT,D, ,V  H, ,   ,FD, ,GKA,LT,D, ,      ,0000,0000,0730,0060,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORC,GKA2,FD271,LT,P,C,EE  ,R,   ,CF,Y,GKA,LT,D, ,      ,0910,0060,2710,0010,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORC, ,FD271,LT,P,C,E  F, ,   ,IF, ,GKA,LT,D, ,      ,0910,0060,    ,    ,+,03500,     ,     , ,   ,    ,   ,GKA,LT,D, , ,0, ,C;
APPCH:030,V,VORC, ,GKA,LT,D, ,V  M, ,   ,CF, ,GKA,LT,D, ,      ,0000,0000,2710,0060, ,01900,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,V,VORC, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3040,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VORC, ,GKA,LT,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VORC, ,GKA,LT,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,0550,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW01 ,     ,      ,00084, ,    , ,   ;N40114884,E025524986,0000;
RWY:RW19 ,+0730,      ,00037, ,    , ,   ;N40125241,E025531359,0000;
