SID:010,2,OFPA1S,RW18,OVR,LP,D, ,V   , ,   ,CF, ,OVR,LP,D, ,      ,0000,0000,1770,0020, ,     ,     ,04000, ,   ,    ,   ,OVR,LP,D, , , , , ;
SID:020,2,OFPA1S,RW18,OVR,LP,D, ,V   , ,   ,FD, ,OVR,LP,D, ,      ,0000,0000,1760,0050,-,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OFPA1S,RW18, , , , ,    , ,   ,CD, ,OVR,LP,D, ,      ,    ,    ,1760,0090,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OFPA1S,RW18,OFPAC,LP,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I36-1,ABGOD,ABGOD,LP,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36-1,ABGOD,CI361,LP,P,C,EE B, ,   ,CF, ,OV,LP,P,I,      ,1771,0113,3570,0050,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36-1,BEFIT,BEFIT,LP,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36-1,BEFIT,PRT32,LP,P,C,E   ,L,   ,AF, ,PRT,LP,D, ,      ,1810,0320,1890,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I36-1,BEFIT, , , , , E  , ,   ,CI, ,OV,LP,P,I,      ,    ,    ,0270,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I36-1, ,CI361,LP,P,C,E  I, ,   ,IF, ,OV,LP,P,I,      ,1771,0113,    ,    ,J,02000,02000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I36-1, ,FI361,LP,P,C,E  F, ,   ,CF, ,OV,LP,P,I,      ,1771,0064,3570,0050,H,02000,01675,     , ,   ,-300,   ,LPOV,LP,P,A, ,0,D,S;
APPCH:030,I,I36-1, ,RW36,LP,P,G,G  M, ,   ,CF, ,OV,LP,P,I,      ,1771,0015,3570,0049, ,00110,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I36-1, , , , , , EM , ,   ,VM, , , , , ,      ,    ,    ,3570,    ,+,00460,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I36-2,LUXIE,LUXIE,LP,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I36-2,LUXIE,D177K,LP,P,C,E  H, ,   ,CF, ,OVR,LP,D, ,      ,1770,0110,3570,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I36-2,LUXIE,CI362,LP,P,C,EE B, ,   ,CF, ,OV,LP,P,I,      ,1771,0125,3570,0010,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I36-2, ,CI362,LP,P,C,E  I, ,   ,IF, ,OV,LP,P,I,      ,1771,0125,    ,    ,J,02500,02500,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I36-2, ,FI362,LP,P,C,E  F, ,   ,CF, ,OV,LP,P,I,      ,1771,0076,3570,0050,H,02500,02081,     , ,   ,-300,   ,OVR,LP,D, , ,0,D,S;
APPCH:030,I,I36-2, ,RW36,LP,P,G,G  M, ,   ,CF, ,OV,LP,P,I,      ,1771,0015,3570,0061, ,00110,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I36-2, , , , , , EM , ,   ,VM, , , , , ,      ,    ,    ,3570,    ,+,00460,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T18,DURNI,DURNI,LP,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T18,DURNI,CT18,LP,P,C,EE B,R,   ,AF, ,OVR,LP,D, ,      ,3570,0080,3120,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T18, ,CT18,LP,P,C,E  I, ,   ,IF, ,OVR,LP,D, ,      ,3570,0080,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T18, ,FT18,LP,P,C,E  F, ,   ,CF, ,OVR,LP,D, ,      ,3570,0060,1770,0020,+,01200,     ,     , ,   ,    ,   ,OVR,LP,D, , ,0,D,S;
APPCH:025,T,T18, ,50TAC,LP,P,C,E S , ,   ,CF, ,OVR,LP,D, ,      ,3570,0050,1770,0010,+,00960,     ,     , ,   ,-313,   , , , , , ,0,D,S;
APPCH:030,T,T18, ,MT18,LP,P,C,E  M, ,   ,CF, ,OVR,LP,D, ,      ,3570,0029,1770,0021, ,00263,     ,     , ,   ,-313,   , , , , , ,0,D,S;
APPCH:040,T,T18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1770,    ,+,00460,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T18, ,DURNI,LP,P,C,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T36,LUXIE,LUXIE,LP,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T36,LUXIE,D177K,LP,P,C,E  H, ,   ,CF, ,OVR,LP,D, ,      ,1770,0110,3570,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T36,LUXIE,CT36,LP,P,C,EE B, ,   ,CF, ,OVR,LP,D, ,      ,1770,0100,3570,0010,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T36, ,CT36,LP,P,C,E  I, ,   ,IF, ,OVR,LP,D, ,      ,1770,0100,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T36, ,FT36,LP,P,C,E  F, ,   ,CF, ,OVR,LP,D, ,      ,1770,0050,3570,0050,+,02000,     ,     , ,   ,    ,   ,OVR,LP,D, , ,0,D,S;
APPCH:030,T,T36, ,MT36,LP,P,C,E  M, ,   ,CF, ,OVR,LP,D, ,      ,3570,0006,3570,0056, ,00262,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,T,T36, , , , , , EM , ,   ,VM, , , , , ,      ,    ,    ,3570,    ,+,00460,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW18 ,     ,      ,00044, ,    , ,   ;N40553687,W008384891,0000;
RWY:RW36 ,     ,      ,00056, ,OV  ,1,   ;N40541794,W008384187,0000;
