APPCH:010,A,D10,GARRD,GARRD,K6,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D10,GARRD,RHINA,K6,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D10,RHINA,RHINA,K6,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1040,T010,+,01700,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D10, ,RHINA,K6,P,C,E  F, ,   ,IF, ,SEY,K6,D, ,      ,2838,0053,    ,    ,+,01700,     ,18000, ,   ,    ,   ,SEY,K6,D, ,A,0, ,S;
APPCH:030,D,D10, ,RW10,K6,P,G,G  M, ,   ,CF, ,SEY,K6,D, ,      ,2888,0003,1040,0050, ,00154,     ,     , ,   ,-291,   , , , , , ,0, ,S;
APPCH:040,D,D10, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1040,    ,+,00508,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D10, ,RHINA,K6,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D10, ,RHINA,K6,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1040,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R10,GARRD,GARRD,K6,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R10,GARRD,SUFOK,K6,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R10,JORDN,JORDN,K6,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R10,JORDN,SUFOK,K6,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R10,SUFOK,SUFOK,K6,E,A,EE C,R,   ,HF, , , , , ,      ,    ,    ,1040,0050,+,01700,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R10, ,SUFOK,K6,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R10, ,RHINA,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1040,0062,+,01700,     ,     , ,   ,    ,   ,ILACI,K6,P,C, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R10, ,ILACI,K6,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1040,0045, ,00315,     ,     , ,   ,-300,   , , , , , ,B,J,S;
