APPCH:010,A,I26R,TINIF,TINIF,DA,P,C,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I26R,TINIF,CF26R,DA,P,C,EE B, ,   ,CF, ,TF,DA,P,I,      ,0776,0099,2580,0050,+,03120,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I26R, ,CF26R,DA,P,C,E  I, ,   ,IF, ,TF,DA,P,I,      ,0776,0099,    ,    ,J,03120,03120,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I26R, ,FF26R,DA,P,C,E  F, ,   ,CF, ,TF,DA,P,I,      ,0776,0069,2580,0030,H,03120,03120,     , ,   ,-300,   ,TDF,DA,D, , ,0,D,S;
APPCH:030,I,I26R, ,RW26R,DA,P,G,G  M, ,   ,CF, ,TF,DA,P,I,      ,0776,0018,2580,0051, ,01492,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I26R, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2580,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I26R, ,TDF,DA,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04110,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,N26L,TDF1,TDF,DA,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03450,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N26L,TDF1,TDF,DA,D,B,EY  , ,   ,FC, ,TDF,DA,D, ,      ,2223,0003,0420,0053,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N26L,TDF1,FN26L,DA,P,C,EE  ,R,   ,CF,Y,TDF,DA,D, ,      ,0809,0034,2580,0020,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N26L,TDF2,TDF,DA,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03450,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N26L,TDF2,TDF,DA,D,B,EY  , ,   ,FC, ,TDF,DA,D, ,      ,2223,0003,0580,0060,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N26L,TDF2,FN26L,DA,P,C,EE  ,R,   ,CF,Y,TDF,DA,D, ,      ,0809,0034,2580,0030,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
