RWY:RW03 ,     ,      ,01261, ,    , ,   ;
RWY:RW09 ,     ,      ,01261, ,    , ,   ;N46190088,W093495394,0000;
RWY:RW21 ,     ,      ,01261, ,    , ,   ;
RWY:RW27 ,     ,      ,01261, ,    , ,   ;N46190090,W093493642,0000;
