SID:010,5,CIV2E,RW25L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2480,    ,+,00700,     ,04500, ,   ,    ,   ,EBBR,EB,P,A, , , , ;
SID:020,5,CIV2E,RW25L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CIV2E,RW25L,BR251,EB,E,A,E   , ,   ,CF, ,HUL,EB,D, ,      ,3056,0158,2710,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CIV2E,RW25L,CIV,EB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CIV2F,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0120,    ,+,00700,     ,04500, ,   ,    ,   ,BUB,EB,D, , , , , ;
SID:020,2,CIV2F,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0260,    ,+,01700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CIV2F,RW01,D353C,EB,E,A,EY  ,R,   ,CF,Y,BUN,EB,D, ,      ,2004,0207,1730,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,CIV2F,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CIV2F,RW01,CIV,EB,D, ,VE  , ,   ,CF, ,BUN,EB,D, ,      ,2280,0504,2500,0310, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CIV2K,RW25R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2430,    ,+,00700,     ,04500, ,   ,    ,   ,EBBR,EB,P,A, , , , ;
SID:020,5,CIV2K,RW25R,BR045,EB,E,A,E   , ,   ,CF, ,BUB,EB,D, ,      ,2567,0068,2500,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CIV2K,RW25R,BR009,EB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CIV2K,RW25R,CIV,EB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CIV2P,RW25L,BR530,EB,E,A,E   , ,   ,CF, ,BUB,EB,D, ,      ,2480,0081,2480,0050, ,     ,     ,04500, ,   ,    ,   ,EBBR,EB,P,A, , , , ;
SID:020,5,CIV2P,RW25L,BR531,EB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CIV2P,RW25L,CIV,EB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CIV2R,RW07L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0630,    ,+,01700,     ,04500, ,   ,    ,   ,BUB,EB,D, , , , , ;
SID:020,2,CIV2R,RW07L, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2740,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CIV2R,RW07L,CIV,EB,D, ,VE  , ,   ,CF, ,BUB,EB,D, ,      ,2320,0334,2210,0370, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CIV2W,RW07R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0680,    ,+,00700,     ,04500, ,   ,    ,   ,EBBR,EB,P,A, , , , ;
SID:020,5,CIV2W,RW07R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0610,    ,+,01700,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,CIV2W,RW07R,BR520,EB,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CIV2W,RW07R,CIV,EB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
