APPCH:010,A,D04,RHI,RHI,K5,D, ,VE C,L,   ,HF, , , , , ,      ,    ,    ,0210,T010,+,03500,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D04, ,RHI,K5,D, ,V  I, ,   ,IF, ,RHI,K5,D, ,      ,0000,0000,    ,    ,+,03500,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D04, ,JAYME,K5,E,A,E  F, ,   ,CF, ,RHI,K5,D, ,      ,0214,0140,0210,0140,+,03500,     ,     , ,   ,    ,   ,RHI,K5,D, ,B,0, ,S;
APPCH:030,D,D04, ,RW04,K5,P,G,G  M, ,   ,CF, ,RHI,K5,D, ,      ,0214,0192,0210,0052, ,01681,     ,     , ,   ,-331,   , , , , , ,0, ,S;
APPCH:040,D,D04, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0210,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D04, ,JAYME,K5,E,A,E   ,L,   ,CF,Y,RHI,K5,D, ,      ,0214,0140,2010,0092, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D04, ,JAYME,K5,E,A,EE H,L,   ,HM, , , , , ,      ,    ,    ,0210,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,L04,RHI,RHI,K5,D, ,V  A, ,   ,FC, ,RHI,K5,D, ,      ,0000,0000,0040,0072,+,03400,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,L04,RHI,POTNY,K5,P,C,EE B, ,   ,CF, ,ILBJ,K5,P,I,      ,2274,0101,0040,0040,+,03400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,L,L04, ,POTNY,K5,P,C,E  I, ,   ,IF, ,ILBJ,K5,P,I,      ,2274,0101,    ,    ,+,03400,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,L,L04, ,ZODOM,K5,P,C,E  F, ,   ,CF, ,ILBJ,K5,P,I,      ,2274,0041,0470,0060,+,02700,     ,     , ,   ,    ,   ,RHI,K5,D, ,A,0,D,S;
APPCH:030,L,L04, ,RW04,K5,P,G,G  M, ,   ,CF, ,ILBJ,K5,P,I,      ,2274,0009,0470,0032, ,01681,     ,     , ,   ,-303,   , , , , , ,0,D,S;
APPCH:040,L,L04, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,L,L04, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0150,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,L,L04, ,CUSAS,K5,E,A,E   , ,   ,CF, ,RHI,K5,D, ,      ,0213,0250,0210,0020,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,L,L04, ,CUSAS,K5,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0210,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R04,RHI,RHI,K5,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R04,RHI,POTNY,K5,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R04, ,POTNY,K5,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R04, ,ZODOM,K5,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,0470,0060,+,02700,     ,     , ,   ,    ,   ,RW04,K5,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R04, ,RW04,K5,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,0450,0032, ,01681,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R04, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,01970,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R04, ,HOVKI,K5,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:055,R,R04, ,CUSAS,K5,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R04, ,CUSAS,K5,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0210,0050, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
