APPCH:020,I,I33RY, ,SN,LF,D,B,E  F, ,   ,CF, ,SN,LF,P,I,      ,1462,0092,3270,0020,H,03700,03360,     , ,   ,-300,   ,SN,LF,D,B, ,0,D,S;
APPCH:030,I,I33RY, ,RW33R,LF,P,G,G  M, ,   ,CF, ,SN,LF,P,I,      ,1461,0013,3270,0079, ,00849,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I33RY, ,RW33R,LF,P,G,G M , ,   ,FA, ,MOU,LF,D, ,      ,1370,0242,3270,    ,+,01800,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:050,I,I33RY, ,SN,LF,D,B,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I33RZ,ROA,ROA,LF,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I33RZ,ROA,D045J,LF,P,C,EY  , ,   ,CF, ,MOU,LF,D, ,      ,1433,0391,0450,0103,+,FL070,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I33RZ,ROA,CI33R,LF,P,C,EE  , ,   ,CF, ,SN,LF,P,I,      ,1461,0112,3270,0050,+,03700,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,I33RZ,SN1,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T010,+,03700,     ,     ,+,130,    ,   , , , , , ,0,D,S;
APPCH:010,A,I33RZ,SN2,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T015,+,03700,     ,     ,-,130,    ,   , , , , , ,0,D,S;
APPCH:010,I,I33RZ, ,CI33R,LF,P,C,E  I, ,   ,IF, ,SN,LF,P,I,      ,1461,0112,    ,    ,J,03700,03700,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I33RZ, ,SN,LF,D,B,E  F, ,   ,CF, ,SN,LF,P,I,      ,1462,0092,3270,0020,H,03700,03360,     , ,   ,-300,   ,SN,LF,D,B, ,0,D,S;
APPCH:030,I,I33RZ, ,RW33R,LF,P,G,G  M, ,   ,CF, ,SN,LF,P,I,      ,1461,0013,3270,0079, ,00849,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I33RZ, ,D327E,LF,P,C,EYM , ,   ,CF, ,MOU,LF,D, ,      ,1341,0190,3270,0053, ,     ,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:060,I,I33RZ, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I33RZ, ,GURGO,LF,E,A,E C , ,   ,CF, ,MOU,LF,D, ,      ,1581,0230,1570,0040, ,02800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,I,I33RZ, ,GURGO,LF,E,A,EECH,R,   ,HM, , , , , ,      ,    ,    ,1570,0040,+,03700,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,N33RY,ROA,ROA,LF,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N33RY,ROA,D045J,LF,P,C,EY  , ,   ,CF, ,MOU,LF,D, ,      ,1433,0391,0450,0103,+,FL070,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N33RY,ROA,SN,LF,D,B,EE  , ,   ,CF, ,MOU,LF,D, ,      ,1405,0320,3270,0070,+,03700,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,N33RY,SN1,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T010,+,03700,     ,     ,+,130,    ,   , , , , , ,0, ,S;
APPCH:010,A,N33RY,SN2,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T015,+,03700,     ,     ,-,130,    ,   , , , , , ,0, ,S;
APPCH:020,N,N33RY, ,SN,LF,D,B,E  F, ,   ,IF, ,SN,LF,D,B,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   ,SN,LF,D,B, ,0, ,S;
APPCH:030,N,N33RY, ,MN33R,LF,P,C,E  M, ,   ,CF, ,SN,LF,D,B,      ,    ,    ,3270,0070, ,01171,     ,     , ,   ,-338,   , , , , , ,0, ,S;
APPCH:040,N,N33RY, ,MN33R,LF,P,C,E M , ,   ,FA, ,MOU,LF,D, ,      ,1372,0251,3270,    ,+,01800,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:050,N,N33RY, ,SN,LF,D,B,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q33RZ,ROA,ROA,LF,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q33RZ,ROA,D045J,LF,P,C,EY  , ,   ,CF, ,MOU,LF,D, ,      ,1433,0391,0450,0103,+,FL070,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,Q33RZ,ROA,SN,LF,D,B,EE  , ,   ,CF, ,MOU,LF,D, ,      ,1405,0320,3270,0070,+,03700,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q33RZ,SN1,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T010,+,03700,     ,     ,+,130,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q33RZ,SN2,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T015,+,03700,     ,     ,-,130,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q33RZ, ,SN,LF,D,B,E  F, ,   ,IF, ,SN,LF,D,B,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   ,SN,LF,D,B, ,0, ,S;
APPCH:030,Q,Q33RZ, ,MN33R,LF,P,C,E  M, ,   ,CF, ,MOU,LF,D, ,      ,    ,0251,3270,0070, ,01171,     ,     , ,   ,-338,   , , , , , ,0, ,S;
APPCH:040,Q,Q33RZ, ,D327E,LF,P,C,EYM , ,   ,CF, ,MOU,LF,D, ,      ,1341,0190,3270,0062, ,     ,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:060,Q,Q33RZ, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,Q,Q33RZ, ,GURGO,LF,E,A,E C , ,   ,CF, ,MOU,LF,D, ,      ,1581,0230,1570,0040, ,02800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:080,Q,Q33RZ, ,GURGO,LF,E,A,EECH,R,   ,HM, , , , , ,      ,    ,    ,1570,0040, ,03700,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,R15L,LN400,LN400,LF,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,A,R15L,LN400,IN15L,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R15L,LN404,LN404,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,A,R15L,LN404,IN15L,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R15L,MOU,MOU,LF,D, ,V  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R15L,MOU,IN15L,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R15L, ,IN15L,LF,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R15L, ,FN15L,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1470,0050,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R15L, ,RW15L,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1470,0090, ,00832,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R15L, ,LN410,LF,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:050,R,R15L, ,LN412,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:060,R,R15L, ,GURGO,LF,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R15L, ,GURGO,LF,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1570,T010,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:010,A,R33R,GURGO,GURGO,LF,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R33R,GURGO,LN500,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:030,A,R33R,GURGO,IN33R,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R33R,LN500,LN500,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R33R,LN500,IN33R,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R33R,LN502,LN502,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R33R,LN502,IN33R,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R33R,LN504,LN504,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R33R,LN504,IN33R,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R33R, ,IN33R,LF,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R33R, ,FN33R,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3270,0050,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R33R, ,RW33R,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3270,0090, ,00849,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R33R, ,LN510,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R33R, ,GURGO,LF,E,A,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:060,R,R33R, ,GURGO,LF,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1570,T010,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
RWY:RW15 ,     ,      ,00791, ,    , ,   ;N46245705,E004010446,0000;
RWY:RW15L,     ,      ,00783, ,    , ,   ;N46251931,E004002563,0000;
RWY:RW15R,     ,      ,00786, ,    , ,   ;N46245351,E004003135,0000;
RWY:RW33 ,     ,      ,00793, ,    , ,   ;N46243696,E004012259,0000;
RWY:RW33L,     ,      ,00794, ,    , ,   ;N46242054,E004010110,0000;
RWY:RW33R,     ,      ,00797, ,SN  ,1,   ;N46242338,E004011595,0000;
