SID:010,1,JDT1R,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,JDT1R,RW01,JDT,RJ,D, ,V   , ,   ,FA, ,JDT,RJ,D, ,      ,0000,0000,0300,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,JDT1R,RW01,JDT,RJ,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,JDT1R,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1930,    ,+,00800,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,JDT1R,RW19, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,JDT1R,RW19,JDT,RJ,D, ,V   , ,   ,FA, ,JDT,RJ,D, ,      ,0000,0000,0300,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,JDT1R,RW19,JDT,RJ,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KOGAR5,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KOGAR5,RW01, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,KOGAR5,RW01,KOGAR,RJ,E,A,EE  , ,   ,CF, ,JDT,RJ,D, ,      ,2087,0254,2090,0210, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KOGAR5,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1930,    ,+,00800,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,KOGAR5,RW19,KOGAR,RJ,E,A,EE  , ,   ,CF, ,JDT,RJ,D, ,      ,2087,0254,2090,0240, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MIKRA4,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,01000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MIKRA4,RW01,D360G,RJ,P,C,E   , ,   ,CF, ,JDT,RJ,D, ,      ,3600,0070,3600,0060,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MIKRA4,RW01,D360R,RJ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,MIKRA4,RW01,D022R,RJ,P,C,E   ,R,   ,AF, ,JDT,RJ,D, ,      ,0220,0176,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,MIKRA4,RW01,MIKRA,RJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MIKRA4,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1930,    ,+,00800,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MIKRA4,RW19, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MIKRA4,RW19,D360G,RJ,P,C,E   , ,   ,CF, ,JDT,RJ,D, ,      ,3600,0070,3600,0030,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
