SID:010,4,AHMET5,RW06, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0560,    ,+,01900,     ,18000, ,   ,    ,   ,KCGF,K5,P,A, , , , ;
SID:020,4,AHMET5,RW06, , , , ,    ,R,   ,VM, , , , , ,      ,    ,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AHMET5,RW06,AHMET,K5,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AHMET5,RW24, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2360,    ,+,01900,     ,18000, ,   ,    ,   ,KCGF,K5,P,A, , , , ;
SID:020,4,AHMET5,RW24, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AHMET5,RW24,AHMET,K5,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AHMET5, ,AHMET,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   ,KCGF,K5,P,A, , , , ;
SID:020,5,AHMET5, ,KKIDS,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,AHMET5,EWC,KKIDS,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,18000, ,   ,    ,   ,KCGF,K5,P,A, , , , ;
SID:020,6,AHMET5,EWC,ZAVEE,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,AHMET5,EWC,EWC,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
