SID:010,4,BGOOD5,RW29, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3030,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BGOOD5,RW29,HAGEE,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BGOOD5,RW29,WAARN,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BGOOD5,RW29,FLPPS,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BGOOD5,RW29,BGOOD,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BGOOD5,RW30B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3030,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BGOOD5,RW30B,PYUNG,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BGOOD5,RW30B,ALLNT,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BGOOD5,RW30B,FLPPS,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BGOOD5,RW30B,BGOOD,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BGOOD5,VIH,BGOOD,K3,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,BGOOD5,VIH,VIH,K3,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRAKK5,RW06, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0640,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRAKK5,RW06, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRAKK5,RW06,BRAKK,K3,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRAKK5,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1230,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRAKK5,RW11,LUUBE,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRAKK5,RW11,DAFUS,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BRAKK5,RW11,TRAVS,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BRAKK5,RW11,SEKAY,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BRAKK5,RW11,LIISA,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,BRAKK5,RW11,BRAKK,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRAKK5,RW12B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1230,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRAKK5,RW12B,HEFNR,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRAKK5,RW12B,DAFUS,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BRAKK5,RW12B,TRAVS,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BRAKK5,RW12B,SEKAY,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BRAKK5,RW12B,LIISA,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,BRAKK5,RW12B,BRAKK,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRAKK5,RW24, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2440,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRAKK5,RW24, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRAKK5,RW24,BRAKK,K3,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRAKK5,RW29, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3030,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRAKK5,RW29,HAGEE,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRAKK5,RW29,BRAKK,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRAKK5,RW30B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3030,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRAKK5,RW30B,PYUNG,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRAKK5,RW30B,BRAKK,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BRAKK5,HLV,BRAKK,K3,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,BRAKK5,HLV,RMMOS,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BRAKK5,HLV,HLV,K3,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUUC6,RW06, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0640,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUUC6,RW06, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUUC6,RW06,CHUUC,K3,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUUC6,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1230,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUUC6,RW11,LUUBE,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUUC6,RW11,DAFUS,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CHUUC6,RW11,GEJAY,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CHUUC6,RW11,CHUUC,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUUC6,RW12B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1230,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUUC6,RW12B,HEFNR,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUUC6,RW12B,DAFUS,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CHUUC6,RW12B,GEJAY,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CHUUC6,RW12B,CHUUC,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUUC6,RW24, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2440,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUUC6,RW24, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUUC6,RW24,CHUUC,K3,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUUC6,RW29, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3030,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUUC6,RW29,HAGEE,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUUC6,RW29,WAARN,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CHUUC6,RW29,ELDBB,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CHUUC6,RW29,CHUUC,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CHUUC6,RW30B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3030,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CHUUC6,RW30B,PYUNG,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CHUUC6,RW30B,ALLNT,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CHUUC6,RW30B,ELDBB,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CHUUC6,RW30B,CHUUC,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CHUUC6,ARG,CHUUC,K3,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CHUUC6,ARG,MYERZ,K3,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CHUUC6,ARG,ARG,K4,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CHUUC6,MYERZ,CHUUC,K3,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CHUUC6,MYERZ,MYERZ,K3,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DRUSE5,RW06, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0640,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DRUSE5,RW06, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DRUSE5,RW06,DRUSE,K5,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DRUSE5,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1230,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DRUSE5,RW11,LUUBE,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DRUSE5,RW11,DRUSE,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DRUSE5,RW12B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1230,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DRUSE5,RW12B,HEFNR,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DRUSE5,RW12B,DRUSE,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DRUSE5,RW24, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2440,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DRUSE5,RW24, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DRUSE5,RW24,DRUSE,K5,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DRUSE5,RW29, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3030,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DRUSE5,RW29,HAGEE,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DRUSE5,RW29,WAARN,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DRUSE5,RW29,ELDBB,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DRUSE5,RW29,BERAA,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DRUSE5,RW29,DRUSE,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DRUSE5,RW30B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3030,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DRUSE5,RW30B,PYUNG,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DRUSE5,RW30B,ALLNT,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DRUSE5,RW30B,ELDBB,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DRUSE5,RW30B,BERAA,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DRUSE5,RW30B,DRUSE,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DRUSE5,BNA,DRUSE,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,DRUSE5,BNA,PLESS,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,DRUSE5,BNA,DENNI,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,DRUSE5,BNA,TINGS,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,DRUSE5,BNA,LAJUG,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,DRUSE5,BNA,BNA,K7,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DRUSE5,DENNI,DRUSE,K5,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,DRUSE5,DENNI,PLESS,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,DRUSE5,DENNI,DENNI,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,EEMOS5,RW06, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0640,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,EEMOS5,RW06, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,EEMOS5,RW06,EEMOS,K5,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,EEMOS5,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1230,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,EEMOS5,RW11,FUNKE,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,EEMOS5,RW11,BEART,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,EEMOS5,RW11,GMSKI,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,EEMOS5,RW11,EEMOS,K5,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,EEMOS5,RW12B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1230,    ,+,01120,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,EEMOS5,RW12B,FUNKE,K3,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,EEMOS5,RW12B,BEART,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
