SID:010,1,ALPHA,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ALPHA,RW10,NA,NF,D, ,V   ,R,   ,FA,Y,NA,NF,D, ,      ,0000,0000,2100,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ALPHA,RW10,NAVUA,NF,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ALPHA,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2760,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ALPHA,RW28,NA,NF,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ALPHA,RW28,NA,NF,D, ,V   , ,   ,FA, ,NA,NF,D, ,      ,0000,0000,2100,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ALPHA,RW28,NAVUA,NF,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CHARLI,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CHARLI,RW10,NA,NF,D, ,V   , ,   ,FA, ,NA,NF,D, ,      ,0000,0000,1070,    ,+,01020,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,CHARLI,RW10,NA,NF,D, ,VE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CHARLI,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2760,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CHARLI,RW28, , , , ,    ,R,   ,VR,Y,NA,NF,D, ,      ,0540,    ,1070,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,CHARLI,RW28,NA,NF,D, ,VE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DELTA,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,DELTA,RW10, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0240,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,DELTA,RW10,NA,NF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,DELTA,RW10,ATOLL,NF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DELTA,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2760,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,DELTA,RW28, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,DELTA,RW28,NA,NF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,DELTA,RW28,ATOLL,NF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ECHO,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ECHO,RW10,NA,NF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ECHO,RW10,SAPIR,NF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ECHO,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2760,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ECHO,RW28, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ECHO,RW28,NA,NF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ECHO,RW28,SAPIR,NF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,FOXTRO,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FOXTRO,RW10,NA,NF,D, ,V   , ,   ,FA, ,NA,NF,D, ,      ,0000,0000,1760,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,FOXTRO,RW10,ISTOS,NF,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,FOXTRO,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2760,    ,+,00520,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FOXTRO,RW28,NA,NF,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,FOXTRO,RW28,NA,NF,D, ,V   , ,   ,FA, ,NA,NF,D, ,      ,0000,0000,1760,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,FOXTRO,RW28,ISTOS,NF,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOLF,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2760,    ,+,00500,     ,11000, ,   ,    ,   , , , , , , , , ;
SID:020,2,GOLF,RW28, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D10,D020J,D020J,NF,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D10,D020J,D286J,NF,P,C,EY  ,L,   ,AF, ,NA,NF,D, ,      ,2860,0100,0200,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D10,D020J,CF10,NF,P,C,EE  , ,   ,CF, ,NA,NF,D, ,      ,2740,0082,0940,0018,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D10,D170J,D170J,NF,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D10,D170J,D262J,NF,P,C,EY  ,R,   ,AF, ,NA,NF,D, ,      ,2620,0100,1700,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D10,D170J,CF10,NF,P,C,EE  , ,   ,CF, ,NA,NF,D, ,      ,2740,0082,0940,0018,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D10,NA,NA,NF,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D10,NA,NA,NF,D, ,V   , ,   ,FD, ,NA,NF,D, ,      ,0000,0000,2940,0100,+,02900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D10,NA,CF10,NF,P,C,EE  ,L,   ,CF,Y,NA,NF,D, ,      ,2740,0082,0940,0018,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D10, ,CF10,NF,P,C,E  I, ,   ,IF, ,NA,NF,D, ,      ,2740,0082,    ,    ,+,02500,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D10, ,NO,NF,D,B,E  F, ,   ,CF, ,NA,NF,D, ,      ,2740,0056,0940,0026,+,01650,     ,     , ,   ,    ,   ,NA,NF,D, ,B,0, ,S;
APPCH:025,D,D10, ,30VOR,NF,P,C,E S , ,   ,CF, ,NA,NF,D, ,      ,2740,0030,0940,0026,+,00850,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D10, ,RW10,NF,P,G,G  M, ,   ,CF, ,NA,NF,D, ,      ,2654,0006,0940,0024, ,00072,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D10, ,NA,NF,D, ,VYM , ,   ,CF, ,NA,NF,D, ,      ,0000,0000,0940,0006, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D10, , , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0940,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D10, ,NA,NF,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D28,D011J,D011J,NF,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01200,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D28,D011J,D100J,NF,P,C,E   ,R,   ,AF, ,NA,NF,D, ,      ,1000,0100,0110,    ,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D28,D011J,FF28,NF,P,C,EE  , ,   ,CF, ,NA,NF,D, ,      ,1000,0046,2800,0054,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D28,D191J,D191J,NF,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01200,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D28,D191J,D100J,NF,P,C,E   ,L,   ,AF, ,NA,NF,D, ,      ,1000,0100,1910,    ,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D28,D191J,FF28,NF,P,C,EE  , ,   ,CF, ,NA,NF,D, ,      ,1000,0046,2800,0054,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D28,NA,NA,NF,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D28,NA,NA,NF,D, ,VY  , ,   ,FC, ,NA,NF,D, ,      ,0000,0000,0800,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D28,NA,FF28,NF,P,C,EE  ,R,   ,CF,Y,NA,NF,D, ,      ,1000,0046,2800,0030,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D28, ,FF28,NF,P,C,E  F, ,   ,IF, ,NA,NF,D, ,      ,1000,0046,    ,    ,+,01200,     ,13000, ,   ,    ,   ,NA,NF,D, ,B,0, ,S;
APPCH:030,D,D28, ,RW28,NF,P,G,G  M, ,   ,CF, ,NA,NF,D, ,      ,1065,0006,2800,0040, ,00058,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D28, ,NA,NF,D, ,VYM , ,   ,CF, ,NA,NF,D, ,      ,0000,0000,2800,0006, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D28, , , , , ,    ,R,   ,VA,Y, , , , ,      ,    ,    ,0940,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D28, ,NA,NF,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I10,D020N,D020N,NF,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I10,D020N,D285N,NF,P,C,E   ,L,   ,AF, ,NA,NF,D, ,      ,2850,0140,0200,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
