SID:010,2,BAMA1C,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,01400,     ,05000, ,   ,    ,   ,USII,US,P,A,B, , , ;
SID:020,2,BAMA1C,RW01, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0780,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAMA1C,RW01,BAMAR,US,E,A,EEC , ,   ,CF, ,EKB,US,D, ,      ,2650,2154,0340,0310,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAMA1D,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1900,    ,+,01400,     ,05000, ,   ,    ,   ,USII,US,P,A,B, , , ;
SID:020,2,BAMA1D,RW19,LV,US,P,N,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAMA1D,RW19,BAMAR,US,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAMA1G,RW01, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0100,    ,+,01400,     ,05000, ,   ,    ,   ,USII,US,P,A,A, , , ;
SID:020,5,BAMA1G,RW01,BAMAR,US,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAMA1H,RW19, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1900,    ,+,01400,     ,05000, ,   ,    ,   ,USII,US,P,A,A, , , ;
SID:020,5,BAMA1H,RW19,BAMAR,US,E,A,EEC ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENIG1C,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,01400,     ,05000, ,   ,    ,   ,USII,US,P,A,B, , , ;
SID:020,2,ENIG1C,RW01, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1380,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
