SID:005,2,AGUT1G,RW02,DER02,UW,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,M,UW,P,N, , , , ;
SID:010,2,AGUT1G,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0190,    ,+,00900,     ,     ,-,215,    ,   , , , , , , , , ;
SID:020,2,AGUT1G,RW02,AGUTO,UW,E,A,EEC , ,   ,CF, ,BMK,UW,D, ,      ,0162,0391,0170,0370,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,AGUT1H,RW20,DER20,UW,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,LS,UW,P,N, , , , ;
SID:010,2,AGUT1H,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1990,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,AGUT1H,RW20,LS,UW,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:030,2,AGUT1H,RW20,AGUTO,UW,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGUT1J,RW02, , , , ,    , ,   ,CD, ,BMK,UW,D, ,      ,    ,    ,0190,0035, ,     ,     ,04000,-,215,    ,   ,BMK,UW,D, , , , , ;
SID:030,2,AGUT1J,RW02,AGUTO,UW,E,A,EEC , ,   ,CF, ,BMK,UW,D, ,      ,0162,0391,0160,0360,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGUT1K,RW20, , , , ,    , ,   ,CD, ,BMK,UW,D, ,      ,    ,    ,1990,0032, ,     ,     ,04000, ,   ,    ,   ,BMK,UW,D, , , , , ;
SID:020,2,AGUT1K,RW20, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGUT1K,RW20,AGUTO,UW,E,A,EEC , ,   ,CF, ,BMK,UW,D, ,      ,0162,0391,0160,0390,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGUT1L,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0190,    ,+,00850,     ,04000, ,   ,    ,   ,UWLL,UW,P,A, , , , ;
SID:020,5,AGUT1L,RW02,LL018,UW,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,195,    ,   , , , , , , , , ;
SID:030,5,AGUT1L,RW02,LL025,UW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGUT1L,RW02,AGUTO,UW,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGUT1M,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1990,    ,+,00850,     ,04000, ,   ,    ,   ,UWLL,UW,P,A, , , , ;
SID:020,5,AGUT1M,RW20,LL019,UW,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGUT1M,RW20,LL021,UW,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGUT1M,RW20,AGUTO,UW,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,ARPU1G,RW02,DER02,UW,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,M,UW,P,N, , , , ;
SID:010,2,ARPU1G,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0190,    ,+,00900,     ,     ,-,215,    ,   , , , , , , , , ;
SID:020,2,ARPU1G,RW02, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARPU1G,RW02,ARPUD,UU,E,A,EEC , ,   ,CF, ,BMK,UW,D, ,      ,2878,0664,2890,0610,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,ARPU1H,RW20,DER20,UW,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,04000, ,   ,    ,   ,LS,UW,P,N, , , , ;
SID:010,2,ARPU1H,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1990,    ,+,01000,     ,     ,-,215,    ,   , , , , , , , , ;
SID:020,2,ARPU1H,RW20, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0080,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARPU1H,RW20,ARPUD,UU,E,A,EEC , ,   ,CF, ,BMK,UW,D, ,      ,2878,0664,2850,0630,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARPU1J,RW02, , , , ,    , ,   ,CD, ,BMK,UW,D, ,      ,    ,    ,0190,0035, ,     ,     ,04000,-,215,    ,   ,BMK,UW,D, , , , , ;
