RWY:RW09L,-0590,      ,01380, ,    , ,   ;
RWY:RW09R,-0590,      ,01380, ,    , ,   ;S44290050,E169583689,0082;
RWY:RW27L,+0590,      ,01354, ,    , ,   ;S44291964,E169593715,0000;
RWY:RW27R,+0590,      ,01354, ,    , ,   ;
