SID:010,1,YYC8,RW17B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1650,    ,+,04010,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,YYC8,RW17B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,YYC8,RW29, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2850,    ,+,04010,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,YYC8,RW29, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,YYC8,RW35B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3450,    ,+,04010,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,YYC8,RW35B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ADVOX9,ALSIV,ALSIV,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,ADVOX9,ALSIV,SEKAN,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,ADVOX9,ALSIV,AMUNO,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,ADVOX9,ALSIV,ADVOX,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ADVOX9,AMUNO,AMUNO,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,ADVOX9,AMUNO,ADVOX,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ADVOX9,MATIR,MATIR,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,ADVOX9,MATIR,ALSIV,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,ADVOX9,MATIR,SEKAN,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,ADVOX9,MATIR,AMUNO,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,ADVOX9,MATIR,ADVOX,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,ADVOX9,SEKAN,SEKAN,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,ADVOX9,SEKAN,AMUNO,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,ADVOX9,SEKAN,ADVOX,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,ADVOX9,RW11,ADVOX,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,18000,-,230,    ,   , , , , , , , , ;
STAR:020,6,ADVOX9,RW11,FLAAM,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ADVOX9,RW11,LEXOK,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:040,6,ADVOX9,RW11,KISIL,CY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,ADVOX9,RW17B,ADVOX,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,18000,-,230,    ,   , , , , , , , , ;
STAR:020,6,ADVOX9,RW17B,FLAAM,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ADVOX9,RW17B,LEXOK,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:040,6,ADVOX9,RW17B,UBTON,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:050,6,ADVOX9,RW17B,SEPSO,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,6,ADVOX9,RW17B,SEPSO,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,3114,0193,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,ADVOX9,RW29,ADVOX,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,ADVOX9,RW29,FLAAM,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ADVOX9,RW29,OTMAG,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,ADVOX9,RW29,DEMLO,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,6,ADVOX9,RW29,PENDL,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,6,ADVOX9,RW29,PENDL,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,0796,0073,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,ADVOX9,RW35B,ADVOX,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,ADVOX9,RW35B,FLAAM,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,ADVOX9,RW35B,OTMAG,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,ADVOX9,RW35B,SELEV,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,6,ADVOX9,RW35B,MESKA,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,6,ADVOX9,RW35B,MESKA,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,2064,0162,1650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIRKO6,DATAV,DATAV,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,BIRKO6,DATAV,KELNU,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,BIRKO6,DATAV,BIRKO,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIRKO6,DUDNI,DUDNI,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,BIRKO6,DUDNI,BIRKO,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIRKO6,ILADA,ILADA,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,BIRKO6,ILADA,BIRKO,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIRKO6,KELNU,KELNU,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,BIRKO6,KELNU,BIRKO,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIRKO6,ONBOS,ONBOS,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,BIRKO6,ONBOS,DATAV,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,BIRKO6,ONBOS,KELNU,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,BIRKO6,ONBOS,BIRKO,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIRKO6,PIKLA,PIKLA,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,BIRKO6,PIKLA,ONBOS,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,BIRKO6,PIKLA,DATAV,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,BIRKO6,PIKLA,KELNU,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,BIRKO6,PIKLA,BIRKO,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,BIRKO6,UDPAV,UDPAV,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,BIRKO6,UDPAV,BIRKO,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,BIRKO6,RW11,BIRKO,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,BIRKO6,RW11,TOTUB,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,BIRKO6,RW11,EBDIK,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:050,6,BIRKO6,RW11,LETUT,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,6,BIRKO6,RW11,BOTAX,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,6,BIRKO6,RW11,BOTAX,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,2959,0166,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,BIRKO6,RW17B,BIRKO,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,18000,-,230,    ,   , , , , , , , , ;
STAR:020,6,BIRKO6,RW17B,TOTUB,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,BIRKO6,RW17B,ELSOG,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:040,6,BIRKO6,RW17B,UDNON,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,BIRKO6,RW17B,UDNON,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,3499,0160,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,BIRKO6,RW29,BIRKO,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,18000,-,230,    ,   , , , , , , , , ;
STAR:020,6,BIRKO6,RW29,TOTUB,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,BIRKO6,RW29,PENDL,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:040,6,BIRKO6,RW29,SIMGI,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,BIRKO6,RW29,SIMGI,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,0874,0104,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,BIRKO6,RW35B,BIRKO,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,BIRKO6,RW35B,TOTUB,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,BIRKO6,RW35B,EBDIK,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:050,6,BIRKO6,RW35B,LIBUX,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,6,BIRKO6,RW35B,MATAV,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:070,6,BIRKO6,RW35B,MATAV,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,1586,0113,1650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EBGAL7,ETLEM,ETLEM,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,EBGAL7,ETLEM,EBGAL,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EBGAL7,ILOSA,ILOSA,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,EBGAL7,ILOSA,EBGAL,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EBGAL7,MOBEK,MOBEK,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,EBGAL7,MOBEK,OMRIT,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,EBGAL7,MOBEK,NAMTI,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,EBGAL7,MOBEK,ILOSA,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,EBGAL7,MOBEK,EBGAL,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EBGAL7,NAMTI,NAMTI,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,EBGAL7,NAMTI,ILOSA,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,EBGAL7,NAMTI,EBGAL,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EBGAL7,OMRIT,OMRIT,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,EBGAL7,OMRIT,NAMTI,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,EBGAL7,OMRIT,ILOSA,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,EBGAL7,OMRIT,EBGAL,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EBGAL7,TOVUM,TOVUM,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,EBGAL7,TOVUM,ETLEM,CY,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,EBGAL7,TOVUM,EBGAL,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,EBGAL7,VESDO,VESDO,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,EBGAL7,VESDO,EBGAL,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,EBGAL7,RW11,EBGAL,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:015,6,EBGAL7,RW11,TIDUK,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,6,EBGAL7,RW11,PIDLA,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:040,6,EBGAL7,RW11,ITPAK,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:050,6,EBGAL7,RW11,ITPAK,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,2599,0181,2850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,EBGAL7,RW17B,EBGAL,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL210,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:015,6,EBGAL7,RW17B,TIDUK,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,6,EBGAL7,RW17B,KEBNO,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,6,EBGAL7,RW17B,MUPUV,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:050,6,EBGAL7,RW17B,ELSOG,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:060,6,EBGAL7,RW17B,ELSOG,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,3510,0129,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,EBGAL7,RW29,EBGAL,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,18000,-,230,    ,   , , , , , , , , ;
STAR:020,6,EBGAL7,RW29,TIDUK,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:030,6,EBGAL7,RW29,HENRI,CY,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,EBGAL7,RW35L,EBGAL,CY,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,18000,-,230,    ,   , , , , , , , , ;
STAR:020,6,EBGAL7,RW35L,TIDUK,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:030,6,EBGAL7,RW35L,MATAV,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:040,6,EBGAL7,RW35L,ANEVO,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,6,EBGAL7,RW35L,ANEVO,CY,P,C,EE  , ,   ,FM, ,YYC,CY,D, ,      ,1605,0158,1650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
