SID:010,4,SPACX2,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0730,    ,+,00580,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,SPACX2,RW07,SPACX,K2,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,SPACX2,RW07,SPACX,K2,P,C,EE  , ,   ,FM, ,LAX,K2,D, ,      ,1701,0067,2000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,SPACX2,RW25, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2530,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,SPACX2,RW25,SPACX,K2,P,C,E   , ,   ,CF, ,LAX,K2,D, ,      ,1701,0067,2000,0072, ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,SPACX2,RW25,SPACX,K2,P,C,EE  , ,   ,FM, ,LAX,K2,D, ,      ,1701,0067,2000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,EMMLN2,DAG,DAG,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,EMMLN2,DAG,BASAL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,EMMLN2,DAG,APLES,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,EMMLN2,HEC,HEC,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,EMMLN2,HEC,GILLM,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,EMMLN2,HEC,APLES,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EMMLN2,ALL,APLES,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,10000,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,EMMLN2,ALL,EMMLN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,EMMLN2,ALL,CAPTZ,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,10000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,EMMLN2,ALL,RRIZE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,EMMLN2,ALL,PDZ,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,2,EMMLN2,ALL,RNDAL,K2,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,2,EMMLN2,ALL,KHHR,K2,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,2350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,IRNMN2,BURGL,BURGL,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,IRNMN2,BURGL,DOUIT,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,IRNMN2,BURGL,CROWY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL290,FL260,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,IRNMN2,BURGL,MUPTT,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL270,FL230,     , ,280,    ,   , , , , , , , , ;
STAR:050,4,IRNMN2,BURGL,MDOTS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL240,FL200,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,IRNMN2,BURGL,GRIPR,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL190,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,IRNMN2,BURGL,BIKNG,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,16000,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,IRNMN2,BURGL,RUNNN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,14000,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,IRNMN2,BURGL,IRNMN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,16000,12000,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,IRNMN2,FRASR,FRASR,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,IRNMN2,FRASR,IRNMN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,16000,12000,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,IRNMN2,MUPTT,MUPTT,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL270,FL230,18000, ,280,    ,   , , , , , , , , ;
STAR:020,4,IRNMN2,MUPTT,MDOTS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL240,FL200,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,IRNMN2,MUPTT,GRIPR,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL190,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,IRNMN2,MUPTT,BIKNG,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL200,16000,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,IRNMN2,MUPTT,RUNNN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,14000,     , ,   ,    ,   , , , , , , , , ;
