SID:010,2,DAPO1A,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,05690,     ,11000, ,   ,    ,   ,RAF,OI,D,B, , , , ;
SID:020,2,DAPO1A,RW29, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAPO1A,RW29,DAPOX,OI,E,A,EEC , ,   ,CF, ,KER,OI,D, ,      ,2821,0618,3140,0180,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAPO1B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,05690,     ,11000, ,   ,    ,   ,RAF,OI,D,B, , , , ;
SID:020,2,DAPO1B,RW11, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAPO1B,RW11,DAPOX,OI,E,A,EEC , ,   ,CF, ,KER,OI,D, ,      ,2821,0618,3140,0140,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KER3A,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,05690,     ,11000, ,   ,    ,   ,RAF,OI,D,B, , , , ;
SID:020,2,KER3A,RW29, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1180,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KER3A,RW29,KER,OI,D, ,VE  , ,   ,CF, ,KER,OI,D, ,      ,0000,0000,0880,0440, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KER3B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,05690,     ,11000, ,   ,    ,   ,RAF,OI,D,B, , , , ;
SID:020,2,KER3B,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KER3B,RW11,KER,OI,D, ,VE  , ,   ,CF, ,KER,OI,D, ,      ,0000,0000,0880,0460, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SRJ2A,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,05690,     ,11000, ,   ,    ,   ,RAF,OI,D,B, , , , ;
SID:020,2,SRJ2A,RW29,RAF,OI,D,B,E   , ,   ,FA, ,SRJ,OI,D, ,      ,0217,0492,2900,    ,+,07200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SRJ2A,RW29, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SRJ2A,RW29,SRJ,OI,D, ,VE  , ,   ,CF, ,SRJ,OI,D, ,      ,0000,0000,2020,0380, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SRJ2B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,05690,     ,11000, ,   ,    ,   ,RAF,OI,D,B, , , , ;
SID:020,2,SRJ2B,RW11,RAF,OI,D,B,E   , ,   ,FA, ,SRJ,OI,D, ,      ,0217,0492,1100,    ,+,06500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SRJ2B,RW11, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2320,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SRJ2B,RW11,SRJ,OI,D, ,VE  , ,   ,CF, ,SRJ,OI,D, ,      ,0000,0000,2020,0440, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
