RWY:RW10L,     ,      ,00342, ,    , ,   ;N52161650,E020540780,0000;
RWY:RW10R,     ,      ,00343, ,    , ,   ;N52161363,E020535249,0000;
RWY:RW28L,     ,      ,00352, ,    , ,   ;N52160448,E020545947,0000;
RWY:RW28R,     ,      ,00349, ,    , ,   ;N52160950,E020545930,0000;
