SID:010,5,BIVO1A,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2140,    ,+,01700,     ,05000, ,   ,    ,   ,SBSI,SB,P,A,A, , , ;
SID:020,5,BIVO1A,RW21,BIVOB,SB,P,C,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,6,BIVO1A,DARBA,BIVOB,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000,-,250,    ,   ,SBSI,SB,P,A,A, , , ;
SID:020,6,BIVO1A,DARBA,DARBA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BIVO1A,PALEP,BIVOB,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000,-,250,    ,   ,SBSI,SB,P,A,A, , , ;
SID:020,6,BIVO1A,PALEP,PALEP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BIVO1A,PUKUT,BIVOB,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000,-,250,    ,   ,SBSI,SB,P,A,A, , , ;
SID:020,6,BIVO1A,PUKUT,PUKUT,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DORN1A,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2140,    ,+,01700,     ,05000, ,   ,    ,   ,SBSI,SB,P,A,A, , , ;
SID:020,5,DORN1A,RW21,DORNO,SB,E,A,EEC , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EGBI1A,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2140,    ,+,01700,     ,05000, ,   ,    ,   ,SBSI,SB,P,A,A, , , ;
SID:020,5,EGBI1A,RW21,EGBIV,SB,P,C,EE  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,6,EGBI1A,OBGAT,EGBIV,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000,-,250,    ,   ,SBSI,SB,P,A,A, , , ;
SID:020,6,EGBI1A,OBGAT,OBGAT,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EGBI1A,OBKAV,EGBIV,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000,-,250,    ,   ,SBSI,SB,P,A,A, , , ;
SID:020,6,EGBI1A,OBKAV,OBKAV,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
