SID:005,5,AMUD1B,RW25L,AB210,HA,P,C,E   , ,   ,CF, ,GWZ,HA,D, ,      ,1964,0096,2520,0050, ,     ,     ,14000, ,   ,    ,   ,HAAB,HA,P,A,B, , , ;
SID:010,5,AMUD1B,RW25L,AB211,HA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AMUD1B,RW25L,AB212,HA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AMUD1B,RW25L,AB216,HA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AMUD1B,RW25L,AB217,HA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AMUD1B,RW25L,MARCO,HA,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AMUD1B,RW25L,AMUDO,HA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,AMUD2B,RW25R,APRAL,HA,P,C,E   , ,   ,CF, ,GWZ,HA,D, ,      ,1963,0095,2520,0050, ,     ,     ,14000, ,   ,    ,   ,HAAB,HA,P,A,B, , , ;
SID:010,5,AMUD2B,RW25R,AB211,HA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AMUD2B,RW25R,AB212,HA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
