SID:005,1,NUGTU2,RW10,RW28,EG,P,G,G   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   , , , , , , , , ;
SID:010,1,NUGTU2,RW10, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1020,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NUGTU2,RW10, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NUGTU2,RW10,NUGTU,EG,E,A,EE  , ,   ,CF, ,BKY,EG,D, ,      ,0033,0413,3240,0230,B,FL090,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:005,1,NUGTU2,RW28,RW10,EG,P,G,G   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   , , , , , , , , ;
SID:010,1,NUGTU2,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2820,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NUGTU2,RW28, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,NUGTU2,RW28,NUGTU,EG,E,A,EE  , ,   ,CF, ,BKY,EG,D, ,      ,0033,0413,3240,0200,B,FL090,FL080,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I10,IRDAB,IRDAB,EG,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1020,0060,+,02600,     ,     ,-,265,    ,   , , , , , ,0,D,S;
APPCH:010,I,I10, ,IRDAB,EG,P,C,E  I, ,   ,IF, ,IMIL,EG,P,I,      ,2823,0130,    ,    ,J,02600,01600,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I10, ,UGDAB,EG,P,C,E  F, ,   ,CF, ,IMIL,EG,P,I,      ,2823,0066,1020,0063,H,01600,01600,     , ,   ,-290,   ,MLD,EG,D, , ,0,D,S;
APPCH:030,I,I10, ,RW10,EG,P,G,G  M, ,   ,CF, ,IMIL,EG,P,I,      ,2823,0018,1020,0049, ,00079,     ,     , ,   ,-290,   , , , , , ,0,D,S;
