SID:010,2,DOKU1J,RW09,SIB,LR,D,B,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SIB,LR,D,B, , , , ;
SID:020,2,DOKU1J,RW09,BILRO,LR,E,A,E   , ,   ,CF, ,SBI,LR,D, ,      ,0113,0211,0040,0200,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DOKU1J,RW09,TGM,LR,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DOKU1J,RW09,DOKUD,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOKU1P,RW09,SB991,LR,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,07000, ,   ,    ,   ,SIB,LR,D,B, , , , ;
SID:020,5,DOKU1P,RW09,OTRIX,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOKU1P,RW09,XANAN,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOKU1P,RW09,PINUB,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOKU1P,RW09,DOKUD,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOKU1Q,RW27,SB771,LR,E,A,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,07000,-,230,    ,   ,SIB,LR,D,B, , , , ;
SID:020,5,DOKU1Q,RW27,RUSAG,LR,E,A,E   ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DOKU1Q,RW27,XANAN,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DOKU1Q,RW27,PINUB,LR,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DOKU1Q,RW27,DOKUD,LR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DOKU1W,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2680,    ,+,02900,     ,07000, ,   ,    ,   ,SIB,LR,D,B, , , , ;
SID:020,2,DOKU1W,RW27,ELSEK,LR,E,A,E   ,R,   ,CF, ,SBI,LR,D, ,      ,3585,0211,0170,0200,+,FL090,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,DOKU1W,RW27,TGM,LR,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
