SID:010,5,ARCK1P,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,01700,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,ARCK1P,RW06,LX24F,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARCK1P,RW06,DIK,EL,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARCK1P,RW06,GESLO,EL,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARCK1P,RW06,LX866,EL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARCK1P,RW06,ARCKY,EB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARCK1R,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2370,    ,+,01700,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,ARCK1R,RW24,LX06F,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARCK1R,RW24,GESLO,EL,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARCK1R,RW24,LX866,EL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARCK1R,RW24,ARCKY,EB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASMO1P,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,01700,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,ASMO1P,RW06,LX24F,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASMO1P,RW06,ASMOX,ED,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASMO1R,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2370,    ,+,01700,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,ASMO1R,RW24,LX06F,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASMO1R,RW24,ASMOX,ED,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASMO4T,RW06,D057F,EL,P,C,EY  , ,   ,CF, ,LUX,EL,D, ,      ,0570,0060,0570,0070, ,     ,     ,05000, ,   ,    ,   ,DIK,EL,D, , , , , ;
SID:020,2,ASMO4T,RW06, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2990,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASMO4T,RW06,ASMOX,ED,E,A,EE  , ,   ,CF, ,LUX,EL,D, ,      ,0011,0159,0010,0070,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASMO4Z,RW24,D237H,EL,P,C,EY  , ,   ,CF, ,LUX,EL,D, ,      ,2370,0080,2370,0060, ,     ,     ,05000, ,   ,    ,   ,DIK,EL,D, , , , , ;
SID:020,2,ASMO4Z,RW24,DIK,EL,D, ,V   ,R,   ,CF,Y,DIK,EL,D, ,      ,0000,0000,0180,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASMO4Z,RW24,ASMOX,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIK5T,RW06,D057F,EL,P,C,EY  , ,   ,CF, ,LUX,EL,D, ,      ,0570,0060,0570,0070, ,     ,     ,05000, ,   ,    ,   ,DIK,EL,D, , , , , ;
SID:020,2,DIK5T,RW06,DIK,EL,D, ,VE  ,L,   ,CF, ,DIK,EL,D, ,      ,0000,0000,2990,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIK5X,RW24,D237H,EL,P,C,EY  , ,   ,CF, ,LUX,EL,D, ,      ,2370,0080,2370,0060, ,     ,     ,05000, ,   ,    ,   ,DIK,EL,D, , , , , ;
SID:020,2,DIK5X,RW24,DIK,EL,D, ,VE  ,R,   ,CF,Y,DIK,EL,D, ,      ,0000,0000,0180,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EXCO1P,RW06,DER06,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,EXCO1P,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EXCO1P,RW06,EXCOS,ED,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EXCO2R,RW24,LX892,EL,P,C,EY  , ,   ,CF, ,SAV,LF,D, ,      ,3102,0707,2370,0030, ,     ,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,EXCO2R,RW24,LX893,EL,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EXCO2R,RW24,EXCOS,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EXCO4T,RW06,DER06,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,DIK,EL,D, , , , , ;
SID:020,2,EXCO4T,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EXCO4T,RW06, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EXCO4T,RW06,EXCOS,ED,E,A,EE  , ,   ,CF, ,LUX,EL,D, ,      ,1118,0096,1120,0040,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EXCO4X,RW24,D237E,EL,P,C,EY  , ,   ,CF, ,LUX,EL,D, ,      ,2370,0054,2370,0040, ,     ,     ,05000, ,   ,    ,   ,DIK,EL,D, , , , , ;
SID:020,2,EXCO4X,RW24,EXCOS,ED,E,A,EE  ,L,   ,CF,Y,LUX,EL,D, ,      ,1118,0096,0760,0120,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GTQ2Q,RW24,LX892,EL,P,C,EY  , ,   ,CF, ,SAV,LF,D, ,      ,3102,0707,2370,0030, ,     ,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,GTQ2Q,RW24,LX895,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GTQ2Q,RW24,LX896,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GTQ2Q,RW24,LX899,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GTQ2Q,RW24,GTQ,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GTQ3P,RW06,DER06,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,GTQ3P,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GTQ3P,RW06,LX775,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,FL090,04000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GTQ3P,RW06,LX898,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GTQ3P,RW06,LX772,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GTQ3P,RW06,LX771,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,GTQ3P,RW06,GTQ,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GTQ4T,RW06,DER06,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,DIK,EL,D, , , , , ;
SID:020,2,GTQ4T,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GTQ4T,RW06,LX890,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GTQ4T,RW06,GT27B,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GTQ4T,RW06,D334Y,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GTQ4T,RW06,GTQ,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GTQ4X,RW24,D237E,EL,P,C,EY  , ,   ,CF, ,LUX,EL,D, ,      ,2370,0054,2370,0040, ,     ,     ,05000, ,   ,    ,   ,DIK,EL,D, , , , , ;
SID:020,2,GTQ4X,RW24,GTQ38,EL,P,C,E   ,L,   ,CF,Y,LUX,EL,D, ,      ,1447,0053,0760,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GTQ4X,RW24,GT27B,LF,P,C,E   , ,   ,CF, ,LUX,EL,D, ,      ,1490,0164,1540,0110,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GTQ4X,RW24,D334Y,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GTQ4X,RW24,GTQ,LF,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LNO1P,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,01700,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,LNO1P,RW06,LX24F,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LNO1P,RW06,DIK,EL,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LNO1P,RW06,GESLO,EL,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LNO1P,RW06,LX873,EL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LNO1P,RW06,LNO,EB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LNO1R,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2370,    ,+,01700,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,LNO1R,RW24,LX06F,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LNO1R,RW24,GESLO,EL,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LNO1R,RW24,LX873,EL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LNO1R,RW24,LNO,EB,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MMD1P,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0570,    ,+,01700,     ,05000, ,   ,    ,   ,ELLX,EL,P,A, , , , ;
SID:020,5,MMD1P,RW06,LX24F,EL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MMD1P,RW06,LX101,EL,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,MMD1P,RW06,LX063,EL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MMD1P,RW06,LX894,EB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
