SID:010,5,ARKE1D,RW01,YS614,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,0081,0047,0100,0040, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,ARKE1D,RW01,YS610,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARKE1D,RW01,ARKEV,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARKE1Q,RW19,YS604,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,1914,0062,1900,0060, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,ARKE1Q,RW19,YS605,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARKE1Q,RW19,ARKEV,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DESA1D,RW01,YS614,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,0081,0047,0100,0040, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,DESA1D,RW01,YS610,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DESA1D,RW01,DESAM,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DESA1Q,RW19,YS604,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,1914,0062,1900,0060, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,DESA1Q,RW19,YS605,FK,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DESA1Q,RW19,DESAM,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ERKU1D,RW01,YS614,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,0081,0047,0100,0040, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,ERKU1D,RW01,GAPSU,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ERKU1D,RW01,YS608,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ERKU1D,RW01,ERKUT,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ERKU1Q,RW19,YS604,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,1914,0062,1900,0060, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,ERKU1Q,RW19,ERKUT,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODRO1D,RW01,YS614,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,0081,0047,0100,0040, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,ODRO1D,RW01,GAPSU,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ODRO1D,RW01,YS616,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ODRO1D,RW01,ODROL,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODRO1Q,RW19,YS604,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,1914,0062,1900,0060, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,ODRO1Q,RW19,YS605,FK,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ODRO1Q,RW19,YS607,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ODRO1Q,RW19,ODROL,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TAPE1D,RW01,YS614,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,0081,0047,0100,0040, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,TAPE1D,RW01,YS610,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TAPE1D,RW01,TAPEK,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TAPE1Q,RW19,YS604,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,1914,0062,1900,0060, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,TAPE1Q,RW19,TAPEK,FK,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UBOS1D,RW01,YS614,FK,P,C,E   , ,010,CF, ,NLY,FK,D, ,      ,0081,0047,0100,0040, ,     ,     ,05800, ,   ,    ,   , , , , , , , , ;
SID:020,5,UBOS1D,RW01,GAPSU,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,UBOS1D,RW01,YS615,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
