SID:010,2,ESB01D,RW03,D025D,ZS,P,C,E   , ,   ,CF, ,SUF,ZS,D, ,      ,0250,0040,0250,0040,+,00680,     ,05930, ,   ,    ,   ,SUF,ZS,D, , , , , ;
SID:020,2,ESB01D,RW03,D025G,ZS,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ESB01D,RW03,SASAN,ZS,E,A,E C ,L,   ,CF,Y,VMB,ZS,D, ,      ,1496,0113,2370,0060,+,FL069,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,2,ESB01D,RW03,ESBAG,ZS,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ESB11D,RW21,D205F,ZS,P,C,EY  , ,   ,CF, ,SUF,ZS,D, ,      ,2050,0058,2050,0050,+,01010,     ,05930, ,   ,    ,   ,SUF,ZS,D, , , , , ;
SID:020,2,ESB11D,RW21,SASAN,ZS,E,A,E C ,R,   ,CF,Y,VMB,ZS,D, ,      ,1496,0113,0110,0100,+,FL069,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,ESB11D,RW21,ESBAG,ZS,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ESB81D,RW21,WX202,ZS,P,C,EY  , ,010,CF, ,SUF,ZS,D, ,      ,2056,0054,2050,0050,+,01010,     ,05910, ,   ,    ,   ,SUF,ZS,D, , , , , ;
SID:020,5,ESB81D,RW21,WX206,ZS,P,C,E  H,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,ESB81D,RW21,SASAN,ZS,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL069,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ESB81D,RW21,ESBAG,ZS,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ESB91D,RW03,WX303,ZS,P,C,E   , ,010,CF, ,SUF,ZS,D, ,      ,0250,0101,0250,0100, ,     ,     ,05910, ,   ,    ,   ,SUF,ZS,D, , , , , ;
SID:020,5,ESB91D,RW03,WX306,ZS,P,C,E  H,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,ESB91D,RW03,SASAN,ZS,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL069,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ESB91D,RW03,ESBAG,ZS,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,JTN01D,RW03,D025D,ZS,P,C,EY  , ,   ,CF, ,SUF,ZS,D, ,      ,0250,0040,0250,0040,+,00680,     ,05930, ,   ,    ,   ,SUF,ZS,D, , , , , ;
SID:020,2,JTN01D,RW03,WX211,ZS,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02970,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,JTN01D,RW03,WX212,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL138,FL098,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,JTN01D,RW03,JTN,ZS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,JTN11D,RW21,D205F,ZS,P,C,EY  , ,   ,CF, ,SUF,ZS,D, ,      ,2050,0058,2050,0050,+,01010,     ,05930, ,   ,    ,   ,SUF,ZS,D, , , , , ;
SID:020,2,JTN11D,RW21,SUF,ZS,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,JTN11D,RW21,WX211,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02970,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,JTN11D,RW21,WX212,ZS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL138,FL098,     , ,   ,    ,   , , , , , , , , ;
