SID:010,2,DORO5J,RW19, , , , ,    , ,   ,CD, ,GNV,UR,D, ,      ,    ,    ,1860,0025, ,     ,     ,06040, ,   ,    ,   ,URKG,UR,P,A, , , , ;
SID:020,2,DORO5J,RW19, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DORO5J,RW19,DOROL,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,2725,0196,2720,0150,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DORO5K,RW19,KG022,UR,P,C,EY  , ,   ,CF, ,GNV,UR,D, ,      ,1885,0025,1860,0030, ,     ,     ,06040, ,   ,    ,   ,URKG,UR,P,A, , , , ;
SID:020,5,DORO5K,RW19,KG019,UR,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DORO5K,RW19,DOROL,UR,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DORO5L,RW01,DE01A,UR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06040, ,   ,    ,   ,URKG,UR,P,A, , , , ;
SID:020,2,DORO5L,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3520,    ,+,00920,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,DORO5L,RW01, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DORO5L,RW01,DOROL,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,2725,0196,2730,0140,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DORO5M,RW01,RW01,UR,P,G,GY  , ,   ,FC, ,GNV,UR,D, ,      ,2060,0003,0060,0012, ,     ,     ,06040,-,205,    ,   ,URKG,UR,P,A, , , , ;
SID:020,5,DORO5M,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3520,    ,+,00920,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,DORO5M,RW01,DOROL,UR,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DORO5P,RW19, , , , ,    , ,   ,CD, ,GNV,UR,D, ,      ,    ,    ,1860,0025, ,     ,     ,06040, ,   ,    ,   ,URKG,UR,P,A, , , , ;
SID:020,2,DORO5P,RW19, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DORO5P,RW19,DOROL,UR,E,A,EEC , ,   ,CF, ,GNV,UR,D, ,      ,2725,0196,2730,0150,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DORO5R,RW01,DE01A,UR,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06040, ,   ,    ,   ,URKG,UR,P,A, , , , ;
SID:020,2,DORO5R,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3520,    ,+,00920,     ,     ,-,205,    ,   , , , , , , , , ;
