SID:010,4,AHMET5,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0720,    ,+,01300,     ,18000, ,   ,    ,   ,KLPR,K5,P,A, , , , ;
SID:020,4,AHMET5,RW07, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AHMET5,RW07,AHMET,K5,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,AHMET5,RW25, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2520,    ,+,01300,     ,18000, ,   ,    ,   ,KLPR,K5,P,A, , , , ;
SID:020,4,AHMET5,RW25, , , , ,    ,R,   ,VM, , , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,AHMET5,RW25,AHMET,K5,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AHMET5, ,AHMET,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   ,KLPR,K5,P,A, , , , ;
SID:020,5,AHMET5, ,KKIDS,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,AHMET5,EWC,KKIDS,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,18000, ,   ,    ,   ,KLPR,K5,P,A, , , , ;
SID:020,6,AHMET5,EWC,ZAVEE,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,AHMET5,EWC,EWC,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,AHMET5,NUSMM,KKIDS,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,14000,     ,18000, ,   ,    ,   ,KLPR,K5,P,A, , , , ;
SID:020,6,AHMET5,NUSMM,NUSMM,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CAVVS5,RW07, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0730,    ,+,01300,     ,18000, ,   ,    ,   ,KLPR,K5,P,A, , , , ;
SID:020,4,CAVVS5,RW07, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
