SID:010,2,EGVA1A,RW30,RW30,OI,P,G,G   , ,   ,FA, ,AWZ,OI,D, ,      ,1260,0008,3000,    ,+,01000,     ,04000, ,   ,    ,   ,AWZ,OI,D, , , , , ;
SID:020,2,EGVA1A,RW30, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGVA1A,RW30,EGVAX,OI,E,A,EEC , ,   ,CF, ,AWZ,OI,D, ,      ,0350,0300,0360,0250,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGVA1B,RW12,RW12,OI,P,G,G   , ,   ,FA, ,AWZ,OI,D, ,      ,2955,0010,1200,    ,+,01000,     ,04000, ,   ,    ,   ,AWZ,OI,D, , , , , ;
SID:020,2,EGVA1B,RW12, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0060,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGVA1B,RW12,EGVAX,OI,E,A,EEC , ,   ,CF, ,AWZ,OI,D, ,      ,0350,0300,0360,0250,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGVA1C,RW30,RW30,OI,P,G,G   , ,   ,FA, ,AWZ,OI,D, ,      ,1260,0008,3000,    ,+,01000,     ,04000, ,   ,    ,   ,AWZ,OI,D, , , , , ;
SID:020,2,EGVA1C,RW30, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGVA1C,RW30,AWZ,OI,D, ,V   , ,   ,FA, ,AWZ,OI,D, ,      ,0000,0000,2700,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGVA1C,RW30,AWZ,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EGVA1C,RW30,EGVAX,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGVA1D,RW12, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1200,    ,+,00470,     ,04000, ,   ,    ,   ,AWZ,OI,D, , , , , ;
SID:030,2,EGVA1D,RW12,AWZ,OI,D, ,V   , ,   ,FA, ,AWZ,OI,D, ,      ,0000,0000,1500,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGVA1D,RW12,AWZ,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
