APPCH:010,A,I01,DF550,DF550,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01,DF550,SUXEM,ES,P,C,EE B, ,010,TF, ,NDF,ES,P,I,      ,    ,    ,    ,    ,+,02000,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01,DF711,DF711,ES,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01,DF711,SUXEM,ES,P,C,EE B, ,010,TF, ,NDF,ES,P,I,      ,    ,    ,    ,    ,+,02000,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,I01,DF712,DF712,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I01,DF712,SUXEM,ES,P,C,EE B, ,010,TF, ,NDF,ES,P,I,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I01, ,SUXEM,ES,P,C,E  I, ,   ,IF, ,NDF,ES,P,I,      ,1837,0114,    ,    ,J,02000,02000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I01, ,FF01,ES,P,C,E  F, ,   ,CF, ,NDF,ES,P,I,      ,1837,0070,0040,0045,H,02000,02000,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:030,I,I01, ,RW01,ES,P,G,G  M, ,   ,CF, ,NDF,ES,P,I,      ,1837,0014,0040,0055, ,00232,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I01, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0040,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I01, , , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0040,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I19,DF531,DF531,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I19,DF531,EKLOV,ES,P,C,EE B, ,010,TF, ,DF,ES,P,I,      ,    ,    ,    ,    ,+,02000,     ,     ,-,200,    ,   , , , , , ,0,D,S;
APPCH:010,A,I19,DF532,DF532,ES,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I19,DF532,EKLOV,ES,P,C,EE B, ,010,TF, ,DF,ES,P,I,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I19,DF850,DF850,ES,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I19,DF850,EKLOV,ES,P,C,EE B, ,010,TF, ,DF,ES,P,I,      ,    ,    ,    ,    ,+,02000,     ,     ,-,200,    ,   , , , , , ,0,D,S;
APPCH:010,I,I19, ,EKLOV,ES,P,C,E  I, ,   ,IF, ,DF,ES,P,I,      ,0037,0114,    ,    ,J,02000,02000,     , ,   ,    ,   , , , , , ,0,D,S;
