SID:010,5,BASL6E,RW13,CR422,LF,P,C,EY  , ,   ,CF, ,TOU,LF,D, ,      ,0537,0686,1280,0070, ,     ,     ,06000, ,   ,    ,   ,LFCR,LF,P,A,A, , , ;
SID:020,5,BASL6E,RW13,BASLI,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BASL6W,RW31,CR421,LF,P,C,EY  , ,   ,CF, ,TOU,LF,D, ,      ,0448,0663,3080,0040, ,     ,     ,06000, ,   ,    ,   ,LFCR,LF,P,A,A, , , ;
SID:020,5,BASL6W,RW31,CR422,LF,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BASL6W,RW31,CR426,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BASL6W,RW31,BASLI,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ESIS6E,RW13,CR420,LF,P,C,EY  , ,   ,CF, ,TOU,LF,D, ,      ,0515,0679,1280,0040, ,     ,     ,06000, ,   ,    ,   ,LFCR,LF,P,A,A, , , ;
SID:020,5,ESIS6E,RW13,CR421,LF,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ESIS6E,RW13,CR425,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ESIS6E,RW13,RATRA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ESIS6E,RW13,ESISI,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ESIS6W,RW31,CR421,LF,P,C,EY  , ,   ,CF, ,TOU,LF,D, ,      ,0448,0663,3080,0040, ,     ,     ,06000, ,   ,    ,   ,LFCR,LF,P,A,A, , , ;
SID:020,5,ESIS6W,RW31,RATRA,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ESIS6W,RW31,ESISI,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GAI6E,RW13,CR422,LF,P,C,EY  , ,   ,CF, ,TOU,LF,D, ,      ,0537,0686,1280,0070, ,     ,     ,06000, ,   ,    ,   ,LFCR,LF,P,A,A, , , ;
SID:020,5,GAI6E,RW13,GAI,LF,D, ,VEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GAI6W,RW31,CR421,LF,P,C,EY  , ,   ,CF, ,TOU,LF,D, ,      ,0448,0663,3080,0040, ,     ,     ,06000, ,   ,    ,   ,LFCR,LF,P,A,A, , , ;
SID:020,5,GAI6W,RW31,CR424,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GAI6W,RW31,GAI,LF,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MEN6E,RW13,CR422,LF,P,C,EY  , ,   ,CF, ,TOU,LF,D, ,      ,0537,0686,1280,0070, ,     ,     ,06000, ,   ,    ,   ,LFCR,LF,P,A,A, , , ;
