SID:010,5,ABNE2G,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0270,    ,+,00800,     ,03000, ,   ,    ,   ,RW21,EH,P,G, , , , ;
SID:020,5,ABNE2G,RW03,BD544,EH,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ABNE2G,RW03,YOGCE,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ABNE2G,RW03,EHOJI,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ABNE2G,RW03,HAMZA,EH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ABNE2G,RW03,ABNED,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ABNE2H,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2070,    ,+,00600,     ,03000, ,   ,    ,   ,RW21,EH,P,G, , , , ;
SID:020,5,ABNE2H,RW21,BD545,EH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ABNE2H,RW21,YOGCE,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ABNE2H,RW21,EHOJI,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ABNE2H,RW21,HAMZA,EH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ABNE2H,RW21,ABNED,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIBI3G,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0270,    ,+,00800,     ,03000, ,   ,    ,   ,RW21,EH,P,G, , , , ;
SID:020,5,DIBI3G,RW03,BD541,EH,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIBI3G,RW03,BD540,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DIBI3G,RW03,DIBIR,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DIBI3G,RW03,LMA,ED,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIBI3H,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2070,    ,+,00600,     ,03000, ,   ,    ,   ,RW21,EH,P,G, , , , ;
SID:020,5,DIBI3H,RW21,BD541,EH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIBI3H,RW21,BD540,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DIBI3H,RW21,DIBIR,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DIBI3H,RW21,LMA,ED,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INKE3G,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0270,    ,+,00800,     ,03000, ,   ,    ,   ,RW21,EH,P,G, , , , ;
SID:020,5,INKE3G,RW03,BD544,EH,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INKE3G,RW03,YOGCE,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,INKE3G,RW03,EHOJI,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,INKE3G,RW03,INKET,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INKE3H,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2070,    ,+,00600,     ,03000, ,   ,    ,   ,RW21,EH,P,G, , , , ;
SID:020,5,INKE3H,RW21,BD545,EH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INKE3H,RW21,YOGCE,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,INKE3H,RW21,EHOJI,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,INKE3H,RW21,INKET,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LNO4G,RW03, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0270,    ,+,00800,     ,03000, ,   ,    ,   ,RW21,EH,P,G, , , , ;
SID:020,5,LNO4G,RW03,BD541,EH,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LNO4G,RW03,SOPVI,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LNO4G,RW03,OSGOS,EH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LNO4G,RW03,EDUMA,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LNO4G,RW03,LNO,EB,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LNO4H,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2070,    ,+,00600,     ,03000, ,   ,    ,   ,RW21,EH,P,G, , , , ;
SID:020,5,LNO4H,RW21,BD541,EH,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LNO4H,RW21,SOPVI,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LNO4H,RW21,OSGOS,EH,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
