SID:010,5,BURP1C,RW15,BURPI,SB,P,C,EB  , ,010,CF, ,CXS,SB,D, ,      ,1531,0055,1540,0050,+,04000,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:010,6,BURP1C,ANLER,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,ANLER,VAGAL,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,ANLER,CX016,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BURP1C,ANLER,SUKDI,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,BURP1C,ANLER,ANLER,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,ARTIL,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,ARTIL,AKVOP,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,ARTIL,ARTIL,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,BUXEV,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,BUXEV,BUXEV,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,07000,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,NOBEL,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,NOBEL,TOGNU,SB,E,A,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,NOBEL,PUBGI,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BURP1C,NOBEL,NOBEL,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,PENSO,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,PENSO,AKVOP,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,PENSO,UKDEL,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BURP1C,PENSO,PENSO,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,SUSKI,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,SUSKI,TOGNU,SB,E,A,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,SUSKI,UREPU,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BURP1C,SUSKI,SUSKI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,UBNUT,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,UBNUT,VAGAL,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BURP1C,UBNUT,CX016,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,BURP1C,UBNUT,SUKDI,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,BURP1C,UBNUT,ANLER,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,BURP1C,UBNUT,UBNUT,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BURP1C,UBREG,BURPI,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,BURP1C,UBREG,UBREG,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BURP2B,RW15,BURPI,SB,P,C,EB  , ,   ,CF, ,CXS,SB,D, ,      ,1531,0055,1530,0050,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:010,3,BURP2B,DOGPO,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:015,3,BURP2B,DOGPO,CXS03,SB,P,C,E   ,R,   ,AF, ,CXS,SB,D, ,      ,2111,0055,1530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,3,BURP2B,DOGPO,DOGPO,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,05000,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BURP2B,ILPIV,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,BURP2B,ILPIV,CXS04,SB,P,C,E   ,R,   ,AF, ,CXS,SB,D, ,      ,2414,0055,1530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BURP2B,ILPIV,ILPIV,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BURP2B,ITBAX,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,BURP2B,ITBAX,CXS02,SB,P,C,E   ,L,   ,AF, ,CXS,SB,D, ,      ,0761,0055,1530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BURP2B,ITBAX,ITBAX,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BURP2B,KIMUV,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,BURP2B,KIMUV,CXS01,SB,P,C,E   ,L,   ,AF, ,CXS,SB,D, ,      ,0406,0055,1530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,BURP2B,KIMUV,KIMUV,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,BURP2B,NOBEL,BURPI,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,BURP2B,NOBEL,CXS05,SB,P,C,E   ,R,   ,AF, ,CXS,SB,D, ,      ,3132,0055,1530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,BURP2B,NOBEL,NOBEL,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ESOM1B,RW33,ESOMU,SB,P,C,EB  , ,   ,CF, ,CXS,SB,D, ,      ,3346,0054,3350,0050,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:010,3,ESOM1B,ACENA,ESOMU,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,ESOM1B,ACENA,CXS07,SB,P,C,E   ,R,   ,AF, ,CXS,SB,D, ,      ,0406,0054,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,ESOM1B,ACENA,ACENA,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ESOM1B,DOGPO,ESOMU,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:015,3,ESOM1B,DOGPO,CXS10,SB,P,C,E   ,L,   ,AF, ,CXS,SB,D, ,      ,2111,0054,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,3,ESOM1B,DOGPO,DOGPO,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,05000,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ESOM1B,ILPIV,ESOMU,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,ESOM1B,ILPIV,CXS09,SB,P,C,E   ,L,   ,AF, ,CXS,SB,D, ,      ,2414,0054,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,ESOM1B,ILPIV,ILPIV,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ESOM1B,ITBAX,ESOMU,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,ESOM1B,ITBAX,CXS06,SB,P,C,E   ,R,   ,AF, ,CXS,SB,D, ,      ,0761,0054,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,ESOM1B,ITBAX,ITBAX,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ESOM1B,NOBEL,ESOMU,SB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,10000, ,   ,    ,   ,CXS,SB,D, , , , , ;
SID:020,3,ESOM1B,NOBEL,CXS08,SB,P,C,E   ,L,   ,AF, ,CXS,SB,D, ,      ,3132,0054,3350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,ESOM1B,NOBEL,NOBEL,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ESOM1D,RW33,ESOMU,SB,P,C,EB  , ,010,CF, ,CXS,SB,D, ,      ,3346,0054,3340,0050, ,     ,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:010,6,ESOM1D,BUXEV,ESOMU,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,ESOM1D,BUXEV,TOGNU,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,6,ESOM1D,BUXEV,BUXEV,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,08000,07000,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ESOM1D,NOBEL,ESOMU,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,ESOM1D,NOBEL,ENSEP,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ESOM1D,NOBEL,PUBGI,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ESOM1D,NOBEL,NOBEL,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ESOM1D,SUSKI,ESOMU,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,ESOM1D,SUSKI,UREPU,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ESOM1D,SUSKI,SUSKI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ESOM1D,UBREG,ESOMU,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,ESOM1D,UBREG,TOGNU,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,6,ESOM1D,UBREG,UBREG,SB,E,A,EEC ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW15, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1540,    ,+,04500,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,1,OMNI,RW15, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1540,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3340,    ,+,04500,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,1,OMNI,RW33, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3340,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TIVT1D,RW33,ESOMU,SB,P,C,EY  , ,010,CF, ,CXS,SB,D, ,      ,3346,0054,3340,0050, ,     ,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,5,TIVT1D,RW33,TIVTO,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TIVT1D,ARTIL,TIVTO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,TIVT1D,ARTIL,ARTIL,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,TIVT1D,PENSO,TIVTO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
SID:020,6,TIVT1D,PENSO,UKDEL,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,TIVT1D,PENSO,PENSO,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VAGA1D,RW33,ESOMU,SB,P,C,EY  , ,010,CF, ,CXS,SB,D, ,      ,3346,0054,3340,0050, ,     ,     ,10000, ,   ,    ,   ,SBCX,SB,P,A, , , , ;
