SID:020,5,BELU2C,RW36,BANEK,LF,E,A,EY  , ,   ,CF, ,CBY,LF,D, ,      ,1412,0079,3550,0080, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:030,5,BELU2C,RW36,LB624,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,BELU2C,RW36,BELUS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,5,BULO2C,RW36,NAZIM,LF,P,C,EYC , ,   ,CF, ,CBY,LF,D, ,      ,1488,0099,3550,0060, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,BULO2C,RW36,LB624,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,BULO2C,RW36,BELUS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,BULO2C,RW36,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BULO2C,RW36,BULOL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BULO2L,RW18,LB620,LF,P,C,EY  , ,   ,CF, ,CBY,LF,D, ,      ,1622,0200,1750,0041, ,     ,     ,06500,-,175,    ,   , , , , , , , , ;
SID:020,5,BULO2L,RW18,LB621,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,175,    ,   , , , , , , , , ;
SID:030,5,BULO2L,RW18,BELUS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,BULO2L,RW18,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BULO2L,RW18,BULOL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BULO2R,RW18,LB600,LF,P,C,E   , ,   ,CF, ,CBY,LF,D, ,      ,1625,0204,1750,0045, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,BULO2R,RW18,LB601,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,190,    ,   , , , , , , , , ;
SID:030,5,BULO2R,RW18,LB603,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BULO2R,RW18,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BULO2R,RW18,BULOL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUSI2C,RW36,NAZIM,LF,P,C,EYC , ,   ,CF, ,CBY,LF,D, ,      ,1488,0099,3550,0060, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,BUSI2C,RW36,LB624,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,5,BUSI2C,RW36,BELUS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,BUSI2C,RW36,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUSI2C,RW36,BULOL,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BUSI2C,RW36,BUSIL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUSI2L,RW18,LB620,LF,P,C,EY  , ,   ,CF, ,CBY,LF,D, ,      ,1622,0200,1750,0041, ,     ,     ,06500,-,175,    ,   , , , , , , , , ;
SID:020,5,BUSI2L,RW18,LB621,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,175,    ,   , , , , , , , , ;
SID:030,5,BUSI2L,RW18,BELUS,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,BUSI2L,RW18,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUSI2L,RW18,BULOL,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BUSI2L,RW18,BUSIL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BUSI2R,RW18,LB600,LF,P,C,E   , ,   ,CF, ,CBY,LF,D, ,      ,1625,0204,1750,0045, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
SID:020,5,BUSI2R,RW18,LB601,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,190,    ,   , , , , , , , , ;
SID:030,5,BUSI2R,RW18,LB603,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BUSI2R,RW18,MAXUS,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BUSI2R,RW18,BULOL,LF,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BUSI2R,RW18,BUSIL,LF,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ESAP2C,RW36,BANEK,LF,E,A,E C , ,   ,CF, ,CBY,LF,D, ,      ,1412,0079,3550,0080, ,     ,     ,06500,-,220,    ,   , , , , , , , , ;
SID:030,5,ESAP2C,RW36,LB622,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,ESAP2C,RW36,ESAPI,LF,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,5,ESAP2L,RW18,LB620,LF,P,C,EY  , ,   ,CF, ,CBY,LF,D, ,      ,1622,0200,1750,0041, ,     ,     ,06500,-,175,    ,   , , , , , , , , ;
SID:020,5,ESAP2L,RW18,LB621,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,175,    ,   , , , , , , , , ;
SID:030,5,ESAP2L,RW18,BANEK,LF,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,200,    ,   , , , , , , , , ;
SID:040,5,ESAP2L,RW18,LB622,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ESAP2L,RW18,ESAPI,LF,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     ,-,220,    ,   , , , , , , , , ;
SID:010,5,ESAP2R,RW18,LB600,LF,P,C,E   , ,   ,CF, ,CBY,LF,D, ,      ,1625,0204,1750,0045, ,     ,     ,06500, ,   ,    ,   , , , , , , , , ;
