SID:010,2,EGLE1E,RW27B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2700,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGLE1E,RW27B, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGLE1E,RW27B,EGLES,OI,E,A,EEC , ,   ,CF, ,CBH,OI,D, ,      ,0083,0301,0070,0240,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGLE1F,RW09B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0900,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:030,2,EGLE1F,RW09B,EGLES,OI,E,A,EEC , ,   ,CF, ,CBH,OI,D, ,      ,0083,0301,0070,0300,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGLE1G,RW27B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2700,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGLE1G,RW27B,CBH,OI,D, ,V   , ,   ,FA, ,CBH,OI,D, ,      ,0000,0000,2700,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGLE1G,RW27B,CBH,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGLE1G,RW27B,EGLES,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGLE1H,RW09B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0900,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGLE1H,RW09B,CBH,OI,D, ,V   , ,   ,CF, ,CBH,OI,D, ,      ,0000,0000,0900,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGLE1H,RW09B,CBH,OI,D, ,V   , ,   ,FA, ,CBH,OI,D, ,      ,0000,0000,0900,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGLE1H,RW09B,CBH,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EGLE1H,RW09B,EGLES,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGNU1E,RW27B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2700,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGNU1E,RW27B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3260,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGNU1E,RW27B,EGNUX,OI,E,A,EEC , ,   ,CF, ,CBH,OI,D, ,      ,2959,0297,2960,0300,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGNU1F,RW09B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0900,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGNU1F,RW09B, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2660,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGNU1F,RW09B,EGNUX,OI,E,A,EEC , ,   ,CF, ,CBH,OI,D, ,      ,2958,0298,2960,0250,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGNU1G,RW27B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2700,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGNU1G,RW27B,CBH,OI,D, ,V   , ,   ,FA, ,CBH,OI,D, ,      ,0000,0000,2700,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGNU1G,RW27B,CBH,OI,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGNU1G,RW27B,EGNUX,OI,E,A,EEC ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGNU1H,RW09B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0900,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGNU1H,RW09B,CBH,OI,D, ,V   , ,   ,CF, ,CBH,OI,D, ,      ,0000,0000,0900,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGNU1H,RW09B,CBH,OI,D, ,V   , ,   ,FA, ,CBH,OI,D, ,      ,0000,0000,0900,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGNU1H,RW09B,CBH,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EGNU1H,RW09B,EGNUX,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGPE1E,RW27B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2700,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGPE1E,RW27B,CBH,OI,D, ,V   , ,   ,FA, ,CBH,OI,D, ,      ,0000,0000,2700,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGPE1E,RW27B, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGPE1E,RW27B,EGPER,OI,E,A,EEC , ,   ,CF, ,CBH,OI,D, ,      ,3275,0298,3270,0200,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGPE1F,RW09B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0900,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGPE1F,RW09B,CBH,OI,D, ,V   , ,   ,CF, ,CBH,OI,D, ,      ,0000,0000,0900,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGPE1F,RW09B,CBH,OI,D, ,V   , ,   ,FA, ,CBH,OI,D, ,      ,0000,0000,0900,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGPE1F,RW09B, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EGPE1F,RW09B,EGPER,OI,E,A,EEC , ,   ,CF, ,CBH,OI,D, ,      ,3275,0298,3270,0230,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGPE1G,RW27B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2700,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGPE1G,RW27B,CBH,OI,D, ,V   , ,   ,FA, ,CBH,OI,D, ,      ,0000,0000,2700,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGPE1G,RW27B,CBH,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGPE1G,RW27B,EGPER,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EGPE1H,RW09B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0900,    ,+,00424,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
SID:020,2,EGPE1H,RW09B,CBH,OI,D, ,V   , ,   ,CF, ,CBH,OI,D, ,      ,0000,0000,0900,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EGPE1H,RW09B,CBH,OI,D, ,V   , ,   ,FA, ,CBH,OI,D, ,      ,0000,0000,0900,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EGPE1H,RW09B,CBH,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EGPE1H,RW09B,EGPER,OI,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EGLE1D,ALL,EGLES,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,2,EGLE1D,ALL,D003Q,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,3,EGLE1E,RW09L,EGLES,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,3,EGLE1E,RW09L,D327N,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,3,EGLE1E,RW09L,CD09,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,3,EGLE1E,RW09R,EGLES,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,3,EGLE1E,RW09R,D327N,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,3,EGLE1E,RW09R,CD09,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EGLE1F,ALL,EGLES,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,2,EGLE1F,ALL,D007J,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,EGLE1F,ALL,CBH,OI,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EGNU1D,ALL,EGNUX,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,2,EGNU1D,ALL,D003Q,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,3,EGNU1E,RW09L,EGNUX,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,3,EGNU1E,RW09L,CD09,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,3,EGNU1E,RW09R,EGNUX,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,3,EGNU1E,RW09R,CD09,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EGNU1F,ALL,EGNUX,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,EGNU1F,ALL,CBH,OI,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EGPE1D,ALL,EGPER,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,2,EGPE1D,ALL,D003Q,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,3,EGPE1E,RW09L,EGPER,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,3,EGPE1E,RW09L,D295Q,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,3,EGPE1E,RW09L,CD09,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,3,EGPE1E,RW09R,EGPER,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,3,EGPE1E,RW09R,D295Q,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,3,EGPE1E,RW09R,CD09,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EGPE1F,ALL,EGPER,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,CBH,OI,D, , , , , ;
STAR:020,2,EGPE1F,ALL,D327J,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,EGPE1F,ALL,CBH,OI,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D09L2,D003Q,D003Q,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09L2,D003Q, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1830,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09L2,D003Q,D295O,OI,P,C,E   ,L,   ,AF, ,CBH,OI,D, ,      ,2950,0150,0030,    ,+,FL045,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D09L2,D003Q,CD09,OI,P,C,EE B,L,   ,AF, ,CBH,OI,D, ,      ,2700,0150,2950,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D09L2, ,CD09,OI,P,C,E  I, ,   ,IF, ,CBH,OI,D, ,      ,2700,0150,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D09L2, ,FD09,OI,P,C,E  F, ,   ,CF, ,CBH,OI,D, ,      ,2700,0080,0900,0070,+,01900,     ,     , ,   ,    ,   ,CBH,OI,D, , ,0, ,S;
APPCH:030,D,D09L2, ,MD09,OI,P,C,E  M, ,   ,CF, ,CBH,OI,D, ,      ,2700,0040,0900,0040, ,00531,     ,     , ,   ,-323,   , , , , , ,0, ,S;
APPCH:040,D,D09L2, ,CBH,OI,D, ,V M , ,   ,CF, ,CBH,OI,D, ,      ,0000,0000,0900,0040,+,00531,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:045,D,D09L2, ,CBH,OI,D, ,V   , ,   ,FA, ,CBH,OI,D, ,      ,0000,0000,0900,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D09L2, , , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,3330,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D09L2, ,D003Q,OI,P,C,E   , ,   ,CF, ,CBH,OI,D, ,      ,0030,0170,0030,0090, ,FL060,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D09L2, ,D003Q,OI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1830,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D09L3, ,CD09,OI,P,C,E  I, ,   ,IF, ,CBH,OI,D, ,      ,2700,0150,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D09L3, ,FD09,OI,P,C,E  F, ,   ,CF, ,CBH,OI,D, ,      ,2700,0080,0900,0070,+,01900,     ,     , ,   ,    ,   ,CBH,OI,D, , ,0, ,S;
APPCH:030,D,D09L3, ,MD09,OI,P,C,E  M, ,   ,CF, ,CBH,OI,D, ,      ,2700,0040,0900,0040, ,00531,     ,     , ,   ,-323,   , , , , , ,0, ,S;
APPCH:040,D,D09L3, ,CBH,OI,D, ,VYM , ,   ,CF, ,CBH,OI,D, ,      ,0000,0000,0900,0040,+,00531,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D09L3, ,CD09,OI,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D09L3, ,CD09,OI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0900,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
