SID:010,1,1,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1650,    ,+,00990,     ,06000, ,   ,    ,   ,CAM,LI,D, , , , , ;
SID:020,1,1,RW17, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,1,RW17,B,LI,P,C,EE  , ,   ,CF, ,CAM,LI,D, ,      ,2510,0160,2510,0080, ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,1,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,00990,     ,06000, ,   ,    ,   ,CAM,LI,D, , , , , ;
SID:020,1,1,RW35,B,LI,P,C,EE  ,L,   ,CF, ,CAM,LI,D, ,      ,2510,0160,2510,0140, ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,1, ,B,LI,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,06000, ,   ,    ,   ,CAM,LI,D, , , , , ;
SID:020,2,1, ,C,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,1, ,Z,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL240,FL170,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,1, ,TOP,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,2,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1650,    ,+,00990,     ,06000, ,   ,    ,   ,CAM,LI,D, , , , , ;
SID:020,2,2,RW17,D187G,LI,P,C,E   , ,   ,CF, ,CAM,LI,D, ,      ,1870,0070,1970,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,2,RW17,A,LI,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,4,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1650,    ,+,00990,     ,06000, ,   ,    ,   ,CAM,LI,D, , , , , ;
SID:020,1,4,RW17,Y,LI,P,C,EE  , ,   ,CF, ,CAM,LI,D, ,      ,1880,0420,1920,0390, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,4,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3450,    ,+,00990,     ,06000, ,   ,    ,   ,CAM,LI,D, , , , , ;
SID:015,1,4,RW35, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,4,RW35,Y,LI,P,C,EE  , ,   ,CF, ,CAM,LI,D, ,      ,1880,0420,1800,0360, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,4, ,Y,LI,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,CAM,LI,D, , , , , ;
SID:020,2,4, ,GEN,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I35-Y,D176W,D176W,LI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I35-Y,D176W,CI35,LI,P,C,EE B, ,   ,CF, ,ICAM,LI,P,I,      ,1645,0125,3450,0051,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I35-Y,D235W,D235W,LI,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I35-Y,D235W,D176W,LI,P,C,E   ,L,   ,AF, ,MMP,LI,D, ,      ,1760,0230,2350,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I35-Y,D235W,CI35,LI,P,C,EE B, ,   ,CF, ,ICAM,LI,P,I,      ,1645,0125,3450,0051,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
