SID:005,2,AXHOK2,RW23,DER23,EG,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,LKH,EG,D, ,B, , , ;
SID:010,2,AXHOK2,RW23, , , , ,    , ,   ,VD, ,LKH,EG,D, ,      ,    ,    ,2350,0010, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,AXHOK2,RW23, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AXHOK2,RW23,AXHOK,EG,P,C,EE  , ,   ,CF, ,LKH,EG,D, ,      ,2870,0250,2870,0200,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,IPKOP3,RW05,DER05,EG,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,LKH,EG,D, ,B, , , ;
SID:010,2,IPKOP3,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0550,    ,+,00530,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,IPKOP3,RW05, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IPKOP3,RW05,BENIB,EG,P,C,E   , ,   ,CF, ,LKH,EG,D, ,      ,0720,0076,0720,0035,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IPKOP3,RW05,IPKOP,EG,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,TIDPU3,RW05,DER05,EG,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,LKH,EG,D, ,B, , , ;
SID:010,2,TIDPU3,RW05, , , , ,    , ,   ,VD, ,LKH,EG,D, ,      ,    ,    ,0690,0032, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,TIDPU3,RW05, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TIDPU3,RW05,TIDPU,EG,P,C,EE  , ,   ,CF, ,LKH,EG,D, ,      ,1000,0300,1000,0230,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I05-Y,ELNAV,ELNAV,EG,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL100,03000,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I05-Y,ELNAV,INPOT,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
