SID:010,5,AKIN1E,RW08R,DM020,ED,P,C,E   , ,   ,CF, ,OTT,ED,D, ,      ,0248,0120,0810,0061, ,     ,     ,05000, ,   ,    ,   ,EDDM,ED,P,A, , , , ;
SID:020,5,AKIN1E,RW08R,DM021,ED,P,C,E   ,L,   ,RF, , , , , ,003700,    ,    ,    ,0054, ,     ,     ,     ,-,240,    ,   ,DM022,ED,P,C, , , , ;
SID:030,5,AKIN1E,RW08R,DM017,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKIN1E,RW08R,AKINI,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,AKIN1N,RW26R,DM040,ED,P,C,E   , ,   ,CF, ,OTT,ED,D, ,      ,3349,0115,2610,0024, ,     ,     ,05000, ,   ,    ,   ,EDDM,ED,P,A, , , , ;
SID:020,5,AKIN1N,RW26R,DM041,ED,P,C,E   ,R,   ,RF, , , , , ,002000,    ,    ,    ,0030, ,     ,     ,     ,-,220,    ,   ,DM042,ED,P,C, , , , ;
SID:030,5,AKIN1N,RW26R,DM043,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKIN1N,RW26R,DM044,ED,P,C,E   ,R,   ,RF, , , , , ,004100,    ,    ,    ,0047, ,     ,     ,     ,-,250,    ,   ,DM045,ED,P,C, , , , ;
SID:050,5,AKIN1N,RW26R,EMGEP,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AKIN1N,RW26R,AKINI,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,AKIN1Q,RW08L,DM010,ED,P,C,E   , ,   ,CF, ,OTT,ED,D, ,      ,0029,0114,0810,0010,+,01900,     ,05000, ,   ,    ,   ,EDDM,ED,P,A, , , , ;
SID:020,5,AKIN1Q,RW08L,DM011,ED,P,C,E   ,L,   ,RF, , , , , ,002100,    ,    ,    ,0019, ,     ,     ,     ,-,210,    ,   ,DM012,ED,P,C, , , , ;
SID:030,5,AKIN1Q,RW08L,DM013,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKIN1Q,RW08L,DM014,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKIN1Q,RW08L,DM015,ED,P,C,E   ,L,   ,RF, , , , , ,004600,    ,    ,    ,0045, ,     ,     ,     ,-,250,    ,   ,DM016,ED,P,C, , , , ;
SID:060,5,AKIN1Q,RW08L,DM017,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AKIN1Q,RW08L,AKINI,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,AKIN1S,RW26L,DM030,ED,P,C,E   , ,   ,CF, ,OTT,ED,D, ,      ,3361,0102,2610,0010,+,01900,     ,05000, ,   ,    ,   ,EDDM,ED,P,A, , , , ;
SID:020,5,AKIN1S,RW26L,DM031,ED,P,C,E   ,R,   ,RF, , , , , ,002500,    ,    ,    ,0037, ,     ,     ,     ,-,220,    ,   ,DM032,ED,P,C, , , , ;
SID:030,5,AKIN1S,RW26L,DM043,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKIN1S,RW26L,DM044,ED,P,C,E   ,R,   ,RF, , , , , ,004100,    ,    ,    ,0047, ,     ,     ,     ,-,250,    ,   ,DM045,ED,P,C, , , , ;
SID:050,5,AKIN1S,RW26L,EMGEP,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AKIN1S,RW26L,AKINI,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,ALG2E,RW08R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0800,    ,+,01900,     ,05000, ,   ,    ,   ,MNW,ED,P,N, , , , ;
SID:020,5,ALG2E,RW08R,DM081,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALG2E,RW08R,ALONU,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,ALG2E,RW08R,LAKOL,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALG2E,RW08R,OBAXA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALG2E,RW08R,MERSI,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
