SID:010,2,ABKA1M,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,02400,     ,12000, ,   ,    ,   ,SIR,LT,D,B, , , , ;
SID:020,2,ABKA1M,RW24,SIR,LT,D,B,E   , ,   ,FA, ,SRT,LT,D, ,      ,3255,0045,2540,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABKA1M,RW24,SIR,LT,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABKA1M,RW24,SRT,LT,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ABKA1M,RW24,ABKAL,LT,E,A,EEC ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABKA1N,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,02400,     ,12000, ,   ,    ,   ,SIR,LT,D,B, , , , ;
SID:020,2,ABKA1N,RW24,SIR,LT,D,B,E   , ,   ,FA, ,SRT,LT,D, ,      ,3255,0045,2540,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABKA1N,RW24,SIR,LT,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABKA1N,RW24,ABKAL,LT,E,A,EEC ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VAKU1M,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,02400,     ,12000, ,   ,    ,   ,SIR,LT,D,B, , , , ;
SID:020,2,VAKU1M,RW24,SIR,LT,D,B,E   , ,   ,FA, ,SRT,LT,D, ,      ,3255,0045,2540,    ,+,05900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VAKU1M,RW24,SIR,LT,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,VAKU1M,RW24,SRT,LT,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,VAKU1M,RW24,VAKUL,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VAKU1N,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,02400,     ,12000, ,   ,    ,   ,SIR,LT,D,B, , , , ;
SID:020,2,VAKU1N,RW24,SIR,LT,D,B,E   , ,   ,FA, ,SRT,LT,D, ,      ,3255,0045,2540,    ,+,05900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VAKU1N,RW24,SIR,LT,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,VAKU1N,RW24,VAKUL,LT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ABKA1A,ALL,ABKAL,LT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SRT,LT,D, , , , , ;
STAR:020,2,ABKA1A,ALL,SRT,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ABKA1B,ALL,ABKAL,LT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SIR,LT,D,B, , , , ;
STAR:020,2,ABKA1B,ALL,SIR,LT,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ULSA1R,RW06,ULSAB,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,10500,     ,     , ,   ,    ,   ,SIR,LT,D,B, , , , ;
STAR:020,5,ULSA1R,RW06,LEZKA,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06700,     ,     ,-,210,    ,   , , , , , , , , ;
