SID:010,5,MELLR1,RW26, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2570,    ,+,03700,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,MELLR1,RW26,FIDIT,K1,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MELLR1,RW26,RIDIH,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MELLR1,RW26,MELLR,K1,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R08,OXLEY,OXLEY,K1,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R08,OXLEY,RIDIH,K1,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R08,ZATIP,ZATIP,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R08,ZATIP,AWOYO,K1,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,09500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R08,ZATIP,RIDIH,K1,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R08,ZOSNO,ZOSNO,K1,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R08,ZOSNO,RIDIH,K1,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R08, ,RIDIH,K1,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07400,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R08, ,IDAGY,K1,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0760,0060,+,05700,     ,     , ,   ,    ,   ,RW08,K1,P,G,A,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R08, ,RW08,K1,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0760,0067, ,03337,     ,     , ,   ,-332,   , , , , , ,B,J,S;
APPCH:040,R,R08, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0760,    ,+,03713,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R08, ,ZATIP,K1,E,A,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
