SID:010,2,KUPT1D,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,01740,     ,08500, ,   ,    ,   ,LAM,OI,D, , , , , ;
SID:020,2,KUPT1D,RW11,LAM,OI,D, ,V   , ,   ,FA, ,LAM,OI,D, ,      ,0000,0000,1070,    ,+,04400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KUPT1D,RW11,LAM,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KUPT1D,RW11,KUPTO,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LAM1U,RW29,LAM,OI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10500, ,   ,    ,   ,LAM,OI,D, , , , , ;
STAR:020,2,LAM1U,RW29,D109P,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LAM1V,RW29,LAM,OI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10500, ,   ,    ,   ,LAM,OI,D,B, , , , ;
STAR:020,2,LAM1V,RW29,D107P,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LVA1N,RW29,LVA,OI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10500, ,   ,    ,   ,LAM,OI,D, , , , , ;
STAR:020,2,LVA1N,RW29,D109P,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,LVA1P,RW29,LVA,OI,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10500, ,   ,    ,   ,LAM,OI,D,B, , , , ;
STAR:020,2,LVA1P,RW29,D107P,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ROTA1N,RW29,ROTAL,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10500, ,   ,    ,   ,LAM,OI,D, , , , , ;
STAR:020,2,ROTA1N,RW29,D085Y,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ROTA1N,RW29,D109P,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ROTA1P,RW29,ROTAL,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10500, ,   ,    ,   ,LAM,OI,D,B, , , , ;
STAR:020,2,ROTA1P,RW29,D084Y,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ROTA1P,RW29,D107P,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D29,D109P,D109P,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06800,     ,10500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29,D109P,CD29,OI,P,C,EE B, ,   ,CF, ,LAM,OI,D, ,      ,1090,0100,2890,0060,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D29, ,CD29,OI,P,C,E  I, ,   ,IF, ,LAM,OI,D, ,      ,1090,0100,    ,    ,+,04000,     ,10500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D29, ,FD29,OI,P,C,E  F, ,   ,CF, ,LAM,OI,D, ,      ,1090,0050,2890,0050,+,02850,     ,     , ,   ,    ,   ,LAM,OI,D, , ,0, ,S;
APPCH:030,D,D29, ,MD29,OI,P,C,E  M, ,   ,CF, ,LAM,OI,D, ,      ,1090,0020,2890,0030, ,01737,     ,     , ,   ,-351,   , , , , , ,0, ,S;
APPCH:040,D,D29, ,LAM,OI,D, ,V M , ,   ,CF, ,LAM,OI,D, ,      ,0000,0000,2890,0020,+,02010,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D29, ,LAM,OI,D, ,V   , ,   ,FD, ,LAM,OI,D, ,      ,0000,0000,2890,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D29, , , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,0790,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D29, ,D109P,OI,P,C,E   , ,   ,CF, ,LAM,OI,D, ,      ,1090,0160,1090,0180, ,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:080,D,D29, ,D109P,OI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2890,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,0, ,S;
RWY:RW11 ,+0000,      ,01336, ,    , ,   ;N27224325,E053102785,0000;
RWY:RW29 ,+0000,      ,01329, ,    , ,   ;N27220297,E053120959,0000;
