APPCH:040,R,R07-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1010,    ,+,00543,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R07-Z, ,BGQ,PA,D, ,VY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R07-Z, ,BGQ,PA,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,0900,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R34,MCLNS,MCLNS,PA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,200,    ,   , , , , , ,A,J,S;
APPCH:020,A,R34,MCLNS,PEARY,PA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R34, ,PEARY,PA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:015,R,R34, ,HAGUI,PA,P,C,E S , ,010,TF, , , , , ,      ,    ,    ,3460,0040,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R34, ,FIMDA,PA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3460,0040,+,01700,     ,     , ,   ,-300,   ,RW34,PA,P,G, ,A,J,S;
PRDAT:A,        LP, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R34, ,CURMI,PA,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,3410,0025,+,00900,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R34, ,RW34,PA,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3410,0024, ,00153,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R34, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3410,    ,+,00543,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R34, ,BGQ,PA,D, ,VY  , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R34, ,BGQ,PA,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,0900,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,RNVA, ,YOHOE,PA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,RICKR,PA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0600,0067,+,01600,     ,     , ,   ,    ,   ,RW07,PA,P,G,A,B,J,C;
APPCH:030,R,RNVA, ,RW07,PA,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0890,0041, ,00167,     ,     , ,   ,-323,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0890,    ,+,00537,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,BGQ,PA,D, ,VY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVA, ,BGQ,PA,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,3560,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW05 ,     ,      ,00133, ,    , ,   ;N61123481,W149504252,0000;
RWY:RW07 ,     ,      ,00131, ,    , ,   ;N61125726,W149511178,0000;
RWY:RW16 ,     ,      ,00131, ,    , ,   ;N61125646,W149510905,0000;
RWY:RW23 ,     ,      ,00138, ,    , ,   ;N61124280,W149500520,0000;
RWY:RW25 ,     ,      ,00143, ,    , ,   ;N61125724,W149495011,0000;
RWY:RW34 ,     ,      ,00123, ,    , ,   ;N61123046,W149510910,0000;
